Well,Colony,CellCount,Expt,Time_Day,Condition,Cell.line,Paired,,,,,,,
E09,B,31,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,B,27,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,B,28,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,B,23,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,B,21,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,C,57,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,C,78,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,C,84,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,C,59,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,C,47,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,C,44,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,C,19,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,C,15,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,C,13,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,C,10,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,C,7,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,D,104,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,D,164,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,D,182,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,D,153,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,D,138,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,D,124,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,D,71,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,D,61,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,D,57,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,D,49,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,D,42,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,E,77,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,E,141,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,E,171,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,E,132,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,E,103,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,E,84,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,E,27,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,E,23,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,E,19,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,E,18,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,E,21,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,F,21,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,F,39,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,F,53,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,F,37,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,F,28,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,F,23,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,F,7,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,F,8,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,F,8,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,F,3,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,F,4,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,G,16,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,G,49,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,G,55,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,G,35,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,G,28,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,G,32,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,G,25,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,G,11,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,G,5,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,G,1,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,G,1,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,H,48,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,H,76,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,H,91,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,H,72,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,H,61,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,H,56,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,H,33,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,H,33,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,H,26,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,H,20,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,H,17,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,I,18,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,I,20,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,I,34,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,I,40,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,I,35,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,I,33,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,I,32,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,I,33,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,I,27,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,I,24,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,I,26,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,J,30,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,J,40,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,J,40,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,J,30,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,J,14,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,J,18,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,J,9,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,J,10,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,J,10,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,J,4,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,J,3,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,K,31,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,K,51,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,K,65,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,K,67,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,K,62,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,K,56,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,K,37,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,K,25,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,K,22,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,K,12,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,K,13,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,L,41,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,L,62,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,L,54,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,L,28,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,L,17,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,L,16,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,L,6,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,L,4,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,L,3,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,L,2,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,L,2,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,M,71,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,M,128,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,M,130,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,M,73,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,M,58,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,M,50,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,M,20,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,M,13,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,M,11,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,M,8,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,M,11,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,N,23,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,N,35,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,N,59,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,N,63,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,N,53,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,N,44,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,N,23,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,N,18,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,N,15,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,N,5,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,N,4,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,O,21,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,O,36,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,O,50,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,O,50,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,O,38,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,O,25,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,O,8,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,O,6,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,O,4,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,O,2,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,O,1,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,P,40,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,P,78,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,P,109,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,P,86,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,P,72,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,P,70,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,P,30,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,P,26,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,P,19,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,P,9,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,P,8,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,14,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,37,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,43,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,14,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,9,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,10,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,3,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,2,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,2,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,0,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,Q,0,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,R,23,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,R,42,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,R,52,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,R,37,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,R,27,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,R,19,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,R,12,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,R,12,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,R,8,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,R,4,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,R,5,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,S,17,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,S,39,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,S,50,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,S,40,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,S,35,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,S,29,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,S,24,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,S,18,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,S,20,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,S,16,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,S,13,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,T,92,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,T,160,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,T,206,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,T,128,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,T,70,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,T,62,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,T,14,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,T,12,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,T,12,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,T,5,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,T,4,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,U,66,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,U,106,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,U,128,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,U,113,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,U,94,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,U,82,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,U,54,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,U,45,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,U,44,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,U,34,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,U,25,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,V,40,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,V,78,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,V,72,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,V,45,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,V,36,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,V,26,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,V,18,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,V,13,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,V,11,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,V,4,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,V,5,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,W,37,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,W,69,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,W,69,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,W,33,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,W,27,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,W,19,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,W,12,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,W,10,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,W,10,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,W,3,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,W,7,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,X,89,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,X,174,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,X,169,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,X,80,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,X,54,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,X,46,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,X,13,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,X,11,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,X,8,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,X,6,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,X,3,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,53,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,96,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,82,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,29,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,28,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,20,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,12,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,8,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,5,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,4,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,Y,3,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,29,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,69,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,71,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,39,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,40,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,28,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,4,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,6,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,5,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,3,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
E09,Z,4,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,A,28,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,A,49,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,A,53,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,A,49,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,A,38,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,A,32,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,A,28,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,A,26,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,A,27,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,A,27,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,A,26,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,82,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,142,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,206,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,105,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,91,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,104,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,49,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,53,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,47,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,31,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,AA,28,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,B,31,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,B,75,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,B,77,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,B,36,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,B,21,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,B,19,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,B,9,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,B,5,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,B,7,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,B,4,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,B,4,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,C,61,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,C,103,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,C,108,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,C,91,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,C,80,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,C,64,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,C,32,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,C,32,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,C,26,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,C,17,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,C,17,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,D,26,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,D,45,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,D,50,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,D,36,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,D,27,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,D,22,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,D,14,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,D,17,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,D,15,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,D,10,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,D,9,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,E,42,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,E,75,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,E,96,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,E,70,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,E,61,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,E,35,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,E,24,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,E,23,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,E,19,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,E,10,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,E,10,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,F,61,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,F,102,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,F,132,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,F,112,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,F,88,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,F,61,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,F,14,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,F,15,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,F,11,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,F,7,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,F,5,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,G,29,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,G,37,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,G,33,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,G,26,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,G,22,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,G,15,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,G,8,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,G,10,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,G,7,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,G,4,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,G,3,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,H,102,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,H,185,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,H,198,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,H,91,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,H,86,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,H,77,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,H,22,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,H,16,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,H,14,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,H,7,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,H,4,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,I,57,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,I,104,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,I,132,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,I,104,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,I,79,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,I,68,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,I,34,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,I,34,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
