Well,Colony,CellCount,Expt,Time_Day,Condition,Cell.line,Paired,,,,,,,
C06,B,52,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C06,B,47,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C06,B,41,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C06,B,35,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C06,B,26,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C06,B,12,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,2,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,4,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,5,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,13,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,24,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,23,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,17,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,19,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,19,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,19,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,14,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,17,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,9,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C06,C,5,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,14,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,23,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,33,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,51,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,91,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,124,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,121,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,120,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,107,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,105,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,96,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,87,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,84,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C06,D,45,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,6,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,9,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,15,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,49,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,74,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,88,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,91,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,85,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,62,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,54,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,51,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,54,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,42,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C06,E,23,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,6,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,7,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,12,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,20,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,28,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,37,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,35,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,23,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,19,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,14,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,12,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,13,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,9,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C06,F,4,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,5,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,13,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,28,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,60,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,104,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,137,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,125,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,105,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,90,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,73,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,57,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,50,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,50,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C06,G,32,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,5,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,11,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,24,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,40,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,62,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,113,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,115,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,101,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,98,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,96,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,92,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,88,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,79,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C06,H,78,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,7,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,16,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,26,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,46,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,93,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,122,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,112,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,77,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,69,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,60,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,64,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,48,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,42,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C06,I,16,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,6,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,8,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,17,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,30,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,61,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,123,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,106,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,102,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,90,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,77,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,62,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,45,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,38,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C09,A,12,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,14,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,30,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,41,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,65,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,85,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,101,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,89,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,78,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,66,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,55,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,42,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,39,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,33,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C09,B,8,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,3,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,15,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,23,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,51,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,86,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,104,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,104,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,80,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,51,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,33,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,29,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,17,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,14,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C09,C,11,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,13,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,22,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,43,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,77,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,126,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,162,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,163,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,144,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,130,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,104,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,95,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,74,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,58,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C09,D,28,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,2,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,4,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,8,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,18,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,28,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,35,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,32,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,28,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,22,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,18,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,17,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,12,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,9,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C09,E,8,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,9,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,14,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,28,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,49,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,85,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,103,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,105,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,81,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,58,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,44,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,52,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,52,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,46,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C09,F,9,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,7,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,16,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,18,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,31,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,49,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,66,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,67,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,83,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,74,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,73,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,73,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,72,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,77,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C10,A,55,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,8,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,12,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,20,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,43,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,64,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,99,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,110,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,117,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,134,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,140,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,153,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,158,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,169,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C10,B,165,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,7,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,9,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,19,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,30,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,50,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,60,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,59,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,44,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,42,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,39,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,38,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,31,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,25,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C10,C,14,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,7,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,12,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,18,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,33,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,55,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,66,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,66,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,65,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,66,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,69,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,73,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,81,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,84,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C10,D,77,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,3,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,7,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,9,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,16,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,18,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,36,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,42,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,37,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,34,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,30,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,31,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,27,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,29,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C10,F,22,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,8,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,12,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,13,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,26,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,64,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,84,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,94,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,94,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,110,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,118,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,117,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,106,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,100,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C10,G,87,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,7,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,8,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,10,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,21,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,43,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,40,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,30,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,28,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,24,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,17,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,16,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,20,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,16,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
C10,H,7,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,14,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,16,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,24,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,42,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,67,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,78,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,83,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,75,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,94,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,77,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,84,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,91,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,99,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
D02,A,86,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,12,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,22,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,38,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,48,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,96,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,110,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,112,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,90,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,74,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,64,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,56,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,53,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,51,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
D02,B,33,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,3,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,5,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,6,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,21,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,27,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,27,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,29,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,22,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,17,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,21,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,15,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,12,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,10,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
D02,C,8,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,7,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,14,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,23,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,56,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,77,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,104,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,150,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,132,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,146,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,143,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,129,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,120,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,98,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
D02,D,48,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,16,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,20,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,30,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,60,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,109,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,159,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,171,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,175,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,171,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,146,X20130401,6,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,143,X20130401,7,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,138,X20130401,8,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,131,X20130401,9,Erlotinib,PC9.par,Yes,,,,,,,
D04,A,109,X20130401,10,Erlotinib,PC9.par,Yes,,,,,,,
D04,B,4,X20130401,-3,Erlotinib,PC9.par,Yes,,,,,,,
D04,B,8,X20130401,-2,Erlotinib,PC9.par,Yes,,,,,,,
D04,B,15,X20130401,-1,Erlotinib,PC9.par,Yes,,,,,,,
D04,B,26,X20130401,0,Erlotinib,PC9.par,Yes,,,,,,,
D04,B,46,X20130401,1,Erlotinib,PC9.par,Yes,,,,,,,
D04,B,56,X20130401,2,Erlotinib,PC9.par,Yes,,,,,,,
D04,B,75,X20130401,3,Erlotinib,PC9.par,Yes,,,,,,,
D04,B,90,X20130401,4,Erlotinib,PC9.par,Yes,,,,,,,
D04,B,112,X20130401,5,Erlotinib,PC9.par,Yes,,,,,,,
