Expt,Well,Subline,Time_h,Cell.count,FUCCI.count,Condition
X20110318,G06,BR1,0,545,228,Erlotinib
X20110318,G06,BR1,1.004444444,554,287,Erlotinib
X20110318,G06,BR1,2.008888889,564,284,Erlotinib
X20110318,G06,BR1,3.013333333,575,286,Erlotinib
X20110318,G06,BR1,4.017777778,589,307,Erlotinib
X20110318,G06,BR1,5.022222222,612,310,Erlotinib
X20110318,G06,BR1,6.026666667,630,318,Erlotinib
X20110318,G06,BR1,7.031111111,636,338,Erlotinib
X20110318,G06,BR1,8.035555556,645,359,Erlotinib
X20110318,G06,BR1,9.04,661,356,Erlotinib
X20110318,G06,BR1,10.04444444,677,364,Erlotinib
X20110318,G06,BR1,11.04888889,692,383,Erlotinib
X20110318,G06,BR1,12.05333333,734,393,Erlotinib
X20110318,G06,BR1,13.05777778,740,399,Erlotinib
X20110318,G06,BR1,14.06222222,741,403,Erlotinib
X20110318,G06,BR1,15.06666667,763,409,Erlotinib
X20110318,G06,BR1,16.07111111,773,431,Erlotinib
X20110318,G06,BR1,17.07555556,792,437,Erlotinib
X20110318,G06,BR1,18.08,807,441,Erlotinib
X20110318,G06,BR1,19.08444444,824,446,Erlotinib
X20110318,G06,BR1,20.08888889,849,447,Erlotinib
X20110318,G06,BR1,21.09333333,849,438,Erlotinib
X20110318,G06,BR1,22.09777778,867,453,Erlotinib
X20110318,G06,BR1,23.10222222,894,457,Erlotinib
X20110318,G06,BR1,24.10666667,920,466,Erlotinib
X20110318,G06,BR1,25.11111111,945,476,Erlotinib
X20110318,G06,BR1,26.11555556,970,469,Erlotinib
X20110318,G06,BR1,27.12,993,467,Erlotinib
X20110318,G06,BR1,28.12444444,1025,459.5,Erlotinib
X20110318,G06,BR1,29.12888889,1057,452,Erlotinib
X20110318,G06,BR1,30.13333333,1080,449,Erlotinib
X20110318,G06,BR1,31.13777778,1100,453,Erlotinib
X20110318,G06,BR1,32.14222222,1087,428,Erlotinib
X20110318,G06,BR1,33.14666667,1166,447,Erlotinib
X20110318,G06,BR1,34.15111111,1164,465,Erlotinib
X20110318,G06,BR1,35.15555556,1148,464,Erlotinib
X20110318,G06,BR1,36.16,1222,494,Erlotinib
X20110318,G06,BR1,37.16444444,1252,506,Erlotinib
X20110318,G06,BR1,38.16888889,1276,505,Erlotinib
X20110318,G06,BR1,39.17333333,1316,502,Erlotinib
X20110318,G06,BR1,40.17777778,1313,503,Erlotinib
X20110318,G06,BR1,41.18222222,1350,504,Erlotinib
X20110318,G06,BR1,42.18666667,1372,494,Erlotinib
X20110318,G06,BR1,43.19111111,1389,507,Erlotinib
X20110318,G06,BR1,44.19555556,1424,500,Erlotinib
X20110318,G06,BR1,45.2,1439,489,Erlotinib
X20110318,G06,BR1,46.20444444,1461,496,Erlotinib
X20110318,G06,BR1,47.20888889,1452,483,Erlotinib
X20110318,G06,BR1,48.21333333,1539,493,Erlotinib
X20110318,G06,BR1,49.21777778,1548,488,Erlotinib
X20110318,G06,BR1,50.22222222,1591,496,Erlotinib
X20110318,G06,BR1,51.22666667,1554,496,Erlotinib
X20110318,G06,BR1,52.23111111,1609,506,Erlotinib
X20110318,G06,BR1,53.23555556,1635,502,Erlotinib
X20110318,G06,BR1,54.24,1653,517,Erlotinib
X20110318,G06,BR1,55.24444444,1715,524,Erlotinib
X20110318,G06,BR1,56.24888889,1710,540,Erlotinib
X20110318,G06,BR1,57.25333333,1719,548,Erlotinib
X20110318,G06,BR1,58.25777778,1720,561,Erlotinib
X20110318,G06,BR1,59.26222222,1769,559,Erlotinib
X20110318,G06,BR1,60.26666667,1790,560,Erlotinib
X20110318,G06,BR1,61.27111111,1820,540,Erlotinib
X20110318,G06,BR1,62.27555556,1843,566,Erlotinib
X20110318,G06,BR1,63.28,1884,568,Erlotinib
X20110318,G06,BR1,64.28444444,1891,569,Erlotinib
X20110318,G06,BR1,65.28888889,1912,583,Erlotinib
X20110318,G06,BR1,66.29333333,1936,567,Erlotinib
X20110318,G06,BR1,67.29777778,1942,577,Erlotinib
X20110318,G06,BR1,68.30222222,1962,579,Erlotinib
X20110318,G06,BR1,69.30666667,1968,585,Erlotinib
X20110318,G06,BR1,70.31111111,2023,573,Erlotinib
X20110318,G06,BR1,71.31555556,2044,589,Erlotinib
X20110318,G06,BR1,72.32,2073,596,Erlotinib
X20110318,G06,BR1,73.32444444,2087,607,Erlotinib
X20110318,G06,BR1,74.32888889,2112,608,Erlotinib
X20110318,G06,BR1,75.33333333,2145,607,Erlotinib
X20110318,G06,BR1,76.33777778,2165,596,Erlotinib
X20110318,G06,BR1,77.34222222,2165,579,Erlotinib
X20110318,G06,BR1,78.34666667,2138,576,Erlotinib
X20110318,G07,BR1,0,509,205,Erlotinib
X20110318,G07,BR1,1.004444444,508,261,Erlotinib
X20110318,G07,BR1,2.008888889,519,271,Erlotinib
X20110318,G07,BR1,3.013333333,396,145,Erlotinib
X20110318,G07,BR1,4.017777778,527,310,Erlotinib
X20110318,G07,BR1,5.022222222,541,312,Erlotinib
X20110318,G07,BR1,6.026666667,559,328,Erlotinib
X20110318,G07,BR1,7.031111111,571,339,Erlotinib
X20110318,G07,BR1,8.035555556,587,343,Erlotinib
X20110318,G07,BR1,9.04,607,335,Erlotinib
X20110318,G07,BR1,10.04444444,617,347,Erlotinib
X20110318,G07,BR1,11.04888889,636,350,Erlotinib
X20110318,G07,BR1,12.05333333,652,360,Erlotinib
X20110318,G07,BR1,13.05777778,671,361,Erlotinib
X20110318,G07,BR1,14.06222222,694,350,Erlotinib
X20110318,G07,BR1,15.06666667,713,352,Erlotinib
X20110318,G07,BR1,16.07111111,742,347,Erlotinib
X20110318,G07,BR1,17.07555556,745,361,Erlotinib
X20110318,G07,BR1,18.08,775,374,Erlotinib
X20110318,G07,BR1,19.08444444,815,383,Erlotinib
X20110318,G07,BR1,20.08888889,822,381,Erlotinib
X20110318,G07,BR1,21.09333333,841,379,Erlotinib
X20110318,G07,BR1,22.09777778,857,378,Erlotinib
X20110318,G07,BR1,23.10222222,901,374,Erlotinib
X20110318,G07,BR1,24.10666667,932,375,Erlotinib
X20110318,G07,BR1,25.11111111,959,382,Erlotinib
X20110318,G07,BR1,26.11555556,970,403,Erlotinib
X20110318,G07,BR1,27.12,968,419,Erlotinib
X20110318,G07,BR1,28.12444444,998,436,Erlotinib
X20110318,G07,BR1,29.12888889,1033,451,Erlotinib
X20110318,G07,BR1,30.13333333,1065,463,Erlotinib
X20110318,G07,BR1,31.13777778,1091,490,Erlotinib
X20110318,G07,BR1,32.14222222,1122,490,Erlotinib
X20110318,G07,BR1,33.14666667,1146,507,Erlotinib
X20110318,G07,BR1,34.15111111,1171,506,Erlotinib
X20110318,G07,BR1,35.15555556,1189,524,Erlotinib
X20110318,G07,BR1,36.16,1218,516,Erlotinib
X20110318,G07,BR1,37.16444444,1231,516,Erlotinib
X20110318,G07,BR1,38.16888889,1268,517,Erlotinib
X20110318,G07,BR1,39.17333333,1309,511,Erlotinib
X20110318,G07,BR1,40.17777778,1316,501,Erlotinib
X20110318,G07,BR1,41.18222222,1355,497,Erlotinib
X20110318,G07,BR1,42.18666667,1361,509,Erlotinib
X20110318,G07,BR1,43.19111111,1423,517,Erlotinib
X20110318,G07,BR1,44.19555556,1468,507,Erlotinib
X20110318,G07,BR1,45.2,1470,515,Erlotinib
X20110318,G07,BR1,46.20444444,1505,497,Erlotinib
X20110318,G07,BR1,47.20888889,1497,485,Erlotinib
X20110318,G07,BR1,48.21333333,1587,488,Erlotinib
X20110318,G07,BR1,49.21777778,1611,493,Erlotinib
X20110318,G07,BR1,50.22222222,1644,495,Erlotinib
X20110318,G07,BR1,51.22666667,1635,518,Erlotinib
X20110318,G07,BR1,52.23111111,1672,520.5,Erlotinib
X20110318,G07,BR1,53.23555556,1709,523,Erlotinib
X20110318,G07,BR1,54.24,1719,525,Erlotinib
X20110318,G07,BR1,55.24444444,1742,549,Erlotinib
X20110318,G07,BR1,56.24888889,1778,557,Erlotinib
X20110318,G07,BR1,57.25333333,1794,562,Erlotinib
X20110318,G07,BR1,58.25777778,1829,567,Erlotinib
X20110318,G07,BR1,59.26222222,1888,583,Erlotinib
X20110318,G07,BR1,60.26666667,1897,609,Erlotinib
X20110318,G07,BR1,61.27111111,1956,611,Erlotinib
X20110318,G07,BR1,62.27555556,1911,625,Erlotinib
X20110318,G07,BR1,63.28,1973,651,Erlotinib
X20110318,G07,BR1,64.28444444,1984,661,Erlotinib
X20110318,G07,BR1,65.28888889,1994,664,Erlotinib
X20110318,G07,BR1,66.29333333,2020,656,Erlotinib
X20110318,G07,BR1,67.29777778,2026,667,Erlotinib
X20110318,G07,BR1,68.30222222,2083,667,Erlotinib
X20110318,G07,BR1,69.30666667,2028,675,Erlotinib
X20110318,G07,BR1,70.31111111,2094,670,Erlotinib
X20110318,G07,BR1,71.31555556,2070,657,Erlotinib
X20110318,G07,BR1,72.32,2131,663,Erlotinib
X20110318,G07,BR1,73.32444444,2192,656,Erlotinib
X20110318,G07,BR1,74.32888889,2224,651,Erlotinib
X20110318,G07,BR1,75.33333333,2249,648,Erlotinib
X20110318,G07,BR1,76.33777778,2248,648,Erlotinib
X20110318,G07,BR1,77.34222222,2272,642,Erlotinib
X20110318,G07,BR1,78.34666667,2274,649,Erlotinib
X20110318,G07,BR1,79.35111111,2369,632,Erlotinib
X20110715,E09,BR1,0,332,142,Erlotinib
X20110715,E09,BR1,1.1,334,155,Erlotinib
X20110715,E09,BR1,2.3,342,157,Erlotinib
X20110715,E09,BR1,3.4,353,166,Erlotinib
X20110715,E09,BR1,4.5,368,179,Erlotinib
X20110715,E09,BR1,5.6,380,179,Erlotinib
X20110715,E09,BR1,6.8,388,177,Erlotinib
X20110715,E09,BR1,7.9,414,177,Erlotinib
X20110715,E09,BR1,9,424,189,Erlotinib
X20110715,E09,BR1,10.1,439,193,Erlotinib
X20110715,E09,BR1,11.3,448,198,Erlotinib
X20110715,E09,BR1,12.4,457,200,Erlotinib
X20110715,E09,BR1,13.5,483,196,Erlotinib
X20110715,E09,BR1,14.6,484,209,Erlotinib
X20110715,E09,BR1,15.8,509,216,Erlotinib
X20110715,E09,BR1,16.9,530,223,Erlotinib
X20110715,E09,BR1,18,536,226,Erlotinib
X20110715,E09,BR1,19.1,556,232,Erlotinib
X20110715,E09,BR1,20.3,579,237,Erlotinib
X20110715,E09,BR1,21.4,596,233,Erlotinib
X20110715,E09,BR1,22.5,611,254,Erlotinib
X20110715,E09,BR1,23.6,622,259,Erlotinib
X20110715,E09,BR1,24.8,638,281,Erlotinib
X20110715,E09,BR1,25.9,665,286,Erlotinib
X20110715,E09,BR1,27,686,295,Erlotinib
X20110715,E09,BR1,28.1,712,290,Erlotinib
X20110715,E09,BR1,29.3,734,294,Erlotinib
X20110715,E09,BR1,30.4,750,314,Erlotinib
X20110715,E09,BR1,31.5,780,310,Erlotinib
X20110715,E09,BR1,32.6,795,303,Erlotinib
X20110715,E09,BR1,33.8,823,312,Erlotinib
X20110715,E09,BR1,34.9,866,300,Erlotinib
X20110715,E09,BR1,36,888,297,Erlotinib
X20110715,E09,BR1,37.2,917,300,Erlotinib
X20110715,E09,BR1,38.3,947,292,Erlotinib
X20110715,E09,BR1,39.4,969,285,Erlotinib
X20110715,E09,BR1,40.5,983,285,Erlotinib
X20110715,E09,BR1,41.7,1016,297,Erlotinib
X20110715,E09,BR1,42.8,1047,291,Erlotinib
X20110715,E09,BR1,43.9,1078,279,Erlotinib
X20110715,E09,BR1,45,1101,335,Erlotinib
X20110715,E09,BR1,46.2,1122,341,Erlotinib
X20110715,E09,BR1,47.3,1147,357,Erlotinib
X20110715,E09,BR1,48.4,1171,366,Erlotinib
X20110715,E09,BR1,49.5,1195,376,Erlotinib
X20110715,E09,BR1,50.7,1208,403,Erlotinib
X20110715,E09,BR1,51.8,1248,413,Erlotinib
X20110715,E09,BR1,52.9,1262,429,Erlotinib
X20110715,E09,BR1,54,1298,442,Erlotinib
X20110715,E09,BR1,55.2,1332,441,Erlotinib
X20110715,E09,BR1,56.3,1351,464,Erlotinib
X20110715,E09,BR1,57.4,1394,457,Erlotinib
X20110715,E09,BR1,58.5,1417,476,Erlotinib
X20110715,E09,BR1,59.7,1454,462,Erlotinib
X20110715,E09,BR1,60.8,1508,480,Erlotinib
X20110715,E09,BR1,61.9,1556,466,Erlotinib
X20110715,E09,BR1,63,1571,458,Erlotinib
X20110715,E09,BR1,64.2,1630,431,Erlotinib
X20110715,E09,BR1,65.3,1694,412,Erlotinib
X20110715,E09,BR1,66.4,1720,405,Erlotinib
X20110715,E09,BR1,67.6,1743,443,Erlotinib
X20110715,E09,BR1,68.7,1783,418,Erlotinib
X20110715,E09,BR1,69.8,1844,414,Erlotinib
X20110715,E09,BR1,70.9,1894,369,Erlotinib
X20110715,E09,BR1,72.1,1908,395,Erlotinib
X20110715,E09,BR1,73.2,1964,378,Erlotinib
X20110715,E09,BR1,74.3,1998,383,Erlotinib
X20110715,E09,BR1,75.4,2030,416,Erlotinib
X20110715,E09,BR1,76.6,2053,437,Erlotinib
X20110715,E09,BR1,77.7,2090,446,Erlotinib
X20110715,E09,BR1,78.8,2114,458,Erlotinib
X20110715,E09,BR1,79.9,2139,465,Erlotinib
X20110715,E09,BR1,81.1,2152,496,Erlotinib
X20110715,E09,BR1,82.2,2186,524,Erlotinib
X20110715,E09,BR1,83.3,2188,543,Erlotinib
X20110715,E09,BR1,84.4,2224,532,Erlotinib
X20110715,E09,BR1,85.6,2298,510,Erlotinib
X20110715,E09,BR1,86.7,2284,524,Erlotinib
X20110715,E09,BR1,87.8,2360,519,Erlotinib
X20110715,F09,BR1,0,341,135,Erlotinib
X20110715,F09,BR1,1.1,349,143,Erlotinib
X20110715,F09,BR1,2.3,360,153,Erlotinib
X20110715,F09,BR1,3.4,367,160,Erlotinib
X20110715,F09,BR1,4.5,382,154,Erlotinib
X20110715,F09,BR1,5.6,395,149,Erlotinib
X20110715,F09,BR1,6.8,409,156,Erlotinib
X20110715,F09,BR1,7.9,416,169,Erlotinib
X20110715,F09,BR1,9,443,178,Erlotinib
X20110715,F09,BR1,10.1,459,186,Erlotinib
X20110715,F09,BR1,11.3,462,189,Erlotinib
X20110715,F09,BR1,12.4,472,181,Erlotinib
X20110715,F09,BR1,13.5,485,181,Erlotinib
X20110715,F09,BR1,14.6,500,193,Erlotinib
X20110715,F09,BR1,15.8,513,199,Erlotinib
X20110715,F09,BR1,16.9,531,200,Erlotinib
X20110715,F09,BR1,18,548,213,Erlotinib
X20110715,F09,BR1,19.1,569,212,Erlotinib
X20110715,F09,BR1,20.3,588,212,Erlotinib
X20110715,F09,BR1,21.4,607,208,Erlotinib
X20110715,F09,BR1,22.5,623,202,Erlotinib
X20110715,F09,BR1,23.6,636,217,Erlotinib
X20110715,F09,BR1,24.8,654,226,Erlotinib
X20110715,F09,BR1,25.9,667,233,Erlotinib
X20110715,F09,BR1,27,680,242,Erlotinib
X20110715,F09,BR1,28.1,698,244,Erlotinib
X20110715,F09,BR1,29.3,722,245,Erlotinib
X20110715,F09,BR1,30.4,741,252,Erlotinib
X20110715,F09,BR1,31.5,753,263,Erlotinib
X20110715,F09,BR1,32.6,763,278,Erlotinib
X20110715,F09,BR1,33.8,768,285,Erlotinib
X20110715,F09,BR1,34.9,804,285,Erlotinib
X20110715,F09,BR1,36,830,284,Erlotinib
X20110715,F09,BR1,37.2,841,301,Erlotinib
X20110715,F09,BR1,38.3,872,280,Erlotinib
X20110715,F09,BR1,39.4,904,268,Erlotinib
X20110715,F09,BR1,40.5,915,288,Erlotinib
X20110715,F09,BR1,41.7,954,284,Erlotinib
X20110715,F09,BR1,42.8,975,266,Erlotinib
X20110715,F09,BR1,43.9,1020,254,Erlotinib
X20110715,F09,BR1,45,1039,253,Erlotinib
X20110715,F09,BR1,46.2,1087,238,Erlotinib
X20110715,F09,BR1,47.3,1095,262,Erlotinib
X20110715,F09,BR1,48.4,1153,246,Erlotinib
X20110715,F09,BR1,49.5,1173,248,Erlotinib
X20110715,F09,BR1,50.7,1195,241,Erlotinib
X20110715,F09,BR1,51.8,1197,250,Erlotinib
X20110715,F09,BR1,52.9,1243,239,Erlotinib
X20110715,F09,BR1,54,1259,250,Erlotinib
X20110715,F09,BR1,55.2,1273,252,Erlotinib
X20110715,F09,BR1,56.3,1302,243,Erlotinib
X20110715,F09,BR1,57.4,1337,232,Erlotinib
X20110715,F09,BR1,58.5,1342,272,Erlotinib
X20110715,F09,BR1,59.7,1398,252,Erlotinib
X20110715,F09,BR1,60.8,1415,265,Erlotinib
X20110715,F09,BR1,61.9,1423,281,Erlotinib
X20110715,F09,BR1,63,1402,309,Erlotinib
X20110715,F09,BR1,64.2,1470,283,Erlotinib
X20110715,F09,BR1,65.3,1493,309,Erlotinib
X20110715,F09,BR1,66.4,1492,347,Erlotinib
X20110715,F09,BR1,67.6,1521,336,Erlotinib
X20110715,F09,BR1,68.7,1494,406,Erlotinib
X20110715,F09,BR1,69.8,1559,376,Erlotinib
X20110715,F09,BR1,70.9,1592,398,Erlotinib
X20110715,F09,BR1,72.1,1583,427,Erlotinib
X20110715,F09,BR1,73.2,1611,438,Erlotinib
X20110715,F09,BR1,74.3,1677,376,Erlotinib
X20110715,F09,BR1,75.4,1715,390,Erlotinib
X20110715,F09,BR1,76.6,1743,372,Erlotinib
X20110715,F09,BR1,77.7,1774,336,Erlotinib
X20110715,F09,BR1,78.8,1771,366,Erlotinib
X20110715,F09,BR1,79.9,1821,375,Erlotinib
X20110715,F09,BR1,81.1,1841,364,Erlotinib
X20110715,F09,BR1,82.2,1890,332,Erlotinib
X20110715,F09,BR1,83.3,1914,330,Erlotinib
X20110715,F09,BR1,84.4,1917,354,Erlotinib
X20110715,F09,BR1,85.6,1956,357,Erlotinib
X20110715,F09,BR1,86.7,1965,372,Erlotinib
X20110715,F09,BR1,87.8,1986,379,Erlotinib
X20111007,E09,BR1,0,146,52,Erlotinib
X20111007,E09,BR1,1.1,151,57,Erlotinib
X20111007,E09,BR1,2.2,154,58,Erlotinib
X20111007,E09,BR1,3.3,154,59,Erlotinib
X20111007,E09,BR1,4.4,158,65,Erlotinib
X20111007,E09,BR1,5.5,162,78,Erlotinib
X20111007,E09,BR1,6.6,164,88,Erlotinib
X20111007,E09,BR1,7.7,168,100,Erlotinib
X20111007,E09,BR1,8.8,178,102,Erlotinib
X20111007,E09,BR1,9.9,177,107,Erlotinib
X20111007,E09,BR1,11,184,106,Erlotinib
X20111007,E09,BR1,12.1,183,111,Erlotinib
X20111007,E09,BR1,13.2,191,112,Erlotinib
X20111007,E09,BR1,14.3,195,114,Erlotinib
X20111007,E09,BR1,15.4,201,111,Erlotinib
X20111007,E09,BR1,16.5,209,107,Erlotinib
X20111007,E09,BR1,17.6,213,104,Erlotinib
X20111007,E09,BR1,18.7,216,103,Erlotinib
X20111007,E09,BR1,19.9,228,96,Erlotinib
X20111007,E09,BR1,21,244,94,Erlotinib
X20111007,E09,BR1,22.1,246,91,Erlotinib
X20111007,E09,BR1,23.2,260,88,Erlotinib
X20111007,E09,BR1,24.3,262,91,Erlotinib
X20111007,E09,BR1,25.4,262,89,Erlotinib
X20111007,E09,BR1,26.5,269,96,Erlotinib
X20111007,E09,BR1,27.6,271,99,Erlotinib
X20111007,E09,BR1,28.7,277,110,Erlotinib
X20111007,E09,BR1,29.8,286,119,Erlotinib
X20111007,E09,BR1,30.9,289,128,Erlotinib
X20111007,E09,BR1,32,296,131,Erlotinib
X20111007,E09,BR1,33.1,298,137,Erlotinib
X20111007,E09,BR1,34.2,303,143,Erlotinib
X20111007,E09,BR1,35.3,308,155,Erlotinib
X20111007,E09,BR1,36.4,311,158,Erlotinib
X20111007,E09,BR1,37.5,312,157,Erlotinib
X20111007,E09,BR1,38.6,320,161,Erlotinib
X20111007,E09,BR1,39.7,321,158,Erlotinib
X20111007,E09,BR1,40.8,332,153,Erlotinib
X20111007,E09,BR1,41.9,341,148,Erlotinib
X20111007,E09,BR1,43,352,140,Erlotinib
X20111007,E09,BR1,44.1,361,134,Erlotinib
X20111007,E09,BR1,45.2,375,127,Erlotinib
X20111007,E09,BR1,46.3,388,128,Erlotinib
X20111007,E09,BR1,47.4,396,124,Erlotinib
X20111007,E09,BR1,48.5,416,119,Erlotinib
X20111007,E09,BR1,49.6,422,119,Erlotinib
X20111007,E09,BR1,50.7,431,112,Erlotinib
X20111007,E09,BR1,51.8,439,104,Erlotinib
X20111007,E09,BR1,52.9,448,106,Erlotinib
X20111007,E09,BR1,54,452,108,Erlotinib
X20111007,E09,BR1,55.1,449,112,Erlotinib
X20111007,E09,BR1,56.2,458,116,Erlotinib
X20111007,E09,BR1,57.3,457,120,Erlotinib
X20111007,E09,BR1,58.4,468,128,Erlotinib
X20111007,E09,BR1,59.5,481,135,Erlotinib
X20111007,E09,BR1,60.7,498,137,Erlotinib
X20111007,E09,BR1,61.8,502,151,Erlotinib
X20111007,E09,BR1,62.9,499,158,Erlotinib
X20111007,E09,BR1,64,508,156,Erlotinib
X20111007,E09,BR1,65.1,512,163,Erlotinib
X20111007,E09,BR1,66.2,523,176,Erlotinib
X20111007,E09,BR1,67.3,524,179,Erlotinib
X20111007,E09,BR1,68.4,533,193,Erlotinib
X20111007,E09,BR1,69.5,547,196,Erlotinib
X20111007,E09,BR1,70.6,558,197,Erlotinib
X20111007,E09,BR1,71.7,566,199,Erlotinib
X20111007,F09,BR1,0,164,85,Erlotinib
X20111007,F09,BR1,1.1,166,87,Erlotinib
X20111007,F09,BR1,2.2,168,85,Erlotinib
X20111007,F09,BR1,3.3,179,90,Erlotinib
X20111007,F09,BR1,4.4,184,100,Erlotinib
X20111007,F09,BR1,5.5,195,87,Erlotinib
X20111007,F09,BR1,6.6,200,97,Erlotinib
X20111007,F09,BR1,7.7,207,103,Erlotinib
X20111007,F09,BR1,8.8,212,99,Erlotinib
X20111007,F09,BR1,9.9,218,97,Erlotinib
X20111007,F09,BR1,11,223,95,Erlotinib
X20111007,F09,BR1,12.1,227,96,Erlotinib
X20111007,F09,BR1,13.2,235,93,Erlotinib
X20111007,F09,BR1,14.3,239,103,Erlotinib
X20111007,F09,BR1,15.4,246,123,Erlotinib
X20111007,F09,BR1,16.5,251,125,Erlotinib
X20111007,F09,BR1,17.6,257,130,Erlotinib
X20111007,F09,BR1,18.7,261,132,Erlotinib
X20111007,F09,BR1,19.9,272,130,Erlotinib
X20111007,F09,BR1,21,280,138,Erlotinib
X20111007,F09,BR1,22.1,282,144,Erlotinib
X20111007,F09,BR1,23.2,286,157,Erlotinib
X20111007,F09,BR1,24.3,289,157,Erlotinib
X20111007,F09,BR1,25.4,301,153,Erlotinib
X20111007,F09,BR1,26.5,302,152,Erlotinib
X20111007,F09,BR1,27.6,309,157,Erlotinib
X20111007,F09,BR1,28.7,315,157,Erlotinib
X20111007,F09,BR1,29.8,333,157,Erlotinib
X20111007,F09,BR1,30.9,340,150,Erlotinib
X20111007,F09,BR1,32,346,139,Erlotinib
X20111007,F09,BR1,33.1,361,155,Erlotinib
X20111007,F09,BR1,34.2,370,145,Erlotinib
X20111007,F09,BR1,35.3,369,153,Erlotinib
X20111007,F09,BR1,36.4,378,155,Erlotinib
X20111007,F09,BR1,37.5,391,154,Erlotinib
X20111007,F09,BR1,38.6,397,150,Erlotinib
X20111007,F09,BR1,39.7,408,152,Erlotinib
X20111007,F09,BR1,40.8,417,149,Erlotinib
X20111007,F09,BR1,41.9,436,162,Erlotinib
X20111007,F09,BR1,43,443,160,Erlotinib
X20111007,F09,BR1,44.1,446,159,Erlotinib
X20111007,F09,BR1,45.2,455,160,Erlotinib
X20111007,F09,BR1,46.3,463,157,Erlotinib
X20111007,F09,BR1,47.4,476,149,Erlotinib
X20111007,F09,BR1,48.5,493,145,Erlotinib
X20111007,F09,BR1,49.6,499,150,Erlotinib
X20111007,F09,BR1,50.7,511,151,Erlotinib
X20111007,F09,BR1,51.8,514,158,Erlotinib
X20111007,F09,BR1,52.9,531,158,Erlotinib
X20111007,F09,BR1,54,538,159,Erlotinib
X20111007,F09,BR1,55.1,555,166,Erlotinib
X20111007,F09,BR1,56.2,565,161,Erlotinib
X20111007,F09,BR1,57.3,573,176,Erlotinib
X20111007,F09,BR1,58.4,585,174,Erlotinib
X20111007,F09,BR1,59.5,598,173,Erlotinib
X20111007,F09,BR1,60.7,593,176,Erlotinib
X20111007,F09,BR1,61.8,604,184,Erlotinib
X20111007,F09,BR1,62.9,612,191,Erlotinib
X20111007,F09,BR1,64,620,208,Erlotinib
X20111007,F09,BR1,65.1,632,212,Erlotinib
X20111007,F09,BR1,66.2,641,207,Erlotinib
X20111007,F09,BR1,67.3,653,217,Erlotinib
X20111007,F09,BR1,68.4,658,225,Erlotinib
X20111007,F09,BR1,69.5,671,234,Erlotinib
X20111007,F09,BR1,70.6,677,238,Erlotinib
X20111007,F09,BR1,71.7,685,243,Erlotinib
X20110318,G02,BR1,0,456,174,DMSO
X20110318,G02,BR1,1.004444444,457,187,DMSO
X20110318,G02,BR1,2.008888889,470,193,DMSO
X20110318,G02,BR1,3.013333333,478,210,DMSO
X20110318,G02,BR1,4.017777778,494,221,DMSO
X20110318,G02,BR1,5.022222222,497,229,DMSO
X20110318,G02,BR1,6.026666667,505,242,DMSO
X20110318,G02,BR1,7.031111111,502,239,DMSO
X20110318,G02,BR1,8.035555556,527,240,DMSO
X20110318,G02,BR1,9.04,535,253,DMSO
X20110318,G02,BR1,10.04444444,555,262,DMSO
X20110318,G02,BR1,11.04888889,581,267,DMSO
X20110318,G02,BR1,12.05333333,587,266,DMSO
X20110318,G02,BR1,13.05777778,608,258,DMSO
X20110318,G02,BR1,14.06222222,628,269,DMSO
X20110318,G02,BR1,15.06666667,654,248,DMSO
X20110318,G02,BR1,16.07111111,660,290,DMSO
X20110318,G02,BR1,17.07555556,675,295,DMSO
X20110318,G02,BR1,18.08,692,304,DMSO
X20110318,G02,BR1,19.08444444,698,308,DMSO
X20110318,G02,BR1,20.08888889,712,242,DMSO
X20110318,G02,BR1,21.09333333,732,329,DMSO
X20110318,G02,BR1,22.09777778,750,319,DMSO
X20110318,G02,BR1,23.10222222,771,318,DMSO
X20110318,G02,BR1,24.10666667,790,322,DMSO
X20110318,G02,BR1,25.11111111,781,315,DMSO
X20110318,G02,BR1,26.11555556,806,334,DMSO
X20110318,G02,BR1,27.12,819,345,DMSO
X20110318,G02,BR1,28.12444444,842,357,DMSO
X20110318,G02,BR1,29.12888889,829,361,DMSO
X20110318,G02,BR1,30.13333333,862,365,DMSO
X20110318,G02,BR1,31.13777778,873,358,DMSO
X20110318,G02,BR1,32.14222222,876,369,DMSO
X20110318,G02,BR1,33.14666667,899,387,DMSO
X20110318,G02,BR1,34.15111111,929,392,DMSO
X20110318,G02,BR1,35.15555556,941,399,DMSO
X20110318,G02,BR1,36.16,957,410,DMSO
X20110318,G02,BR1,37.16444444,1008,412,DMSO
X20110318,G02,BR1,38.16888889,1034,416,DMSO
X20110318,G02,BR1,39.17333333,1070,425,DMSO
X20110318,G02,BR1,40.17777778,1095,424,DMSO
X20110318,G02,BR1,41.18222222,1133,416,DMSO
X20110318,G02,BR1,42.18666667,1134,427,DMSO
X20110318,G02,BR1,43.19111111,1161,451,DMSO
X20110318,G02,BR1,44.19555556,1176,455,DMSO
X20110318,G02,BR1,45.2,1201,459,DMSO
X20110318,G02,BR1,46.20444444,1253,465,DMSO
X20110318,G02,BR1,47.20888889,1251,204,DMSO
X20110318,G02,BR1,48.21333333,1285,457,DMSO
X20110318,G02,BR1,49.21777778,1310,481,DMSO
X20110318,G02,BR1,50.22222222,1340,483,DMSO
X20110318,G02,BR1,51.22666667,1355,481,DMSO
X20110318,G02,BR1,52.23111111,1360,486,DMSO
