DS1,DS2,DS3,DS4,DS5,DS6,DS7,BR1
923.6347518,2460.897633,2818.037679,1186.939689,1649.626813,1170.753968,2309.552171,1218.495278
1806.093769,1086.785922,1703.844622,1094.404049,1133.987654,1014.327345,1539.325947,1527.584695
1841.796107,1530.694688,2420.614475,1207.657715,959.7209956,1192.131903,2118.487639,1343.754959
2209.392484,1382.169279,1824.389313,1264.721944,1048.619,1219.351044,1588.06162,2372.645254
1952.931388,1412.321758,1642.380016,1027.99692,1261.316517,1194.062888,1103.367694,1517.149733
1124.395119,1074.488318,1967.593069,1060.731201,1337.064097,1852.040657,1418.641092,1531.697347
1917.611796,1836.867617,1427.351835,1808.233067,1077.978412,1498.497694,1217.951022,1326.871287
1620.754476,1365.781781,2506.015238,1627.750182,1020.320285,1164.27959,1192.095638,1581.799451
1164.110156,1700.508535,1630.030682,1175.477369,1375.69759,1935.191221,1724.234205,1371.322607
1113.135653,1248.196557,1374.254237,1912.729347,1159.712341,1421.06314,1629.739102,1602.047235
1437.777228,1603.141036,2306.976404,1024.145969,2301.485844,1682.715898,1449.816872,1658.316397
930.961326,1221.784267,1782.949495,1440.496594,1200.911159,1639.528437,2018.750728,1482.278777
1354.330357,1650.302033,1598.570289,1007.336175,993.715005,1254.675833,1725.790598,1244.637967
1016.448885,1329.008374,1910.569339,1586.093593,1478.828431,1550.36318,1106.282793,1616.052411
1815.498596,1489.798658,1606.576041,1131.517391,1021.648649,1333.097663,1465.510396,1386.830652
1078.387214,1474.37511,2219.497935,933.8109024,1118.697012,1310.898465,1589.820367,1327.211753
1553.673839,1579.885681,1767.06962,1152.168686,880.9424084,1389.357532,1648.336379,1125.86595
1455.352683,898.924581,1697.122024,1449.027237,1304.248683,1410.879504,1751.83887,1525.443459
1124.607059,1101.772814,1364.808522,1319.881033,918.1134752,1315.337558,1947.292608,1346.830241
1684.49284,1025.426545,1609.723634,1411.833599,1203.706288,1224.179763,1095.483114,1334.295597
1614.912179,883.9256757,1938.911111,1154.315397,1019.742729,1294.736196,2066.441321,1501.091626
999.5786982,911.4527221,2449.745915,1153.735456,1362.356231,1512.098474,1352.904908,1189.972279
1476.321791,1268.210526,1323.904483,1008.281818,1241.560482,1283.99898,1774.613764,1160.903321
1323.872054,1437.769953,2191.349425,1096.817978,1172.998814,995.9933481,1353.770361,1137.627435
1483.376726,1355.528395,2452.792639,1369.135209,1224.220994,1157.352681,1012.81802,1309.937057
1263.689295,1554.737546,2396.619805,1097.356361,973.6112957,2028.522556,1404.173807,1009.077655
1159.038345,1411.895255,2350.488531,1023.254784,954.5582656,1325.610846,1759.533541,1698.408471
1142.42006,1034.715613,1849.429157,1293.223523,1416.140856,1353.240191,1596.458865,1393.243013
1901.263507,1802.152388,2104.363344,1007.189136,878.6241873,1708.307692,1290.253623,1280.543651
850.6987179,1170.421053,2028.654618,1428.877663,1062.025538,1734.464761,1422.733442,1449.876898
1014.989899,1402.57797,1765.931516,1110.206074,919.0576606,1212.088476,1549.57415,1243.388268
1053.899083,1804.964686,2035.528698,1263.615317,1285.352434,1286.25775,1599.315625,2178.963141
1271.798378,1486.101087,1242.790823,1217.770119,1302.164211,1438.851753,1324.523018,1418.985037
1154.639277,1068.295402,1755.955875,1989.907567,1182.369942,1614.602865,1270.172397,1543.531682
1232.109458,1668.296396,1399.773023,965.3062645,1227.94781,1683.510624,1619.060166,1105.936275
1396.284351,1835.251189,1839.543951,962.9110512,1006.916279,1106.403158,1578.081496,1609.715152
949.2097561,956.372093,2230.778243,1086.868421,949.7918367,1785.131322,1777.258612,1339.198997
1219.049383,1301.618709,2472.401804,1571.444919,970.0627803,1203.741935,1649.52907,1156.249676
1075.79314,1560.698838,2196.498993,919.3529412,880.4594595,970.6989247,1600.053552,1407.614781
1635.090739,1436.648699,1783.599127,1093.86118,899.2436975,1300.014174,1367.480345,1603.433662
1354.089839,1482.952141,1716.143868,986.4285714,905.7231183,1711.85183,1582.290323,1187.088835
1161.640161,1685.188316,1296.584158,1580.974539,967.6478495,1364.733091,1735.930351,1451.972826
1045.677296,1179.257965,1262.123188,1094.767978,1139.8157,1763.626927,1470.150042,1358.067912
1277.941552,1871.305105,1936.745671,1091.118186,1319.407602,1551.512275,1697.356986,1181.665868
1255.443531,1602.599004,1893.119436,1022.768519,1070.234668,1694.696858,1207.695279,1485.694789
1536.443074,1534.026777,1923.547659,1139.017391,926.1994048,1242.782748,1287.209524,1087.921815
1655.140791,1743.470057,2061.670927,963.4356929,1313.113384,1266.519856,1429.829916,1402.507843
1327.895361,1518.366464,2071.836449,1003.093268,882.9744681,1997.727047,1313.754405,1338.675824
1421.585704,2396.145765,1095.117264,1066.908781,1251.951893,1415.463606,1736.568581,1560.775796
1827.591054,1420.96476,1563.790785,1385.1625,1335.885007,1588.16212,1328.284633,1443.584239
1401.150721,1380.158616,2287.411083,1365.390433,1124.907205,1989.300308,1097.478577,1428.290386
1204.618758,3157.267857,1577.057404,1153.684289,956.5740149,1643.291523,1430.904654,1533.5992
1392.247451,1603.941913,1815.434954,1244.369766,981.898431,1950.029344,1110.264816,1636.931789
1233.630782,1309.565428,1636.490526,1140.400257,956.8995772,1859.388679,1695.532787,1627.766907
1654.468257,1520.194196,1458.540845,1655.286538,1171.982839,1763.983477,1335.901042,2066.854025
1786.587248,1711.359184,2821.078838,930.2959815,946.129751,1555.622941,1340.816774,1702.985556
1460.010283,1848.124718,1445.152542,1157.844898,1293.500534,1950.272294,1396.699503,1182.419263
1231.921521,1772.330645,2152.056279,1454.831821,1135.311448,1474.652786,1521.845079,1080.890411
1260.496614,1749.353777,1383.002114,1160.912916,993.5752336,1767.052336,1217.08928,1026.407086
1233.187908,1261.884615,2561.296078,1379.225776,891.2138728,1719.934292,908.1796296,1301.38853
1198.967173,1913.333775,1779.46438,1356.276472,1227.904972,1754.896635,1188.795514,1474.459459
1493.253502,1389.152586,1677.157003,1373.558123,1323.220398,1273.297459,1257.653951,1459.147626
1147.429561,1390.094518,1289.714328,1278.534686,945.2002315,1648.819218,1467.204257,1478.996947
1952.078481,1727.062138,2006.919383,1218.608726,1059.902351,1866.974656,1639.249337,1141.298689
1990.95491,1481.736951,3209.314543,1036.813516,1079.076011,1555.890707,1336.72586,1120.768886
1127.408229,1562.1375,1598.936639,952.0511905,1247.153329,1846.664039,1164.001024,1903.959372
1405.340647,2152.732394,1992.862445,1444.716509,1030.827772,1700.898401,1519.155303,1064.95122
1537.617206,2003.049527,2247.71781,1718.686412,1004.305992,1878.769599,1423.744909,1632.419984
1571.98597,1477.126444,2607.745824,1023.517709,1413.532905,1600.152386,1259.902821,1623.159849
1300.15493,1522.265734,1798.353432,962.6317811,1501.957726,1624.56,1458.675309,1329.60767
1652.532813,1637.741752,2612.339646,1548.930324,1267.397778,1788.635889,1338.863002,969.2704339
1434.765789,2088.028169,1677.746932,1170.326139,1387.908125,1785.723597,873.1650485,1075.494343
1447.195556,1431.180247,1687.241525,1002.932039,1302.114352,1782.175173,1416.84902,1436.800318
1603.269817,1770.166242,2056.679198,1288.457053,1287.199056,1813.485545,954.501199,1307.266289
2039.838728,1816.651461,1854.866359,1488.178405,1722.985129,1226.436551,1282.547692,1316.355607
1715.225082,1329.217297,2377.106,1287.984434,1593.391843,1596.922036,1080.76539,1008.304813
1254.032984,1842.530471,1847.191606,1021.819829,1379.446068,1489.52337,1353.657426,1086.49217
1561.784703,1772.5125,2392.241703,1133.234417,1144.194529,1744.621379,870.0158451,1072.268943
1205.233247,1854.070922,1443.361493,1206.452366,1592.644574,2315.02809,1052.537545,1566.467832
2054.298978,1411.006783,1323.38631,1148.562804,1099.807395,2620.322549,947.0918367,1344.315341
1379.309615,1903.526282,2094.899083,1618.292013,1019.532651,2047.138154,1475.324573,932.3578529
1934.14771,1708.00423,904.8544423,1040.715084,978.6328217,1645.909846,1433.668122,1338.127187
1176.279235,1438.070107,2068.991914,981.2261828,1587.250565,1497.455545,1022.147766,1472.598485
1351.79082,1528.451613,2128.978512,1309.434576,1429.31589,2056.979985,2217.836657,1632.285071
1836.780229,2289.587741,921.011194,1376.812936,1473.070022,1891.126497,2372.65587,1141.903877
1796.516657,1767.60077,2005.696839,1310.034771,951.4994299,1696.369376,1378.273554,1264.863383
1419.277457,1855.836257,1432.990544,1335.576566,1266.022459,1412.441935,932.5245714,1523.329352
1753.292994,2438.207661,2059.262045,1214.83214,970.6155827,2118.122845,1272.481726,1273.411765
1910.421082,1708.032374,1355.145347,1515.580201,1766.276447,1469.092838,1277.533136,914.4320113
1661.462385,1672.56761,1210.933769,1247.596765,1033.23447,1772.213436,1348.961271,1012.230453
1305.874573,1587.264151,2343.55272,1156.814286,1592.301969,1793.954407,1636.305939,1281.008481
1840.30523,1687.770492,1672.599119,1000.650336,1759.751258,1905.281481,1506.879067,1523.389137
1306,2000.3841,972.7995019,1577.142164,1425.603182,1736.969398,1205.742718,1072.443511
1804.721574,1554.69983,1431.040609,997.9559342,1828.528908,1614.347901,1332.180129,1124.297778
1361.489073,1418.450049,2254.011896,1022.21153,1622.733985,2067.862976,1293.349048,1344.386538
1812.139241,1631.74894,1759.475198,1355.72999,1262.731501,1290.157576,1058.905956,931.1104536
1351.551532,1764.415428,1543.718282,1180.543869,1183.788608,1233.388529,1343.348139,2397.808666
1462.863484,1929.582007,1472.934821,1467.682019,1164.498282,2847.149497,1428.809929,1384.315046
1588.741754,1456.116838,1960.630223,1320.918934,1003.392145,1537.33549,1051,1183.872917
1878.9512,1656.696203,1602.301587,1412.708962,1303.417778,1678.650425,1393.12127,928.4634635
2371.479528,1948.136857,2461.087919,1518.069049,915.5536384,1455.409618,1437.698101,1301.978327
1663.416264,1661.250974,1474.959724,1679.738902,1315.263751,1807.469984,1470.524606,990.2773175
1505.792536,1899.904287,1721.518424,890.1871227,1820.803232,1857.198561,959.0368809,919.9045802
1260.412383,1639.235759,1503.570182,1023.555556,1224.729272,1570.264957,1856.884384,1511.298752
2174.721129,1599.742061,1496.691386,2002.065916,1594.162791,1519.170552,825.6106195,1221.305693
1730.46343,1791.772887,2066.147313,1538.304371,1183.437166,1778.153409,1108.598122,1268.709502
1916.465947,1617.012305,1555.129464,1621.356349,1861.812387,2239.045658,1207.911201,1752.68481
1691.51171,1741.603497,2106.610915,1547.540261,1172.884879,1527.106303,1216.029474,1196.072727
1327.114865,1676.381793,1764.679554,1446.128497,1178.379977,1795.26026,1162.119372,869.9221557
1760.833883,1084.223449,2484.722846,1159.428684,1313.239074,1704.417621,1431.579,1040.851039
1355.420379,1713.43957,1298.71251,1467.721007,1188.502157,1484.973929,1463.719212,894.7686833
1443.925996,1577.020764,1261.895906,1577.727656,1417.656623,1547.465508,910.9849812,945.4065041
3130.507975,1636.462833,2354.37752,1257.713115,1265.796006,1849.254491,1287.859043,1388.980299
1518.297724,1756.528814,1818.823858,1459.687112,1339.257618,1764.446345,1326.437352,1155.77459
1400.892319,1916.082892,1448.93135,1295.653159,997.9587852,1698.158192,1401.252018,1048.105098
1669.602941,1649.451153,1530.393348,1018.884194,1038.962295,1586.680105,1906.2253,1109.845805
1916.87058,1640.694938,1412.446541,1446.078612,1333.785554,1431.805919,1666.771228,1137.292873
2067.985222,1359.847892,1288.508537,1314.348505,1126.579552,2132.994413,1493.871253,1819.578778
1422.384763,1617.603324,1269.048406,1040.074132,1343.45978,1170.436603,1068.111303,1059.28534
1439.974009,1455.371495,1709.263393,1238.646571,1998.907615,1622.012263,1673.211102,1178.211921
1162.822472,1586.426244,1130.429711,984.6844622,972.5227941,1809.001339,1401.097506,1172.695763
1446.038883,1713.269231,1289.959514,1504.671765,1771.414673,1512.04127,1118.875243,1077.522927
1908.24509,1069.895874,2250.971314,1530.586058,1050.200191,1523.974747,1470.759425,1014.049563
1947.127459,1359.312161,1525.236842,1445.712562,1429.613428,1937.861883,1599.277926,1293.716108
1616.536942,1354.122538,1241.054624,996.0876437,1234.910561,1513.92302,1067.318068,1062.944898
1383.770483,2562.844786,910.8444976,1777.241961,1562.878497,1767.602023,1401.62428,1125.351782
1606.132793,1955.583412,2166.681544,1186.198451,1161.717216,1872.769091,1674.369911,1231.097264
1812.450725,1605.664894,1145.115809,2440.556818,1024.520325,1207.513897,1046.162741,1377.819062
