DS1,DS2,DS3,DS4,DS5,DS6,DS7,BR1
1584.572852,2341.840074,1340.719497,1644.433377,1198.493573,1896.524313,1452.153846,1289.26556
1720.982808,1688.842875,1294.17533,1610.866652,1076.361277,1679.525369,1367.050939,951.6696231
1494.555969,1705.281677,1483.972265,1803.929085,1434.292929,2122.277419,1867.413946,1273.743657
1876.627817,1912.744977,1702.855275,1368.308747,1355.875946,1748.841236,1498.705987,1527.386109
1308.652207,1472.156529,1258.495399,1733.541858,1137.400119,1724.549172,1382.257857,2066.064146
2084.790174,2171.91657,1125.316785,1568.568408,1098.564138,2126.083512,1412.1998,1082.347639
1540.868003,1647.948,1172.693431,1169.404186,1509.298035,1167.694099,1336.347788,1358.825221
1396.786572,1921.618992,1096.828959,1826.409906,1669.306365,1499.679481,1208.552878,1184.420904
1730.191577,1879.523844,1277.456631,1259.848953,1096.346124,1225.307922,1486.315287,1021.716912
1407.436271,1428.732164,1105.834165,2507.002336,1387.629067,1664.620706,1578.249227,1180.862362
1354.806255,1581.031654,1841.874497,1419.808142,1061.977866,2052.337181,1558.535229,1113.520087
1826.739561,1501.621247,1032.19,2024.507168,1132.455851,1859.034351,1581.074074,1231.57854
1469.242228,1914.059816,856.6521739,1274.52668,1134.641069,1585.978017,1575.612153,1276.828753
1494.612424,1899.918112,1349.95693,1966.122045,1430.230057,1457.168336,1641.506269,1006.501362
1149.680328,1532.298456,1129.529289,1419.309735,1285.58838,2427.53004,1344.785219,1280.838362
1688.419761,2149.969466,968.7324185,1616.540296,1736.255217,1405.892823,1989.539581,1753.427621
1726.883965,1591.977751,1411.22714,1741.752958,1597.96718,1958.245192,951.3326039,1073.85381
1736.887067,1781.557377,1058.719212,1753.87963,1449.465091,1557.314857,930.8695073,2149.502759
1396.350663,2050.358197,1676.254587,1013.985942,1598.387982,1515.280726,1931.037197,1258.45976
1286.149807,1742.641045,1148.383721,1434.439799,1292.878891,1835.432144,1139.709817,1381.021199
1795.992626,1984.187345,1730.350034,1697.143573,1526.694652,2066.555849,2084.737758,1184.157744
1255.509786,1727.908235,932.9906542,1072.574949,959.6657244,1147.921466,2533.388105,1171.933071
1390.794342,1374.402439,1109.8,1873.924431,1034.504861,1250.777573,1238.152427,1095.606711
2137.015569,1813.851425,1210.414734,1117.361702,1738.872889,1368.613485,1436.576705,1233.528014
1700.19057,1592.897719,1062.768542,1511.006316,1628.613677,1083.673246,1524.226914,1083.281513
2366.220644,1621.383465,1318.125165,2289.465693,1945.261261,1883.021673,1196.522849,1054.518717
1435.195685,1597.847812,1708.046036,2013.887324,1629.794069,1434.19045,1151.574496,976.9240331
2043.761765,1477.47238,1048.926761,1473.208633,1291.139566,1593.410559,1829.956832,1048.457014
1639.891033,1809.041992,1198.077055,1177.030098,1236.083012,1299.761433,1222.528155,1130.286541
1838.703244,1945.083466,1477.949398,1653.169346,1453.610778,1429.838141,1036.874583,1525.03112
1500.095833,1063.669014,2185.615493,1667.121177,1542.584579,1756.198906,1187.865298,1126.319295
1619.11443,2152.002371,1589.810219,1811.060253,1586.728669,1817.8051,1506.790565,1401.531401
1468.451005,2305.698876,1473.941176,1311.992095,2893.376483,1708.937272,1312.727746,1319.262191
1460.182593,1870.967785,927.0716511,1807.153159,1176.015843,1373.42962,1879.756489,1587.918379
1568.271895,1459.44196,1109.390135,1746.612745,1067.604035,1692.330923,1651.275371,1256.818182
1995.724444,1394.511416,1355.118361,1150.488281,1028.449841,1642.20583,2745.389021,1005.145199
1925.833686,1410.36391,981.625,885.6191781,1546.176786,1570.50762,1409.124434,1385.843872
1459.442681,1839.052668,1689.53125,1340.431675,1537.708575,2389.879572,1196.925926,1327.493569
1742.440906,1342.744444,1038.547198,1794.630039,1222.700938,1537.694154,1264.605308,1227.139932
2217.991091,1909.149329,1596.887255,1590.596239,1232.757833,1412.464779,1297.856574,887.0802469
1942.945638,2706.578761,1032.939787,1365.80089,1156.209042,1676.096376,1848.917293,1137.246472
2479.381453,1516.935456,1879.272076,1297.039049,1665.001983,1206.818878,2018.57673,1159.555663
1710.645937,1778.166251,1520.809948,1327.199012,1294.340116,1183.079278,1904.742515,1628.683841
1187.264588,1768.570608,1357.918458,1765.943781,1972.802283,1645.165138,1437.542373,1257.547297
2274.314908,1496.98216,1250.896552,1205.529189,1015.584237,1942.425972,1396.028076,1309.919807
2146.413212,1424.672527,1356.193234,1438.711235,1640.626434,1411.337138,1353.083988,1225.231305
2170.991186,1745.380126,1983.667335,890.7782609,1538.274856,1827.651423,2325.412923,1117.664234
2208.915896,1353.55206,2266.302393,1461.031629,1506.313272,1367.73829,1400.61467,1324.28324
1075.136594,1559.240876,1789.535654,1340.954188,963.6339501,992.3870542,1437.078422,1102.870556
1794.981884,1497.774086,2497.111746,1687.221408,1411.545872,1479.833501,1326.562207,1271.52
1553.099719,1257.636596,1986.600358,1429.214853,1495.533858,1193.964327,1552.500769,1762.765369
1549.690701,1884.966548,2676.659028,1823.645265,925.7695313,1361.297872,1624.403001,1244.679104
1377.159091,1662.989295,1695.275091,1686.402622,2146.039313,1602.651696,2101.757679,1239.897216
1769.776949,1568.710035,1311.103522,1419.909012,1870.404835,1070.928494,1639.664575,1114.344715
1883.768506,1912.948683,2434.616487,1072.21875,1236.871102,1085.26082,1618.109589,1097.803748
1509.19297,1526.244912,1251.879501,1031.225638,1028.33988,1319.638974,1230.104034,1309.018053
1243.618002,1139.240193,2328.394862,1381.595271,1245.159911,1368.308576,1552.80277,1139.942704
1723.459592,1993.299754,1982.23262,1668.592015,1018.240206,1030.098485,1484.472315,1087.618905
2128.085823,1364.991618,1530.311514,1612.986051,1147.615417,1386.783816,1322.385502,1277.314179
1957.119298,1525.505141,2005.842477,1788.048077,886.95518,1570.713464,1931.540241,1228.001638
1493.520317,1793.502082,1596.39322,1762.994078,2541.25216,1986.419118,1525.75432,2078.823246
1783.019029,1129.920253,2226.02932,1876.759553,2047.019592,1409.815029,1321.174211,1166.892649
2082.581585,1439.159187,2065.166757,1413.936849,1113.516797,1596.538084,1926.322482,1201.169524
1311.731374,1515.015889,1097.815889,1484.750379,1241.071725,1281.944773,1493.513622,2101.217144
1302.643119,1452.716788,2053.722458,1917.656398,1440.291688,1766.483349,1347.909541,919.6179245
1683.408394,2050.731884,1617.109155,1756.552893,1344.119384,1359.861702,1088.821571,1320.465587
1527.118236,1610.667417,1673.396215,1437.411504,1286.527218,1387.319405,1501.011583,1175.137874
1831.260821,1628.458097,1514.320388,1387.712755,1375.45478,1147.373102,1885.580494,1144.177268
1617.521552,1843.705128,1893.646568,1007.025929,1275.613749,1226.726203,1501.749855,1446.646058
2069.797005,1380.621971,1829.146755,1312.082109,1177.341752,1805.211147,1345.658053,1237.275556
1335.947438,1709.726998,1986.256972,1602.995324,1033.321768,1226.621181,1125.027825,1239.256105
1326.725296,1911.286809,1441.861244,1592.732984,919.6217115,1348.897255,1349.185944,1095.634168
1499.752037,1414.065341,1412.776596,1482.853211,980.4104628,1073.121026,1422.726744,1123.755034
1363.07764,1603.269279,1754.652826,1289.553086,1477.615741,1065.508661,1412.329781,1482.609215
1919.718204,1320.187323,1143.36658,1128.078107,907.3172243,1686.65562,1689.297538,1250.498619
1294.890154,1783.918367,1989.374876,1008.828205,1065.660106,1849.989032,1478.496831,1115.960602
1576.874359,1641.869784,2780.988414,1010.813333,1063.738009,1464.456467,1197.330023,1045.406874
1869.282193,2328.305648,1393.06792,1077.712145,1021.052502,1337.690523,1319.523077,1305.770833
1321.242279,1672.515917,1208.142077,1416.966041,1009.113304,1058.691831,1386.058345,1074.40155
2083.683664,1318.429379,1353.341228,1325.649536,1262.957973,2452.831995,1092.060983,1425.775369
1240.69249,1390.087549,2663.102381,1001.820029,965.3502203,1763.361998,2238.496174,1564.524877
1242.409459,1535.592037,1233.446254,1514.041966,1535.551772,1485.245636,1206.958401,972.2769231
1859.003109,1864.864508,1582.475398,1026.178067,1238.819954,1502.594139,1872.606349,1387.71169
1436.294675,1232.709924,1808.840196,1850.131155,1138.574766,1664.720825,1864.845473,1022.118467
1872.034959,1538.822785,1337.494624,1218.228105,953.5884892,1839.738688,1321.915615,1413.948161
1476.01464,1366.076593,1535.502612,1200.768496,1222.734168,1438.993907,2640.748903,1514.047683
1320.824091,1573.949438,1441.289586,1287.924962,993.5288754,1398.47481,1444.186554,1080.917617
1914.209211,1434.669442,2307.45915,1447.931269,1020.7698,1700.388128,1148.676864,1530.494286
1286.063758,1881.608696,1368.365049,1226.144248,1091.35541,1355.799821,1210.953052,1369.20678
1506.539661,1944.342487,1279.645411,1426.390742,984.2768769,1646.534679,1993.906122,1835.417548
1244.686347,1259.620989,2249.528689,1406.884058,1006.739479,1593.676398,1857.001888,1141.72327
1332.92627,1575.42875,1533.752909,1422.986217,1051.810005,2013.535254,1678.235915,1606.232356
1143.469066,1672.220058,1498.749293,1790.340242,1280.76229,1901.610844,1211.634549,1191.565723
2059.580627,1361.023744,1960.464716,1119.137235,1098.194631,1872.030902,1265.129762,1324.302139
1288.706917,1380.233355,1261.791395,1194.102839,1477.043899,1619.520889,1359.638804,1112.583576
1275.918591,1414.877877,1032.301232,1798.180035,1687.32848,1762.020144,1141.452546,1487.081967
1067.275766,1401.631902,1798.286316,1400.073649,1110.288889,1571.110818,1308.689758,1525.618431
1276.497319,1554.629662,2410.279268,1610.865979,1208.678961,1400.853355,1373.450067,1378.123652
1192.710112,1578.863144,1821.785714,1461.484233,975.5338554,1647.61945,1252.491054,1245.928279
1024.511986,1429.412821,859.2393736,1779.065709,1154.799104,1555.379232,1358.010977,1452.490385
1283.129248,1323.415126,1252.197728,1284.48647,965.5597637,1617.753247,1242.276098,1314.536765
1017.933705,1805.903542,1383.393541,1386.250341,1334.501529,1528.176835,1571.54611,1512.418816
1171.683642,1583.118797,1732.551341,1043.307446,1050.795934,1674.117526,1827.020311,1314.563946
940.4966314,1538.735984,2822.742797,2173.068966,1098.425698,1797.705619,1228.67481,1418.003968
1679.969419,1883.45634,1252.500528,1562.776009,1752.317401,1765.77575,1427.954545,1544.687055
1337.411437,1887.908703,1342.857143,1650.744286,1406.030803,1382.627055,1339.593178,1265.037202
1054.033766,1591.720521,1151.515395,1359.416126,1446.327366,1782.688498,1488.528507,1473.317125
1093.389073,1863.081018,1712.513473,2622.409415,1290.51372,2005.609615,1210.457555,1216.405376
1826.02394,2009.248447,1308.847298,1490.620813,997.6143984,1190.528448,1396.27988,982.7906442
1281.215517,1786.963636,2266.990868,1681.132735,1257.252997,2012.346426,1242.196303,1271.750681
1248.927379,2037.817294,2106.830628,1626.335332,1341.788177,2187.100374,965.6676413,1389.271515
1170.662476,1668.7448,1607.22181,1538.475676,1547.164526,1954.050967,1675.30951,1245.53263
2062.163899,1459.672244,1222.608945,1423.973832,2231.560998,1779.250939,1356.426879,1159.352152
2090.914723,1788.45677,1996.197143,1168.544685,1532.69408,1382.053544,1318.888164,1308.82732
1145.761107,1443.651349,1652.484962,1690.440125,1131.673938,1615.790506,967.3782258,1119.318376
1214.879121,1448.019756,960.1032258,1492.204975,965.3216463,1254.982379,1227.882289,1471.372627
1310.453052,1440.989939,1233.617126,1051.479452,1143.382155,1695.499473,1377.410637,1236.737311
1895.060156,1376.00625,1610.977632,1649.576044,1424.182606,1572.156123,1374.341321,1831.534026
1547.797386,2195.927987,1517.96729,1255.14309,930.2962963,1588.810884,1381.356824,1238.232055
1855.123025,1759.317992,1806.018842,1586.35932,1096.484789,2041.464481,943.0629442,1171.117406
1489.80083,1867.25,2625.596783,1391.180676,1620.62126,1591.243023,889.106599,1279.058657
1513.353072,1281.034866,1679.140827,1234.329296,1542.229547,1276.730799,1156.042535,1181.536842
1048.608818,1571.10696,1630.002649,1512.448458,1622.001166,1601.403272,1329.327496,2067.281633
1532.246327,1358.1998,1077.188123,1916.293281,1510.89168,1755.925116,1254.178005,998.2067736
1730.66847,1321.110368,3154.097151,1304.796352,1018.068206,2020.612495,997.6856517,1178.588386
2315.848526,1932.92532,1959.272317,1540.788148,1036.23654,1400.439076,1091.271574,1364.168646
1762.420032,1776.164273,1613.695929,1191.82542,1004.686766,1634.526211,1617.037335,982.1357649
1415.123507,1899.441469,2008.959302,1307.430186,1424.334711,1886.399684,1119.553082,1210.723935
1784.756944,2091.783333,1653.29349,1487.449981,1372.776049,1536.050679,2767.588383,1512.59591
1772.230833,1927.61115,1664.061333,2249.303774,918.0397112,2078.7109,940.4663677,1480.140434
1866.554913,2421.031797,1644.025974,1922.740223,1265.053151,1661.584053,1140.568323,997.5956522
1856.314953,1415.440922,1434.181818,1401.162803,1234.022115,1803.261243,1395.834386,1167.338154
1917.558871,2058.244742,2117.080833,1452.705847,1130.794033,1601.594488,1571.146657,1582.073628
1186.711789,1255.323106,2723.994087,1325.703907,1332.227736,1331.875772,2123.39905,1375.911215
1841.03317,2148.625575,2288.900533,1985.126836,1271.162162,1242.026756,1257.775388,1381.049451
2016.656028,1960.121928,2289.900408,1404.548734,1202.580478,1501.149022,1146.783721,1038.231707
1286.020276,1951.872139,1713.74543,1146.411765,1404.644019,1842.781118,1018.682382,1436.004117
2067.267262,1464.583465,1346.343623,1152.600348,1337.649494,1379.996834,1534.576297,1254.980657
1579.576881,2378.265482,1912.310825,1240.193683,1421.574331,1465.618686,2066.803811,1661.251191
1559.354972,1467.82028,1772.715244,1386.689514,1176.431872,1656.808151,1177.599109,999.1709742
1802.544741,1240.839855,1845.231152,1720.004902,1926.654267,1963.867725,1610.794912,1974.430591
2027.535343,1576.746023,1869.380056,1961.232436,1196.363071,2198.160753,1424.324675,1047.079487
2211.527319,1078.675918,2203.854127,1525.187665,1323.202247,1730.942931,1618.843707,1114.916476
1156.574633,2297.321816,1642.694537,1631.863459,1414.33913,1722.438653,1285.724373,1872.75463
1254.358636,1970.961376,2035.648341,1458.470106,1440.819286,1394.115021,1177.152672,1426.666308
1849.365606,1453.816109,2665.966646,1887.446892,2034.827033,1999.286466,1074.939671,1248.198507
2155.303129,1420.850069,2039.379213,1563.187859,1612.128237,1864.899222,1332.507435,1577.891557
1571.863267,1842.452441,1703.623762,1349.093066,1734.995384,1514.192747,2027.125602,2254.767644
1549.679151,1039,1879.297561,1654.734362,1322.054969,1282.172264,1604.025751,1482.451685
1491.13086,1504.232313,1927.629885,1727.947544,1098.697194,1519.525031,1238.329796,990.3772512
2064.30482,1123.303912,1826.986542,2039.920267,1353.814636,2310.250948,1658.772871,1201.864865
1484.275304,1345.910326,1862.578636,2330.663255,1248.465647,1964.839484,2061.540419,1271.240207
1240.804409,2284.749797,1580.220994,1764.215228,1332.423895,1446.268279,1220.384679,1374.733189
1574.573186,1539.970448,1992.92614,1077.11025,1717.264188,1450.573555,1563.690085,1159.732363
1855.721331,1487.360731,1694.294973,1574.890579,1516.806391,1240.040258,1133.550313,2234.551414
1451.96026,2301.875342,1994.891724,1388.7947,1394.385607,2011.563302,1722.019802,1687.571691
1846.301622,1888.575066,2202.555239,1560.151208,2920.192308,1339.057764,1968.050228,1293.904568
1572.927711,1474.589637,2089.711578,1082.948406,2452.858282,1630.803506,1299.78477,1244.753864
1599.773533,1290.6771,1999.401351,1296.69863,1231.653846,1962.411588,1637.708897,1481.778364
1601.602497,2458.978541,1386.690972,2080.884416,1174.023291,1664.015263,1270.891319,2262.15276
1769.152827,1963.106768,2198.430657,958.2126188,1503.088343,1601.897115,2249.519253,1420.758769
1675.68869,1387.635838,1598.875,1134.524971,1264.831294,1758.505423,1350.571524,1952.239823
2238.983193,1043.636856,1619.122034,1477.86234,1272.715969,1263.025014,1957.262184,2792.773547
1624.147462,1472.246137,1619.023705,2358.481271,1113.29227,1687.168682,1862.459073,1487.583429
1523.014994,1386.264987,1592.781975,1993.194225,1309.66974,1606.217148,1231.949005,2318.242623
1408.278802,1347.518953,2250.37285,1681.218895,1553.218212,1177.107431,1929.528237,1482.844186
1202.965851,1510.303884,1540.946441,1808.572976,1529.384743,1560.652529,1527.526667,1680.134347
2216.954262,2238.883772,1807.147126,1619.995789,2129.434746,1460.669944,1258.263742,1600.741041
1404.494942,2095.398121,1416.891359,1731.702234,1194.154381,1239.614855,1542.125554,2174.350692
1358.014235,1322.550633,1426.740696,1044.091208,1265.878414,1406.166282,1865.23652,1539.275373
1352.766865,1576.568103,1455.088702,1492.036585,1151.828596,1269.200306,1610.181098,1221.559819
2040.413596,1672.771649,2340.155926,1298.271311,1461.713499,1300.492381,2031.571742,1391.329841
2551.425457,1826.128818,1955.877799,1648.52843,1485.77746,1135.035492,1216.247977,2327.389616
1677.357911,1461.554043,1500.407663,1442.417328,2283.642338,1233.438816,1494.063352,1175.218201
1595.988835,1381.585675,1662.072433,1692.3523,1386.267275,862.8082192,1677.9294,1390.785589
1520.122892,1342.727621,1010.464976,1800.548775,1455.291028,1109.699519,1136.703234,1633.086275
2113.423374,2365.638847,1751.827608,1541.571161,1761.627655,1489.252236,1956.138889,1935.07037
1791.054295,1111.368201,1284.977979,1964.35543,1677.508718,1275.641727,1194.115776,1062.815651
1468.216321,1558.431614,2163.199882,2402.458256,1396.262279,1542.530846,1820.918393,1476.018672
1950.096436,1454.993566,1539.801105,1149.453642,1026.150567,1447.687558,1036.488178,1539.743158
2016.247851,1317.035565,2210.268302,1391.741426,1847.216921,1371.679274,1394.564593,1195.845387
1233.960112,1097.533303,2308.080482,1171.148394,1518.649485,1034.141215,1436.798043,1153.186649
1333.501473,1097.795656,1960.161603,1420.664426,1405.201192,1770.705964,1614.277423,1297.711443
1414.164021,1125.831502,2091.402551,1325.010662,1598.673569,1876.680473,999.327385,2042.092958
1682.670726,1125.103381,1461.212009,1425.542845,974.3219595,1471.545799,1627.805815,1495.865751
1167.929339,1008.204409,1538.605418,1670.509342,1226.665266,1482.439926,1635.254194,1075.276486
1195.445225,1255.951807,1533.339045,1563.38827,1346.722358,1470.054706,1828.039063,1661.428125
1773.998369,1325.730405,1767.613472,1506.89101,1194.979682,1250.391156,1151.873239,1610.475253
1527.003511,1369.905172,2453.13632,1148.696372,1262.630777,1448.777087,1508.45885,1324.771717
1551.304608,1472.870441,1048.355643,942.4154545,1412.431438,1083.941534,1905.514483,1285.738462
2126.011952,1567.462401,1718.749508,1846.597129,1382.630741,1381.733376,1509.444268,1657.489862
1605.407261,1388.4846,1890.225352,1564.920317,1044.244847,1543.490319,1010.838475,1617.97568
1994.431604,1323.352896,1063.530702,1892.586409,1375.681792,1560.746774,1552.730117,1985.298467
1722.193498,882.880597,1417.469286,1447.887306,1239.598485,1209.981945,2004.982362,1582.008996
1656.367731,1027.67898,1295.104712,1590.516163,1489.492105,1326.695586,1206.410867,1815.404527
2036.148627,937.3587786,1773.900599,1680.442834,1267.590544,1246.117044,1162.06387,964.8683761
1269.098196,1247.05087,2611.775875,977.5255474,1123.143054,1204.215409,1173.084815,1308.447641
1799.218302,1218.006988,2119.689633,1595.332364,1114.155918,1251.429304,1647.928264,1718.656857
2080.690368,1135.127273,1771.423182,1019.227127,1318.621176,1588.467082,1083.457214,1609.411006
1258.560844,1025.421395,1683.119709,1686.722337,1364.569106,1450.642316,1268.555301,1583.635071
1276.878079,1104.603175,2088.591567,1662.460238,1678.557566,1412.694051,1371.216767,1377.70997
1628.953425,1072.652174,1427.897035,1791.019255,1134.801551,1660.70076,932.7247337,1745.40625
1498.124766,1049.772789,1980.671875,1837.202501,1540.578052,1258.504579,1683.905564,1536.120798
2172.581905,1187.117493,1437.105126,1581.289655,1133.390463,1349.210233,1155.265111,1189.204955
2165.286389,1193.434907,1944.01761,1409.162141,903.224212,1498.140367,2022.862518,918.5471349
1527.850778,1265.75286,1396.051643,1576.939197,1378.809359,1550.357143,1642.706653,1522.043515
1711.584095,1068.725597,2152.011726,1134.275383,1417.437331,1508.324962,1171.735393,1413.493878
2102.531863,1245.080645,1929.303787,1706.454301,932.8817652,1560.426079,2043.29642,1652.698035
1580.700357,1257.957983,1596.559798,1306.675487,1325.816348,1547.798474,1722.654085,1107.051866
1460.203678,1634.49913,1475.15882,1077.025585,1033.240378,1281.925849,1213.569468,1294.364817
2198.115446,1391.751449,2100.463025,1425.731333,1089.747456,1810.647677,1663.421053,1434.04855
1504.998013,1333.273726,1504.811728,1268.38943,1566.830785,1693.478622,1516.084148,1439.403379
1191.221769,1474.940469,2491.462705,1021.819394,1189.545013,1962.099282,1608.794536,1423.827238
2183.602446,1510.817952,1350.267281,1509.122656,1353.281339,1881.137814,1026.977372,1382.23249
1877.625539,1272.970365,1963.068215,1251.033058,1029.335455,1660.945167,1287.591073,1649.624581
1967.441067,2079.632739,2506.811688,2585.925745,1391.532739,1606.332187,1728.871614,1684.790368
1807.716418,1584.845049,1198.64194,1518.414542,1063.552606,1683.363592,1593.171461,1538.956796
2112.882234,2036.273179,1528.454397,1546.769064,1098.360153,1585.452319,1357.662614,1100.132546
2249.614742,1323.970858,1181.385965,1543.660926,1222.430233,1808.998804,1139.33771,1617.320161
1779.145726,1465.335599,1743.764667,1635.536204,1361.169141,1872.977463,1574.206536,1338.849951
2157.796078,1437.977232,1704.423762,1299.862369,1601.46588,1604.809257,1117.273799,1440.29481
1615.920447,2504.534901,1733.224039,1021.130674,1168.447876,1671.335953,1231.3466,1438.969305
1326.664119,1419.060254,1766.776167,1382.360107,1778.135975,1449.54675,1756.672941,1602.536636
2027.558627,2024.840369,1765.993464,1513.105629,1223.747214,1722.590628,2016.40379,1472.373123
1519.551908,1471.823691,2849.418634,1053.503853,1661.355066,1692.175236,1355.363971,1557.262712
2131.342708,1371.535676,1332.407767,1254.680931,1171.740525,1418.241642,1792.283774,1170.158261
1701.759605,1886.414654,1867.053775,1518.846841,1834.743959,1414.874718,1731.096682,1226.273394
1682.485017,2053.849279,1981.262023,1444.447563,1555.036821,1950.767587,980.1299213,1269.731921
1185.82912,1452.444908,1537.930441,1212.285946,1330.20083,2312.180987,1158.681592,1252.607383
1752.121513,1615.474183,2263.660537,1125.970621,1390.107095,2173.298604,1728.470523,2092.981172
1895.124078,1651.76635,2098.402512,1129.071836,1251.744554,2083.743697,992.9934701,1578.593298
1007.3125,1479.341225,1812.886658,1587.590582,1221.109062,1890.276083,1840.339046,1355.577
2163.046615,1403.762105,1557.553354,1510.153774,1308.987324,1997.751538,1304.52215,1474.102041
1110.166031,1432.146713,1523.092736,1289.820533,1377.631016,2148.033708,1160.431298,1669.325404
2503.820899,1480.390288,1704.286017,1281.103499,1372.659106,1830.27521,1633.972782,1046.639428
2339.342901,1197.617671,1721.398314,1002.631259,1016.752688,1952.632322,1795.446313,1169.627907
1663.412834,1202.250157,3469.846866,1040.798009,1494.150723,2261.612386,1280.41813,2201.084038
1426.47408,1590.186591,2057.212679,1107.848344,1670.870481,1000.323111,1376.766058,1439.484592
1812.845343,1783.250478,1867.414993,1407.167161,1376.558575,1490.279252,1450.553486,1563.87421
1042.817823,1245.094954,1317.079743,1010.127211,1137.82033,1872.3262,1008.100433,2219.830378
1623.983698,1364.252593,2172.016657,1177.848701,1027.421337,1737.731153,1757.360504,1254.529371
2039.524917,1770.365233,1405.883787,1074.100649,1050.627088,1962.473051,1043.987375,1515.772414
1937.256795,1808.978,2134.99513,1372.368607,1212.079718,1726.156322,1505.409559,1000.171896
2143.867495,1447.004329,2808.390816,1635.550769,1152.4435,1482.182557,1444.30119,1607.036385
2710.582645,1588.138577,1229.561492,1231.007722,1781.984194,1465.561323,1314.899514,1062.799122
1231.537812,2032.655249,1727.587532,1118.771484,958.6303813,1408.442308,1325.240725,1366.802051
1274.825834,2232.156034,1449.605042,1328.605547,1197.279118,1028.21692,1372.864421,1698.517883
2078.430568,1851.078987,1744.775031,1069.220513,1345.584554,1327.334566,1448.27693,1466.47619
1438.390225,1704.697456,1992.285316,1274.347948,1227.047326,989.7262411,1301.909411,2424.387004
1742.144556,2036.223027,1921.341388,1233.908046,1507.466923,1201.05963,1349.436393,1298.635048
1658.602174,1503.61915,1747.737242,1226.740123,1686.614548,1386.16129,859.187156,1662.02622
1128.300318,1289.028201,1095.42735,1111.639369,1806.831296,1052.899873,1481.79717,2047.137037
1616.248006,1663,1894.804307,1308.095447,1248.268505,1335.405963,1140.86695,1350.070222
2089.940299,1636.800962,1464.139159,991.4337723,1532.911398,1411.162228,1361.982865,1260.83804
1260.470106,1629.94524,2010.338515,1395.293529,1754.552083,1335.460817,1735.706905,1209.021866
1707.87614,1706.413137,1221.839232,1704.490772,1407.873817,1081.692166,934.7451879,1210.715397
2179.481951,1732.738519,1828.839833,1412.925528,1245.39346,1480.480931,1315.239662,1264.498459
1754.146199,2032.337431,2138.631466,1153.97955,1423.373679,1590.875254,1048.711701,1356.488608
1878.85682,1431.613112,1476.345836,1644.344334,1466.841701,1563.516241,1330.305573,1944.128936
1723.208134,2006.196056,1331.57759,1586.985226,1012.462569,1680.776994,1795.016524,1600.393701
1170.217627,2031.91156,1669.799847,1035.9334,1945.685918,1837.389619,1048.335621,1452.492921
1113.909361,2199.058741,1956.583824,1157.419926,1413.298082,1578.937414,1143.845469,1341.010678
1625.106054,1380.466766,1261.615179,978.8921283,1389.040978,1602.105333,1360.742475,1225.035839
1342.105968,1374.790416,1671.163366,955.0710117,1338.460418,1437.415777,1345.92541,1137.361465
1471.727418,1986.578524,1558.329659,1016.395205,1452.61039,1413.496403,1210.913333,1267.106227
1719.890939,1358.224222,1531.60132,1134.39567,1147.399358,1157.031882,1330.963647,2110.640351
1186.253661,2031.5364,1507.648822,968.3368676,1256.209363,1431.852951,1280.140059,1349.65942
1668.101351,1410.491014,1210.186464,1057.802506,1183.99708,1551.89984,1431.36106,1164.09854
2441.995862,1429.287775,1424.595395,1000.912911,1429.592705,1616.106073,1446.791246,1268.751174
1725.355601,1189.63714,1717.343169,1160.52158,1423.815529,1540.664095,1377.097547,1289.355687
1294.169462,1523.863777,2253.410105,1191.294702,1068.96882,1756.303416,1757.423337,1213.63811
1689.206649,2022.317337,1061.938298,1227.021429,2454.816979,1552.479782,1453.987028,1855.877551
1277.405362,1702.982523,1458.922797,1146.70989,1103.481183,1407.732595,1705.794819,1228.033333
1516.525731,1382.935813,1391.105134,1498.502002,1711.748759,2366.335092,1469.260036,1346.699161
1143.95433,1103.585984,1597.017459,1067.78864,1655.324068,1248.739097,1399.257945,1091.156315
1287.619318,1703.458831,1270.240227,1674.012188,1711.322653,1492.733998,1282.731373,1687.373973
1410.002764,1352.186838,1211.195985,1316.659766,1657.793269,1881.047183,1289.382002,1598.899873
1938.114025,1608.546161,1854.836224,1138.422953,1231.795258,1944.564477,1938.829474,954.7148362
1230.765421,1418.272901,1429.683,1107.290006,1683.851925,1706.65525,1823.20521,1558.936759
1588.515876,1357.571066,1710.374745,1269.050316,2188.487758,1706.175389,1338.196674,1129.875658
1872.370851,1376.774922,1213.075361,1401.313626,1464.004125,1425.037905,1369.82199,1043.32715
1374.987897,1710.670588,855.00883,1373.627273,1143.245299,1417.462392,1411.9279,1193.297637
1172.717532,1413.668536,1362.567701,1111.242744,1444.226467,1247.210269,1357.929381,1583.51493
1137.00085,1148.873592,1396.220988,1744.347741,1333.51269,1710.643265,1432.149342,1558.310559
1829.767565,1668.490566,1422.581571,1111.780048,1163.572901,1676.718165,2398.542869,1320.911267
1629.170883,1454.785073,1405.251248,1231.601166,1390.933459,1907.022727,1146.748173,1511.343046
1194.310499,1451.096106,1778.587452,1557.226713,1464.919651,1441.448866,1372.732845,1182.350172
1794.784895,1454.705199,1702.212121,1584.025556,1253.47113,1790.778773,1534.938567,1179.634673
1423.611695,1465.972591,1786.83124,1126.985179,1565.076014,1257.29512,1369.673745,1297.803922
1488.353094,1220.737864,2449.362465,1171.929095,1111.855678,1166.664223,1225.431315,1443.745152
1047.870833,1322.285024,1275.45925,1637.327972,1360.819923,1278.814884,1335.292071,1207.691837
