Well ,Colony,Cell.count,Time.day,Erl,CHX,FSK,TRM,17A,Plate
B09,O,36,0,3,500,0,0,0,1
B09,O,43,1,3,500,0,0,0,1
B09,O,44,2,3,500,0,0,0,1
B09,O,44,3,3,500,0,0,0,1
B09,O,44,4,3,500,0,0,0,1
B09,O,41,5,3,500,0,0,0,1
B09,O,41,6,3,500,0,0,0,1
B09,O,40,7,3,500,0,0,0,1
B09,O,42,8,3,500,0,0,0,1
B09,O,40,9,3,500,0,0,0,1
B09,O,43,10,3,500,0,0,0,1
B09,P,23,0,3,500,0,0,0,1
B09,P,24,1,3,500,0,0,0,1
B09,P,28,2,3,500,0,0,0,1
B09,P,33,3,3,500,0,0,0,1
B09,P,32,4,3,500,0,0,0,1
B09,P,31,5,3,500,0,0,0,1
B09,P,29,6,3,500,0,0,0,1
B09,P,26,7,3,500,0,0,0,1
B09,P,25,8,3,500,0,0,0,1
B09,P,22,9,3,500,0,0,0,1
B09,P,23,10,3,500,0,0,0,1
B09,Q,29,0,3,500,0,0,0,1
B09,Q,29,1,3,500,0,0,0,1
B09,Q,29,2,3,500,0,0,0,1
B09,Q,28,3,3,500,0,0,0,1
B09,Q,32,4,3,500,0,0,0,1
B09,Q,31,5,3,500,0,0,0,1
B09,Q,30,6,3,500,0,0,0,1
B09,Q,28,7,3,500,0,0,0,1
B09,Q,22,8,3,500,0,0,0,1
B09,Q,24,9,3,500,0,0,0,1
B09,Q,25,10,3,500,0,0,0,1
B09,R,52,0,3,500,0,0,0,1
B09,R,62,1,3,500,0,0,0,1
B09,R,75,2,3,500,0,0,0,1
B09,R,83,3,3,500,0,0,0,1
B09,R,91,4,3,500,0,0,0,1
B09,R,88,5,3,500,0,0,0,1
B09,R,78,6,3,500,0,0,0,1
B09,R,66,7,3,500,0,0,0,1
B09,R,63,8,3,500,0,0,0,1
B09,R,59,9,3,500,0,0,0,1
B09,R,56,10,3,500,0,0,0,1
B10,A,16,0,0,0,0,0,0,1
B10,A,27,1,0,0,0,0,0,1
B10,A,50,2,0,0,0,0,0,1
B10,A,87,3,0,0,0,0,0,1
B10,B,35,0,0,0,0,0,0,1
B10,B,52,1,0,0,0,0,0,1
B10,B,77,2,0,0,0,0,0,1
B10,B,132,3,0,0,0,0,0,1
B10,C,81,0,0,0,0,0,0,1
B10,C,131,1,0,0,0,0,0,1
B10,C,210,2,0,0,0,0,0,1
B10,C,341,3,0,0,0,0,0,1
B10,D,7,0,0,0,0,0,0,1
B10,D,16,1,0,0,0,0,0,1
B10,D,25,2,0,0,0,0,0,1
B10,D,42,3,0,0,0,0,0,1
B10,E,36,0,0,0,0,0,0,1
B10,E,71,1,0,0,0,0,0,1
B10,E,124,2,0,0,0,0,0,1
B10,E,222,3,0,0,0,0,0,1
B10,F,90,0,0,0,0,0,0,1
B10,F,171,1,0,0,0,0,0,1
B10,F,321,2,0,0,0,0,0,1
B10,F,565,3,0,0,0,0,0,1
B10,G,34,0,0,0,0,0,0,1
B10,G,71,1,0,0,0,0,0,1
B10,G,118,2,0,0,0,0,0,1
B10,G,194,3,0,0,0,0,0,1
B10,H,23,0,0,0,0,0,0,1
B10,H,45,1,0,0,0,0,0,1
B10,H,65,2,0,0,0,0,0,1
B10,H,108,3,0,0,0,0,0,1
B10,I,14,0,0,0,0,0,0,1
B10,I,35,1,0,0,0,0,0,1
B10,I,57,2,0,0,0,0,0,1
B10,I,98,3,0,0,0,0,0,1
B10,J,22,0,0,0,0,0,0,1
B10,J,29,1,0,0,0,0,0,1
B10,J,39,2,0,0,0,0,0,1
B10,J,55,3,0,0,0,0,0,1
B10,K,18,0,0,0,0,0,0,1
B10,K,34,1,0,0,0,0,0,1
B10,K,57,2,0,0,0,0,0,1
B10,K,99,3,0,0,0,0,0,1
B10,L,72,0,0,0,0,0,0,1
B10,L,128,1,0,0,0,0,0,1
B10,L,212,2,0,0,0,0,0,1
B10,L,425,3,0,0,0,0,0,1
B10,M,22,0,0,0,0,0,0,1
B10,M,39,1,0,0,0,0,0,1
B10,M,72,2,0,0,0,0,0,1
B10,M,133,3,0,0,0,0,0,1
B10,N,23,0,0,0,0,0,0,1
B10,N,46,1,0,0,0,0,0,1
B10,N,84,2,0,0,0,0,0,1
B10,N,164,3,0,0,0,0,0,1
B10,O,27,0,0,0,0,0,0,1
B10,O,35,1,0,0,0,0,0,1
B10,O,59,2,0,0,0,0,0,1
B10,O,106,3,0,0,0,0,0,1
B10,P,25,0,0,0,0,0,0,1
B10,P,52,1,0,0,0,0,0,1
B10,P,102,2,0,0,0,0,0,1
B10,P,187,3,0,0,0,0,0,1
B10,Q,18,0,0,0,0,0,0,1
B10,Q,22,1,0,0,0,0,0,1
B10,Q,38,2,0,0,0,0,0,1
B10,Q,69,3,0,0,0,0,0,1
B10,R,42,0,0,0,0,0,0,1
B10,R,67,1,0,0,0,0,0,1
B10,R,107,2,0,0,0,0,0,1
B10,R,168,3,0,0,0,0,0,1
B10,S,12,0,0,0,0,0,0,1
B10,S,21,1,0,0,0,0,0,1
B10,S,26,2,0,0,0,0,0,1
B10,S,42,3,0,0,0,0,0,1
B10,T,32,0,0,0,0,0,0,1
B10,T,53,1,0,0,0,0,0,1
B10,T,78,2,0,0,0,0,0,1
B10,T,134,3,0,0,0,0,0,1
B10,U,9,0,0,0,0,0,0,1
B10,U,17,1,0,0,0,0,0,1
B10,U,26,2,0,0,0,0,0,1
B10,U,48,3,0,0,0,0,0,1
B11,A,27,0,3,0,0,0,0,1
B11,A,44,1,3,0,0,0,0,1
B11,A,51,2,3,0,0,0,0,1
B11,A,48,3,3,0,0,0,0,1
B11,A,32,4,3,0,0,0,0,1
B11,A,43,5,3,0,0,0,0,1
B11,A,38,6,3,0,0,0,0,1
B11,A,33,7,3,0,0,0,0,1
B11,A,29,8,3,0,0,0,0,1
B11,A,27,9,3,0,0,0,0,1
B11,A,26,10,3,0,0,0,0,1
B11,B,20,0,3,0,0,0,0,1
B11,B,47,1,3,0,0,0,0,1
B11,B,60,2,3,0,0,0,0,1
B11,B,65,3,3,0,0,0,0,1
B11,B,60,4,3,0,0,0,0,1
B11,B,62,5,3,0,0,0,0,1
B11,B,60,6,3,0,0,0,0,1
B11,B,48,7,3,0,0,0,0,1
B11,B,47,8,3,0,0,0,0,1
B11,B,46,9,3,0,0,0,0,1
B11,B,39,10,3,0,0,0,0,1
B11,C,41,0,3,0,0,0,0,1
B11,C,69,1,3,0,0,0,0,1
B11,C,71,2,3,0,0,0,0,1
B11,C,58,3,3,0,0,0,0,1
B11,C,48,4,3,0,0,0,0,1
B11,C,46,5,3,0,0,0,0,1
B11,C,34,6,3,0,0,0,0,1
B11,C,25,7,3,0,0,0,0,1
B11,C,25,8,3,0,0,0,0,1
B11,C,29,9,3,0,0,0,0,1
B11,C,21,10,3,0,0,0,0,1
B11,D,13,0,3,0,0,0,0,1
B11,D,28,1,3,0,0,0,0,1
B11,D,37,2,3,0,0,0,0,1
B11,D,36,3,3,0,0,0,0,1
B11,D,29,4,3,0,0,0,0,1
B11,D,23,5,3,0,0,0,0,1
B11,D,18,6,3,0,0,0,0,1
B11,D,12,7,3,0,0,0,0,1
B11,D,10,8,3,0,0,0,0,1
B11,D,11,9,3,0,0,0,0,1
B11,D,7,10,3,0,0,0,0,1
B11,E,31,0,3,0,0,0,0,1
B11,E,57,1,3,0,0,0,0,1
B11,E,64,2,3,0,0,0,0,1
B11,E,64,3,3,0,0,0,0,1
B11,E,61,4,3,0,0,0,0,1
B11,E,53,5,3,0,0,0,0,1
B11,E,51,6,3,0,0,0,0,1
B11,E,51,7,3,0,0,0,0,1
B11,E,62,8,3,0,0,0,0,1
B11,E,67,9,3,0,0,0,0,1
B11,E,53,10,3,0,0,0,0,1
B11,F,82,0,3,0,0,0,0,1
B11,F,136,1,3,0,0,0,0,1
B11,F,169,2,3,0,0,0,0,1
B11,F,170,3,3,0,0,0,0,1
B11,F,169,4,3,0,0,0,0,1
B11,F,156,5,3,0,0,0,0,1
B11,F,140,6,3,0,0,0,0,1
B11,F,134,7,3,0,0,0,0,1
B11,F,142,8,3,0,0,0,0,1
B11,F,140,9,3,0,0,0,0,1
B11,F,135,10,3,0,0,0,0,1
B11,G,25,0,3,0,0,0,0,1
B11,G,52,1,3,0,0,0,0,1
B11,G,56,2,3,0,0,0,0,1
B11,G,42,3,3,0,0,0,0,1
B11,G,26,4,3,0,0,0,0,1
B11,G,16,5,3,0,0,0,0,1
B11,G,14,6,3,0,0,0,0,1
B11,G,7,7,3,0,0,0,0,1
B11,G,6,8,3,0,0,0,0,1
B11,G,7,9,3,0,0,0,0,1
B11,G,5,10,3,0,0,0,0,1
B11,H,32,0,3,0,0,0,0,1
B11,H,41,1,3,0,0,0,0,1
B11,H,47,2,3,0,0,0,0,1
B11,H,40,3,3,0,0,0,0,1
B11,H,36,4,3,0,0,0,0,1
B11,H,23,5,3,0,0,0,0,1
B11,H,26,6,3,0,0,0,0,1
B11,H,19,7,3,0,0,0,0,1
B11,H,17,8,3,0,0,0,0,1
B11,H,12,9,3,0,0,0,0,1
B11,H,8,10,3,0,0,0,0,1
B11,I,19,0,3,0,0,0,0,1
B11,I,33,1,3,0,0,0,0,1
B11,I,40,2,3,0,0,0,0,1
B11,I,38,3,3,0,0,0,0,1
B11,I,41,4,3,0,0,0,0,1
B11,I,30,5,3,0,0,0,0,1
B11,I,31,6,3,0,0,0,0,1
B11,I,25,7,3,0,0,0,0,1
B11,I,26,8,3,0,0,0,0,1
B11,I,22,9,3,0,0,0,0,1
B11,I,24,10,3,0,0,0,0,1
B11,J,30,0,3,0,0,0,0,1
B11,J,42,1,3,0,0,0,0,1
B11,J,48,2,3,0,0,0,0,1
B11,J,39,3,3,0,0,0,0,1
B11,J,28,4,3,0,0,0,0,1
B11,J,22,5,3,0,0,0,0,1
B11,J,15,6,3,0,0,0,0,1
B11,J,6,7,3,0,0,0,0,1
B11,J,6,8,3,0,0,0,0,1
B11,J,7,9,3,0,0,0,0,1
B11,J,6,10,3,0,0,0,0,1
B11,K,73,0,3,0,0,0,0,1
B11,K,125,1,3,0,0,0,0,1
B11,K,127,2,3,0,0,0,0,1
B11,K,117,3,3,0,0,0,0,1
B11,K,97,4,3,0,0,0,0,1
B11,K,84,5,3,0,0,0,0,1
B11,K,74,6,3,0,0,0,0,1
B11,K,68,7,3,0,0,0,0,1
B11,K,65,8,3,0,0,0,0,1
B11,K,77,9,3,0,0,0,0,1
B11,K,55,10,3,0,0,0,0,1
B11,L,21,0,3,0,0,0,0,1
B11,L,42,1,3,0,0,0,0,1
B11,L,54,2,3,0,0,0,0,1
B11,L,66,3,3,0,0,0,0,1
B11,L,75,4,3,0,0,0,0,1
B11,L,77,5,3,0,0,0,0,1
B11,L,77,6,3,0,0,0,0,1
B11,L,73,7,3,0,0,0,0,1
B11,L,73,8,3,0,0,0,0,1
B11,L,76,9,3,0,0,0,0,1
B11,L,76,10,3,0,0,0,0,1
B11,M,16,0,3,0,0,0,0,1
B11,M,24,1,3,0,0,0,0,1
B11,M,29,2,3,0,0,0,0,1
B11,M,31,3,3,0,0,0,0,1
B11,M,30,4,3,0,0,0,0,1
B11,M,29,5,3,0,0,0,0,1
B11,M,17,6,3,0,0,0,0,1
B11,M,13,7,3,0,0,0,0,1
B11,M,24,8,3,0,0,0,0,1
B11,M,27,9,3,0,0,0,0,1
B11,M,26,10,3,0,0,0,0,1
B11,N,52,0,3,0,0,0,0,1
B11,N,94,1,3,0,0,0,0,1
B11,N,100,2,3,0,0,0,0,1
B11,N,100,3,3,0,0,0,0,1
B11,N,97,4,3,0,0,0,0,1
B11,N,96,5,3,0,0,0,0,1
B11,N,79,6,3,0,0,0,0,1
B11,N,77,7,3,0,0,0,0,1
B11,N,69,8,3,0,0,0,0,1
B11,N,59,9,3,0,0,0,0,1
B11,N,50,10,3,0,0,0,0,1
B11,O,22,0,3,0,0,0,0,1
B11,O,43,1,3,0,0,0,0,1
B11,O,47,2,3,0,0,0,0,1
B11,O,52,3,3,0,0,0,0,1
B11,O,51,4,3,0,0,0,0,1
B11,O,55,5,3,0,0,0,0,1
B11,O,49,6,3,0,0,0,0,1
B11,O,44,7,3,0,0,0,0,1
B11,O,45,8,3,0,0,0,0,1
B11,O,45,9,3,0,0,0,0,1
B11,O,44,10,3,0,0,0,0,1
B11,P,14,0,3,0,0,0,0,1
B11,P,21,1,3,0,0,0,0,1
B11,P,25,2,3,0,0,0,0,1
B11,P,28,3,3,0,0,0,0,1
B11,P,25,4,3,0,0,0,0,1
B11,P,19,5,3,0,0,0,0,1
B11,P,22,6,3,0,0,0,0,1
B11,P,18,7,3,0,0,0,0,1
B11,P,18,8,3,0,0,0,0,1
B11,P,18,9,3,0,0,0,0,1
B11,P,15,10,3,0,0,0,0,1
B11,Q,12,0,3,0,0,0,0,1
B11,Q,17,1,3,0,0,0,0,1
B11,Q,21,2,3,0,0,0,0,1
B11,Q,21,3,3,0,0,0,0,1
B11,Q,20,4,3,0,0,0,0,1
B11,Q,19,5,3,0,0,0,0,1
B11,Q,21,6,3,0,0,0,0,1
B11,Q,17,7,3,0,0,0,0,1
B11,Q,20,8,3,0,0,0,0,1
B11,Q,17,9,3,0,0,0,0,1
B11,Q,12,10,3,0,0,0,0,1
B11,R,12,0,3,0,0,0,0,1
B11,R,11,1,3,0,0,0,0,1
B11,R,15,2,3,0,0,0,0,1
B11,R,13,3,3,0,0,0,0,1
B11,R,13,4,3,0,0,0,0,1
B11,R,14,5,3,0,0,0,0,1
B11,R,15,6,3,0,0,0,0,1
B11,R,13,7,3,0,0,0,0,1
B11,R,12,8,3,0,0,0,0,1
B11,R,18,9,3,0,0,0,0,1
B11,R,14,10,3,0,0,0,0,1
C02,A,30,0,0,50,0,0,0,1
C02,A,52,1,0,50,0,0,0,1
C02,A,68,2,0,50,0,0,0,1
C02,A,85,3,0,50,0,0,0,1
C02,B,27,0,0,50,0,0,0,1
C02,B,34,1,0,50,0,0,0,1
C02,B,44,2,0,50,0,0,0,1
C02,B,60,3,0,50,0,0,0,1
C02,C,48,0,0,50,0,0,0,1
C02,C,46,1,0,50,0,0,0,1
C02,C,70,2,0,50,0,0,0,1
C02,C,91,3,0,50,0,0,0,1
C02,D,60,0,0,50,0,0,0,1
C02,D,90,1,0,50,0,0,0,1
C02,D,116,2,0,50,0,0,0,1
C02,D,138,3,0,50,0,0,0,1
C02,E,15,0,0,50,0,0,0,1
C02,E,26,1,0,50,0,0,0,1
C02,E,25,2,0,50,0,0,0,1
C02,E,36,3,0,50,0,0,0,1
C02,F,30,0,0,50,0,0,0,1
C02,F,47,1,0,50,0,0,0,1
C02,F,65,2,0,50,0,0,0,1
C02,F,86,3,0,50,0,0,0,1
C02,G,47,0,0,50,0,0,0,1
C02,G,64,1,0,50,0,0,0,1
C02,G,84,2,0,50,0,0,0,1
C02,G,99,3,0,50,0,0,0,1
C02,H,16,0,0,50,0,0,0,1
C02,H,23,1,0,50,0,0,0,1
C02,H,29,2,0,50,0,0,0,1
C02,H,43,3,0,50,0,0,0,1
C02,I,25,0,0,50,0,0,0,1
C02,I,34,1,0,50,0,0,0,1
C02,I,41,2,0,50,0,0,0,1
C02,I,57,3,0,50,0,0,0,1
C02,J,59,0,0,50,0,0,0,1
C02,J,82,1,0,50,0,0,0,1
C02,J,114,2,0,50,0,0,0,1
C02,J,173,3,0,50,0,0,0,1
C02,K,31,0,0,50,0,0,0,1
C02,K,43,1,0,50,0,0,0,1
C02,K,53,2,0,50,0,0,0,1
C02,K,76,3,0,50,0,0,0,1
C02,L,52,0,0,50,0,0,0,1
C02,L,70,1,0,50,0,0,0,1
C02,L,93,2,0,50,0,0,0,1
C02,L,124,3,0,50,0,0,0,1
C02,M,77,0,0,50,0,0,0,1
C02,M,121,1,0,50,0,0,0,1
C02,M,203,2,0,50,0,0,0,1
C02,M,325,3,0,50,0,0,0,1
C02,N,24,0,0,50,0,0,0,1
C02,N,40,1,0,50,0,0,0,1
C02,N,46,2,0,50,0,0,0,1
C02,N,65,3,0,50,0,0,0,1
C02,O,37,0,0,50,0,0,0,1
C02,O,44,1,0,50,0,0,0,1
C02,O,66,2,0,50,0,0,0,1
C02,O,99,3,0,50,0,0,0,1
C02,P,60,0,0,50,0,0,0,1
C02,P,90,1,0,50,0,0,0,1
C02,P,116,2,0,50,0,0,0,1
C02,P,138,3,0,50,0,0,0,1
C02,Q,21,0,0,50,0,0,0,1
C02,Q,36,1,0,50,0,0,0,1
C02,Q,41,2,0,50,0,0,0,1
C02,Q,71,3,0,50,0,0,0,1
C02,R,63,0,0,50,0,0,0,1
C02,R,111,1,0,50,0,0,0,1
C02,R,149,2,0,50,0,0,0,1
C02,R,212,3,0,50,0,0,0,1
C02,T,26,0,0,50,0,0,0,1
C02,T,33,1,0,50,0,0,0,1
C02,T,42,2,0,50,0,0,0,1
C02,T,50,3,0,50,0,0,0,1
C02,U,25,0,0,50,0,0,0,1
C02,U,49,1,0,50,0,0,0,1
C02,U,68,2,0,50,0,0,0,1
C02,U,106,3,0,50,0,0,0,1
C03,A,31,0,0,50,0,0,0,1
C03,A,44,1,0,50,0,0,0,1
C03,A,51,2,0,50,0,0,0,1
C03,A,70,3,0,50,0,0,0,1
C03,B,34,0,0,50,0,0,0,1
C03,B,48,1,0,50,0,0,0,1
C03,B,62,2,0,50,0,0,0,1
C03,B,91,3,0,50,0,0,0,1
C03,C,35,0,0,50,0,0,0,1
C03,C,65,1,0,50,0,0,0,1
C03,C,92,2,0,50,0,0,0,1
C03,C,131,3,0,50,0,0,0,1
C03,D,49,0,0,50,0,0,0,1
C03,D,64,1,0,50,0,0,0,1
C03,D,100,2,0,50,0,0,0,1
C03,D,140,3,0,50,0,0,0,1
C03,E,18,0,0,50,0,0,0,1
C03,E,24,1,0,50,0,0,0,1
C03,E,36,2,0,50,0,0,0,1
C03,E,48,3,0,50,0,0,0,1
C03,F,12,0,0,50,0,0,0,1
C03,F,23,1,0,50,0,0,0,1
C03,F,25,2,0,50,0,0,0,1
C03,F,37,3,0,50,0,0,0,1
C03,G,28,0,0,50,0,0,0,1
C03,G,41,1,0,50,0,0,0,1
C03,G,61,2,0,50,0,0,0,1
C03,G,89,3,0,50,0,0,0,1
C03,H,50,0,0,50,0,0,0,1
C03,H,76,1,0,50,0,0,0,1
C03,H,100,2,0,50,0,0,0,1
C03,H,115,3,0,50,0,0,0,1
C03,I,53,0,0,50,0,0,0,1
C03,I,85,1,0,50,0,0,0,1
C03,I,118,2,0,50,0,0,0,1
C03,I,159,3,0,50,0,0,0,1
C03,J,22,0,0,50,0,0,0,1
C03,J,30,1,0,50,0,0,0,1
C03,J,38,2,0,50,0,0,0,1
C03,J,54,3,0,50,0,0,0,1
C03,K,8,0,0,50,0,0,0,1
C03,K,15,1,0,50,0,0,0,1
C03,K,24,2,0,50,0,0,0,1
C03,K,32,3,0,50,0,0,0,1
C03,L,16,0,0,50,0,0,0,1
C03,L,21,1,0,50,0,0,0,1
C03,L,26,2,0,50,0,0,0,1
C03,L,29,3,0,50,0,0,0,1
C03,M,15,0,0,50,0,0,0,1
C03,M,23,1,0,50,0,0,0,1
C03,M,29,2,0,50,0,0,0,1
C03,M,36,3,0,50,0,0,0,1
C03,N,41,0,0,50,0,0,0,1
C03,N,41,1,0,50,0,0,0,1
C03,N,78,2,0,50,0,0,0,1
C03,N,94,3,0,50,0,0,0,1
C03,O,24,0,0,50,0,0,0,1
C03,O,50,1,0,50,0,0,0,1
C03,O,75,2,0,50,0,0,0,1
C03,O,78,3,0,50,0,0,0,1
C03,P,14,0,0,50,0,0,0,1
C03,P,20,1,0,50,0,0,0,1
C03,P,35,2,0,50,0,0,0,1
C03,P,51,3,0,50,0,0,0,1
C03,Q,25,0,0,50,0,0,0,1
C03,Q,27,1,0,50,0,0,0,1
C03,Q,30,2,0,50,0,0,0,1
C03,Q,51,3,0,50,0,0,0,1
C03,R,18,0,0,50,0,0,0,1
C03,R,35,1,0,50,0,0,0,1
C03,R,56,2,0,50,0,0,0,1
C03,R,86,3,0,50,0,0,0,1
C03,S,19,0,0,50,0,0,0,1
C03,S,31,1,0,50,0,0,0,1
C03,S,37,2,0,50,0,0,0,1
C03,S,68,3,0,50,0,0,0,1
C03,T,10,0,0,50,0,0,0,1
C03,T,17,1,0,50,0,0,0,1
C03,T,21,2,0,50,0,0,0,1
C03,T,30,3,0,50,0,0,0,1
C03,U,24,0,0,50,0,0,0,1
C03,U,40,1,0,50,0,0,0,1
C03,U,41,2,0,50,0,0,0,1
C03,U,48,3,0,50,0,0,0,1
C03,V,71,0,0,50,0,0,0,1
C03,V,131,1,0,50,0,0,0,1
C03,V,155,2,0,50,0,0,0,1
C03,V,253,3,0,50,0,0,0,1
C03,W,63,0,0,50,0,0,0,1
C03,W,94,1,0,50,0,0,0,1
C03,W,120,2,0,50,0,0,0,1
C03,W,146,3,0,50,0,0,0,1
C03,X,36,0,0,50,0,0,0,1
C03,X,48,1,0,50,0,0,0,1
C03,X,66,2,0,50,0,0,0,1
C03,X,77,3,0,50,0,0,0,1
C03,Y,18,0,0,50,0,0,0,1
C03,Y,23,1,0,50,0,0,0,1
C03,Y,34,2,0,50,0,0,0,1
C03,Y,44,3,0,50,0,0,0,1
C03,Z,40,0,0,50,0,0,0,1
C03,Z,63,1,0,50,0,0,0,1
C03,Z,89,2,0,50,0,0,0,1
C03,Z,131,3,0,50,0,0,0,1
C04,A,44,0,0,50,0,0,0,1
C04,A,69,1,0,50,0,0,0,1
C04,A,98,2,0,50,0,0,0,1
C04,A,150,3,0,50,0,0,0,1
C04,B,57,0,0,50,0,0,0,1
C04,B,88,1,0,50,0,0,0,1
C04,B,107,2,0,50,0,0,0,1
C04,B,155,3,0,50,0,0,0,1
C04,C,59,0,0,50,0,0,0,1
C04,C,82,1,0,50,0,0,0,1
C04,C,114,2,0,50,0,0,0,1
C04,C,179,3,0,50,0,0,0,1
C04,D,23,0,0,50,0,0,0,1
C04,D,47,1,0,50,0,0,0,1
C04,D,49,2,0,50,0,0,0,1
C04,D,77,3,0,50,0,0,0,1
C04,E,18,0,0,50,0,0,0,1
C04,E,30,1,0,50,0,0,0,1
C04,E,31,2,0,50,0,0,0,1
C04,E,47,3,0,50,0,0,0,1
C04,F,34,0,0,50,0,0,0,1
C04,F,43,1,0,50,0,0,0,1
C04,F,63,2,0,50,0,0,0,1
C04,F,81,3,0,50,0,0,0,1
C04,G,14,0,0,50,0,0,0,1
C04,G,16,1,0,50,0,0,0,1
C04,G,22,2,0,50,0,0,0,1
C04,G,21,3,0,50,0,0,0,1
C04,H,33,0,0,50,0,0,0,1
C04,H,53,1,0,50,0,0,0,1
C04,H,102,2,0,50,0,0,0,1
C04,H,141,3,0,50,0,0,0,1
C04,I,51,0,0,50,0,0,0,1
C04,I,65,1,0,50,0,0,0,1
C04,I,106,2,0,50,0,0,0,1
C04,I,145,3,0,50,0,0,0,1
C04,J,59,0,0,50,0,0,0,1
C04,J,94,1,0,50,0,0,0,1
C04,J,135,2,0,50,0,0,0,1
C04,J,204,3,0,50,0,0,0,1
C04,K,27,0,0,50,0,0,0,1
C04,K,40,1,0,50,0,0,0,1
C04,K,47,2,0,50,0,0,0,1
C04,K,61,3,0,50,0,0,0,1
C04,L,22,0,0,50,0,0,0,1
C04,L,38,1,0,50,0,0,0,1
C04,L,47,2,0,50,0,0,0,1
C04,L,69,3,0,50,0,0,0,1
C04,M,30,0,0,50,0,0,0,1
C04,M,44,1,0,50,0,0,0,1
C04,M,60,2,0,50,0,0,0,1
C04,M,87,3,0,50,0,0,0,1
C04,N,14,0,0,50,0,0,0,1
C04,N,19,1,0,50,0,0,0,1
C04,N,29,2,0,50,0,0,0,1
C04,N,49,3,0,50,0,0,0,1
C04,O,32,0,0,50,0,0,0,1
C04,O,41,1,0,50,0,0,0,1
C04,O,49,2,0,50,0,0,0,1
C04,O,64,3,0,50,0,0,0,1
C04,P,48,0,0,50,0,0,0,1
C04,P,77,1,0,50,0,0,0,1
C04,P,93,2,0,50,0,0,0,1
C04,P,139,3,0,50,0,0,0,1
C04,Q,30,0,0,50,0,0,0,1
C04,Q,47,1,0,50,0,0,0,1
C04,Q,70,2,0,50,0,0,0,1
C04,Q,101,3,0,50,0,0,0,1
C04,R,37,0,0,50,0,0,0,1
C04,R,54,1,0,50,0,0,0,1
C04,R,85,2,0,50,0,0,0,1
C04,R,128,3,0,50,0,0,0,1
C04,S,54,0,0,50,0,0,0,1
C04,S,89,1,0,50,0,0,0,1
C04,S,129,2,0,50,0,0,0,1
C04,S,179,3,0,50,0,0,0,1
C04,T,18,0,0,50,0,0,0,1
C04,T,24,1,0,50,0,0,0,1
C04,T,29,2,0,50,0,0,0,1
C04,T,48,3,0,50,0,0,0,1
C04,U,90,0,0,50,0,0,0,1
C04,U,118,1,0,50,0,0,0,1
C04,U,170,2,0,50,0,0,0,1
C04,U,196,3,0,50,0,0,0,1
C04,V,42,0,0,50,0,0,0,1
C04,V,57,1,0,50,0,0,0,1
C04,V,94,2,0,50,0,0,0,1
C04,V,120,3,0,50,0,0,0,1
C04,W,18,0,0,50,0,0,0,1
C04,W,27,1,0,50,0,0,0,1
C04,W,48,2,0,50,0,0,0,1
C04,W,69,3,0,50,0,0,0,1
C07,A,46,0,3,50,0,0,0,1
C07,A,45,1,3,50,0,0,0,1
C07,A,66,2,3,50,0,0,0,1
C07,A,68,3,3,50,0,0,0,1
C07,A,72,4,3,50,0,0,0,1
C07,A,54,5,3,50,0,0,0,1
C07,A,55,6,3,50,0,0,0,1
C07,A,47,7,3,50,0,0,0,1
C07,A,39,8,3,50,0,0,0,1
C07,A,38,9,3,50,0,0,0,1
C07,A,38,10,3,50,0,0,0,1
C07,AA,23,0,3,50,0,0,0,1
C07,AA,23,1,3,50,0,0,0,1
C07,AA,24,2,3,50,0,0,0,1
C07,AA,24,3,3,50,0,0,0,1
C07,AA,22,4,3,50,0,0,0,1
C07,AA,21,5,3,50,0,0,0,1
C07,AA,20,6,3,50,0,0,0,1
C07,AA,13,7,3,50,0,0,0,1
C07,AA,13,8,3,50,0,0,0,1
C07,AA,15,9,3,50,0,0,0,1
C07,AA,14,10,3,50,0,0,0,1
C07,AB,18,0,3,50,0,0,0,1
C07,AB,16,1,3,50,0,0,0,1
C07,AB,19,2,3,50,0,0,0,1
C07,AB,19,3,3,50,0,0,0,1
C07,AB,19,4,3,50,0,0,0,1
C07,AB,21,5,3,50,0,0,0,1
C07,AB,20,6,3,50,0,0,0,1
C07,AB,19,7,3,50,0,0,0,1
C07,AB,19,8,3,50,0,0,0,1
C07,AB,20,9,3,50,0,0,0,1
C07,AB,18,10,3,50,0,0,0,1
C07,B,42,0,3,50,0,0,0,1
C07,B,50,1,3,50,0,0,0,1
C07,B,52,2,3,50,0,0,0,1
C07,B,57,3,3,50,0,0,0,1
C07,B,56,4,3,50,0,0,0,1
C07,B,49,5,3,50,0,0,0,1
C07,B,48,6,3,50,0,0,0,1
C07,B,44,7,3,50,0,0,0,1
C07,B,44,8,3,50,0,0,0,1
C07,B,38,9,3,50,0,0,0,1
C07,B,31,10,3,50,0,0,0,1
C07,C,50,0,3,50,0,0,0,1
C07,C,75,1,3,50,0,0,0,1
C07,C,92,2,3,50,0,0,0,1
C07,C,96,3,3,50,0,0,0,1
C07,C,96,4,3,50,0,0,0,1
C07,C,97,5,3,50,0,0,0,1
C07,C,89,6,3,50,0,0,0,1
C07,C,83,7,3,50,0,0,0,1
C07,C,79,8,3,50,0,0,0,1
C07,C,76,9,3,50,0,0,0,1
C07,C,78,10,3,50,0,0,0,1
C07,D,28,0,3,50,0,0,0,1
C07,D,43,1,3,50,0,0,0,1
C07,D,53,2,3,50,0,0,0,1
C07,D,54,3,3,50,0,0,0,1
