Well ,Colony,Cell.count,Time.day,Erl,CHX,FSK,TRM,17A,Plate
F08,F,51,7,3,0,1,0,0,1
F08,F,46,8,3,0,1,0,0,1
F08,F,43,9,3,0,1,0,0,1
F08,F,42,10,3,0,1,0,0,1
F08,G,21,0,3,0,1,0,0,1
F08,G,35,1,3,0,1,0,0,1
F08,G,43,2,3,0,1,0,0,1
F08,G,51,3,3,0,1,0,0,1
F08,G,53,4,3,0,1,0,0,1
F08,G,57,5,3,0,1,0,0,1
F08,G,51,6,3,0,1,0,0,1
F08,G,61,7,3,0,1,0,0,1
F08,G,52,8,3,0,1,0,0,1
F08,G,55,9,3,0,1,0,0,1
F08,G,43,10,3,0,1,0,0,1
F08,H,33,0,3,0,1,0,0,1
F08,H,64,1,3,0,1,0,0,1
F08,H,90,2,3,0,1,0,0,1
F08,H,83,3,3,0,1,0,0,1
F08,H,68,4,3,0,1,0,0,1
F08,H,65,5,3,0,1,0,0,1
F08,H,65,6,3,0,1,0,0,1
F08,H,65,7,3,0,1,0,0,1
F08,H,69,8,3,0,1,0,0,1
F08,H,69,9,3,0,1,0,0,1
F08,H,53,10,3,0,1,0,0,1
F08,I,32,0,3,0,1,0,0,1
F08,I,44,1,3,0,1,0,0,1
F08,I,62,2,3,0,1,0,0,1
F08,I,62,3,3,0,1,0,0,1
F08,I,62,4,3,0,1,0,0,1
F08,I,55,5,3,0,1,0,0,1
F08,I,46,6,3,0,1,0,0,1
F08,I,30,7,3,0,1,0,0,1
F08,I,27,8,3,0,1,0,0,1
F08,I,24,9,3,0,1,0,0,1
F08,I,21,10,3,0,1,0,0,1
F08,J,42,0,3,0,1,0,0,1
F08,J,65,1,3,0,1,0,0,1
F08,J,67,2,3,0,1,0,0,1
F08,J,77,3,3,0,1,0,0,1
F08,J,76,4,3,0,1,0,0,1
F08,J,80,5,3,0,1,0,0,1
F08,J,84,6,3,0,1,0,0,1
F08,J,77,7,3,0,1,0,0,1
F08,J,94,8,3,0,1,0,0,1
F08,J,103,9,3,0,1,0,0,1
F08,J,104,10,3,0,1,0,0,1
F08,K,35,0,3,0,1,0,0,1
F08,K,56,1,3,0,1,0,0,1
F08,K,82,2,3,0,1,0,0,1
F08,K,76,3,3,0,1,0,0,1
F08,K,76,4,3,0,1,0,0,1
F08,K,70,5,3,0,1,0,0,1
F08,K,64,6,3,0,1,0,0,1
F08,K,58,7,3,0,1,0,0,1
F08,K,58,8,3,0,1,0,0,1
F08,K,59,9,3,0,1,0,0,1
F08,K,60,10,3,0,1,0,0,1
F08,L,23,0,3,0,1,0,0,1
F08,L,57,1,3,0,1,0,0,1
F08,L,75,2,3,0,1,0,0,1
F08,L,77,3,3,0,1,0,0,1
F08,L,75,4,3,0,1,0,0,1
F08,L,65,5,3,0,1,0,0,1
F08,L,64,6,3,0,1,0,0,1
F08,L,47,7,3,0,1,0,0,1
F08,L,43,8,3,0,1,0,0,1
F08,L,40,9,3,0,1,0,0,1
F08,L,36,10,3,0,1,0,0,1
F08,M,42,0,3,0,1,0,0,1
F08,M,65,1,3,0,1,0,0,1
F08,M,79,2,3,0,1,0,0,1
F08,M,80,3,3,0,1,0,0,1
F08,M,80,4,3,0,1,0,0,1
F08,M,79,5,3,0,1,0,0,1
F08,M,70,6,3,0,1,0,0,1
F08,M,68,7,3,0,1,0,0,1
F08,M,59,8,3,0,1,0,0,1
F08,M,59,9,3,0,1,0,0,1
F08,M,55,10,3,0,1,0,0,1
F08,N,25,0,3,0,1,0,0,1
F08,N,40,1,3,0,1,0,0,1
F08,N,47,2,3,0,1,0,0,1
F08,N,46,3,3,0,1,0,0,1
F08,N,43,4,3,0,1,0,0,1
F08,N,34,5,3,0,1,0,0,1
F08,N,32,6,3,0,1,0,0,1
F08,N,24,7,3,0,1,0,0,1
F08,N,20,8,3,0,1,0,0,1
F08,N,20,9,3,0,1,0,0,1
F08,N,18,10,3,0,1,0,0,1
F08,O,38,0,3,0,1,0,0,1
F08,O,45,1,3,0,1,0,0,1
F08,O,64,2,3,0,1,0,0,1
F08,O,68,3,3,0,1,0,0,1
F08,O,74,4,3,0,1,0,0,1
F08,O,72,5,3,0,1,0,0,1
F08,O,70,6,3,0,1,0,0,1
F08,O,68,7,3,0,1,0,0,1
F08,O,67,8,3,0,1,0,0,1
F08,O,70,9,3,0,1,0,0,1
F08,O,71,10,3,0,1,0,0,1
F08,P,26,0,3,0,1,0,0,1
F08,P,48,1,3,0,1,0,0,1
F08,P,56,2,3,0,1,0,0,1
F08,P,62,3,3,0,1,0,0,1
F08,P,55,4,3,0,1,0,0,1
F08,P,49,5,3,0,1,0,0,1
F08,P,48,6,3,0,1,0,0,1
F08,P,45,7,3,0,1,0,0,1
F08,P,39,8,3,0,1,0,0,1
F08,P,34,9,3,0,1,0,0,1
F08,P,30,10,3,0,1,0,0,1
F08,Q,27,0,3,0,1,0,0,1
F08,Q,36,1,3,0,1,0,0,1
F08,Q,51,2,3,0,1,0,0,1
F08,Q,50,3,3,0,1,0,0,1
F08,Q,58,4,3,0,1,0,0,1
F08,Q,59,5,3,0,1,0,0,1
F08,Q,56,6,3,0,1,0,0,1
F08,Q,55,7,3,0,1,0,0,1
F08,Q,53,8,3,0,1,0,0,1
F08,Q,55,9,3,0,1,0,0,1
F08,Q,55,10,3,0,1,0,0,1
F08,R,28,0,3,0,1,0,0,1
F08,R,40,1,3,0,1,0,0,1
F08,R,42,2,3,0,1,0,0,1
F08,R,43,3,3,0,1,0,0,1
F08,R,35,4,3,0,1,0,0,1
F08,R,28,5,3,0,1,0,0,1
F08,R,24,6,3,0,1,0,0,1
F08,R,27,7,3,0,1,0,0,1
F08,R,25,8,3,0,1,0,0,1
F08,R,21,9,3,0,1,0,0,1
F08,R,18,10,3,0,1,0,0,1
F08,S,31,0,3,0,1,0,0,1
F08,S,44,1,3,0,1,0,0,1
F08,S,56,2,3,0,1,0,0,1
F08,S,55,3,3,0,1,0,0,1
F08,S,12,4,3,0,1,0,0,1
F08,S,12,5,3,0,1,0,0,1
F08,S,11,6,3,0,1,0,0,1
F08,S,8,7,3,0,1,0,0,1
F08,S,9,8,3,0,1,0,0,1
F08,S,7,9,3,0,1,0,0,1
F08,S,0,10,3,0,1,0,0,1
F08,T,51,0,3,0,1,0,0,1
F08,T,73,1,3,0,1,0,0,1
F08,T,105,2,3,0,1,0,0,1
F08,T,129,3,3,0,1,0,0,1
F08,T,134,4,3,0,1,0,0,1
F08,T,125,5,3,0,1,0,0,1
F08,T,105,6,3,0,1,0,0,1
F08,T,79,7,3,0,1,0,0,1
F08,T,57,8,3,0,1,0,0,1
F08,T,56,9,3,0,1,0,0,1
F08,T,19,10,3,0,1,0,0,1
F08,U,20,0,3,0,1,0,0,1
F08,U,32,1,3,0,1,0,0,1
F08,U,45,2,3,0,1,0,0,1
F08,U,57,3,3,0,1,0,0,1
F08,U,61,4,3,0,1,0,0,1
F08,U,61,5,3,0,1,0,0,1
F08,U,61,6,3,0,1,0,0,1
F08,U,61,7,3,0,1,0,0,1
F08,U,57,8,3,0,1,0,0,1
F08,U,61,9,3,0,1,0,0,1
F08,U,62,10,3,0,1,0,0,1
F08,V,37,0,3,0,1,0,0,1
F08,V,54,1,3,0,1,0,0,1
F08,V,58,2,3,0,1,0,0,1
F08,V,57,3,3,0,1,0,0,1
F08,V,54,4,3,0,1,0,0,1
F08,V,55,5,3,0,1,0,0,1
F08,V,51,6,3,0,1,0,0,1
F08,V,46,7,3,0,1,0,0,1
F08,V,47,8,3,0,1,0,0,1
F08,V,49,9,3,0,1,0,0,1
F08,V,37,10,3,0,1,0,0,1
F08,W,40,0,3,0,1,0,0,1
F08,W,81,1,3,0,1,0,0,1
F08,W,112,2,3,0,1,0,0,1
F08,W,118,3,3,0,1,0,0,1
F08,W,115,4,3,0,1,0,0,1
F08,W,115,5,3,0,1,0,0,1
F08,W,113,6,3,0,1,0,0,1
F08,W,96,7,3,0,1,0,0,1
F08,W,85,8,3,0,1,0,0,1
F08,W,83,9,3,0,1,0,0,1
F08,W,75,10,3,0,1,0,0,1
F08,X,12,0,3,0,1,0,0,1
F08,X,18,1,3,0,1,0,0,1
F08,X,18,2,3,0,1,0,0,1
F08,X,14,3,3,0,1,0,0,1
F08,X,13,4,3,0,1,0,0,1
F08,X,7,5,3,0,1,0,0,1
F08,X,8,6,3,0,1,0,0,1
F08,X,3,7,3,0,1,0,0,1
F08,X,2,8,3,0,1,0,0,1
F08,X,3,9,3,0,1,0,0,1
F08,X,5,10,3,0,1,0,0,1
F08,Y,22,0,3,0,1,0,0,1
F08,Y,28,1,3,0,1,0,0,1
F08,Y,31,2,3,0,1,0,0,1
F08,Y,31,3,3,0,1,0,0,1
F08,Y,33,4,3,0,1,0,0,1
F08,Y,32,5,3,0,1,0,0,1
F08,Y,28,6,3,0,1,0,0,1
F08,Y,21,7,3,0,1,0,0,1
F08,Y,19,8,3,0,1,0,0,1
F08,Y,19,9,3,0,1,0,0,1
F08,Y,12,10,3,0,1,0,0,1
F08,Z,11,0,3,0,1,0,0,1
F08,Z,18,1,3,0,1,0,0,1
F08,Z,18,2,3,0,1,0,0,1
F08,Z,18,3,3,0,1,0,0,1
F08,Z,16,4,3,0,1,0,0,1
F08,Z,20,5,3,0,1,0,0,1
F08,Z,20,6,3,0,1,0,0,1
F08,Z,21,7,3,0,1,0,0,1
F08,Z,25,8,3,0,1,0,0,1
F08,Z,31,9,3,0,1,0,0,1
F08,Z,35,10,3,0,1,0,0,1
F09,A,53,0,3,0,1,0,0,1
F09,A,87,1,3,0,1,0,0,1
F09,A,111,2,3,0,1,0,0,1
F09,A,132,3,3,0,1,0,0,1
F09,A,155,4,3,0,1,0,0,1
F09,A,162,5,3,0,1,0,0,1
F09,A,162,6,3,0,1,0,0,1
F09,A,160,7,3,0,1,0,0,1
F09,A,169,8,3,0,1,0,0,1
F09,A,177,9,3,0,1,0,0,1
F09,A,171,10,3,0,1,0,0,1
F09,B,29,0,3,0,1,0,0,1
F09,B,48,1,3,0,1,0,0,1
F09,B,62,2,3,0,1,0,0,1
F09,B,82,3,3,0,1,0,0,1
F09,B,102,4,3,0,1,0,0,1
F09,B,113,5,3,0,1,0,0,1
F09,B,127,6,3,0,1,0,0,1
F09,B,137,7,3,0,1,0,0,1
F09,B,155,8,3,0,1,0,0,1
F09,B,164,9,3,0,1,0,0,1
F09,B,166,10,3,0,1,0,0,1
F09,C,55,0,3,0,1,0,0,1
F09,C,107,1,3,0,1,0,0,1
F09,C,150,2,3,0,1,0,0,1
F09,C,176,3,3,0,1,0,0,1
F09,C,180,4,3,0,1,0,0,1
F09,C,183,5,3,0,1,0,0,1
F09,C,169,6,3,0,1,0,0,1
F09,C,134,7,3,0,1,0,0,1
F09,C,115,8,3,0,1,0,0,1
F09,C,89,9,3,0,1,0,0,1
F09,C,34,10,3,0,1,0,0,1
F09,D,21,0,3,0,1,0,0,1
F09,D,26,1,3,0,1,0,0,1
F09,D,37,2,3,0,1,0,0,1
F09,D,33,3,3,0,1,0,0,1
F09,D,29,4,3,0,1,0,0,1
F09,D,29,5,3,0,1,0,0,1
F09,D,30,6,3,0,1,0,0,1
F09,D,24,7,3,0,1,0,0,1
F09,D,23,8,3,0,1,0,0,1
F09,D,26,9,3,0,1,0,0,1
F09,D,23,10,3,0,1,0,0,1
F09,E,35,0,3,0,1,0,0,1
F09,E,47,1,3,0,1,0,0,1
F09,E,70,2,3,0,1,0,0,1
F09,E,86,3,3,0,1,0,0,1
F09,E,94,4,3,0,1,0,0,1
F09,E,95,5,3,0,1,0,0,1
F09,E,91,6,3,0,1,0,0,1
F09,E,89,7,3,0,1,0,0,1
F09,E,78,8,3,0,1,0,0,1
F09,E,65,9,3,0,1,0,0,1
F09,E,48,10,3,0,1,0,0,1
F09,F,16,0,3,0,1,0,0,1
F09,F,13,1,3,0,1,0,0,1
F09,F,15,2,3,0,1,0,0,1
F09,F,17,3,3,0,1,0,0,1
F09,F,13,4,3,0,1,0,0,1
F09,F,14,5,3,0,1,0,0,1
F09,F,13,6,3,0,1,0,0,1
F09,F,9,7,3,0,1,0,0,1
F09,F,12,8,3,0,1,0,0,1
F09,F,14,9,3,0,1,0,0,1
F09,F,10,10,3,0,1,0,0,1
F09,G,41,0,3,0,1,0,0,1
F09,G,75,1,3,0,1,0,0,1
F09,G,85,2,3,0,1,0,0,1
F09,G,92,3,3,0,1,0,0,1
F09,G,93,4,3,0,1,0,0,1
F09,G,99,5,3,0,1,0,0,1
F09,G,102,6,3,0,1,0,0,1
F09,G,101,7,3,0,1,0,0,1
F09,G,102,8,3,0,1,0,0,1
F09,G,102,9,3,0,1,0,0,1
F09,G,99,10,3,0,1,0,0,1
F09,H,38,0,3,0,1,0,0,1
F09,H,64,1,3,0,1,0,0,1
F09,H,77,2,3,0,1,0,0,1
F09,H,79,3,3,0,1,0,0,1
F09,H,76,4,3,0,1,0,0,1
F09,H,73,5,3,0,1,0,0,1
F09,H,74,6,3,0,1,0,0,1
F09,H,74,7,3,0,1,0,0,1
F09,H,71,8,3,0,1,0,0,1
F09,H,76,9,3,0,1,0,0,1
F09,H,79,10,3,0,1,0,0,1
F09,I,23,0,3,0,1,0,0,1
F09,I,38,1,3,0,1,0,0,1
F09,I,54,2,3,0,1,0,0,1
F09,I,49,3,3,0,1,0,0,1
F09,I,51,4,3,0,1,0,0,1
F09,I,46,5,3,0,1,0,0,1
F09,I,46,6,3,0,1,0,0,1
F09,I,41,7,3,0,1,0,0,1
F09,I,41,8,3,0,1,0,0,1
F09,I,47,9,3,0,1,0,0,1
F09,I,47,10,3,0,1,0,0,1
F09,J,29,0,3,0,1,0,0,1
F09,J,49,1,3,0,1,0,0,1
F09,J,57,2,3,0,1,0,0,1
F09,J,63,3,3,0,1,0,0,1
F09,J,67,4,3,0,1,0,0,1
F09,J,72,5,3,0,1,0,0,1
F09,J,73,6,3,0,1,0,0,1
F09,J,70,7,3,0,1,0,0,1
F09,J,72,8,3,0,1,0,0,1
F09,J,78,9,3,0,1,0,0,1
F09,J,78,10,3,0,1,0,0,1
F09,L,38,0,3,0,1,0,0,1
F09,L,46,1,3,0,1,0,0,1
F09,L,50,2,3,0,1,0,0,1
F09,L,42,3,3,0,1,0,0,1
F09,L,37,4,3,0,1,0,0,1
F09,L,38,5,3,0,1,0,0,1
F09,L,36,6,3,0,1,0,0,1
F09,L,26,7,3,0,1,0,0,1
F09,L,23,8,3,0,1,0,0,1
F09,L,23,9,3,0,1,0,0,1
F09,L,21,10,3,0,1,0,0,1
F09,M,31,0,3,0,1,0,0,1
F09,M,64,1,3,0,1,0,0,1
F09,M,65,2,3,0,1,0,0,1
F09,M,64,3,3,0,1,0,0,1
F09,M,63,4,3,0,1,0,0,1
F09,M,62,5,3,0,1,0,0,1
F09,M,61,6,3,0,1,0,0,1
F09,M,57,7,3,0,1,0,0,1
F09,M,63,8,3,0,1,0,0,1
F09,M,69,9,3,0,1,0,0,1
F09,M,59,10,3,0,1,0,0,1
F09,N,37,0,3,0,1,0,0,1
F09,N,59,1,3,0,1,0,0,1
F09,N,55,2,3,0,1,0,0,1
F09,N,51,3,3,0,1,0,0,1
F09,N,36,4,3,0,1,0,0,1
F09,N,32,5,3,0,1,0,0,1
F09,N,30,6,3,0,1,0,0,1
F09,N,27,7,3,0,1,0,0,1
F09,N,33,8,3,0,1,0,0,1
F09,N,38,9,3,0,1,0,0,1
F09,N,32,10,3,0,1,0,0,1
F09,O,36,0,3,0,1,0,0,1
F09,O,39,1,3,0,1,0,0,1
F09,O,69,2,3,0,1,0,0,1
F09,O,90,3,3,0,1,0,0,1
F09,O,95,4,3,0,1,0,0,1
F09,O,87,5,3,0,1,0,0,1
F09,O,85,6,3,0,1,0,0,1
F09,O,75,7,3,0,1,0,0,1
F09,O,70,8,3,0,1,0,0,1
F09,O,51,9,3,0,1,0,0,1
F09,O,46,10,3,0,1,0,0,1
F09,P,23,0,3,0,1,0,0,1
F09,P,33,1,3,0,1,0,0,1
F09,P,48,2,3,0,1,0,0,1
F09,P,58,3,3,0,1,0,0,1
F09,P,73,4,3,0,1,0,0,1
F09,P,76,5,3,0,1,0,0,1
F09,P,73,6,3,0,1,0,0,1
F09,P,67,7,3,0,1,0,0,1
F09,P,63,8,3,0,1,0,0,1
F09,P,59,9,3,0,1,0,0,1
F09,P,54,10,3,0,1,0,0,1
F09,Q,21,0,3,0,1,0,0,1
F09,Q,35,1,3,0,1,0,0,1
F09,Q,39,2,3,0,1,0,0,1
F09,Q,39,3,3,0,1,0,0,1
F09,Q,38,4,3,0,1,0,0,1
F09,Q,33,5,3,0,1,0,0,1
F09,Q,31,6,3,0,1,0,0,1
F09,Q,29,7,3,0,1,0,0,1
F09,Q,27,8,3,0,1,0,0,1
F09,Q,28,9,3,0,1,0,0,1
F09,Q,25,10,3,0,1,0,0,1
F09,R,16,0,3,0,1,0,0,1
F09,R,24,1,3,0,1,0,0,1
F09,R,42,2,3,0,1,0,0,1
F09,R,48,3,3,0,1,0,0,1
F09,R,50,4,3,0,1,0,0,1
F09,R,53,5,3,0,1,0,0,1
F09,R,56,6,3,0,1,0,0,1
F09,R,56,7,3,0,1,0,0,1
F09,R,55,8,3,0,1,0,0,1
F09,R,53,9,3,0,1,0,0,1
F09,R,56,10,3,0,1,0,0,1
F09,S,16,0,3,0,1,0,0,1
F09,S,33,1,3,0,1,0,0,1
F09,S,52,2,3,0,1,0,0,1
F09,S,56,3,3,0,1,0,0,1
F09,S,56,4,3,0,1,0,0,1
F09,S,61,5,3,0,1,0,0,1
F09,S,62,6,3,0,1,0,0,1
F09,S,64,7,3,0,1,0,0,1
F09,S,65,8,3,0,1,0,0,1
F09,S,64,9,3,0,1,0,0,1
F09,S,64,10,3,0,1,0,0,1
G02,A,55,0,0,0,0.1,0,0,1
G02,A,94,1,0,0,0.1,0,0,1
G02,A,169,2,0,0,0.1,0,0,1
G02,A,263,3,0,0,0.1,0,0,1
G02,B,46,0,0,0,0.1,0,0,1
G02,B,81,1,0,0,0.1,0,0,1
G02,B,156,2,0,0,0.1,0,0,1
G02,B,296,3,0,0,0.1,0,0,1
G02,C,15,0,0,0,0.1,0,0,1
G02,C,25,1,0,0,0.1,0,0,1
G02,C,46,2,0,0,0.1,0,0,1
G02,C,106,3,0,0,0.1,0,0,1
G02,D,27,0,0,0,0.1,0,0,1
G02,D,43,1,0,0,0.1,0,0,1
G02,D,65,2,0,0,0.1,0,0,1
G02,D,107,3,0,0,0.1,0,0,1
G02,E,30,0,0,0,0.1,0,0,1
G02,E,49,1,0,0,0.1,0,0,1
G02,E,91,2,0,0,0.1,0,0,1
G02,E,128,3,0,0,0.1,0,0,1
G02,F,36,0,0,0,0.1,0,0,1
G02,F,54,1,0,0,0.1,0,0,1
G02,F,77,2,0,0,0.1,0,0,1
G02,F,125,3,0,0,0.1,0,0,1
G02,G,25,0,0,0,0.1,0,0,1
G02,G,48,1,0,0,0.1,0,0,1
G02,G,89,2,0,0,0.1,0,0,1
G02,G,164,3,0,0,0.1,0,0,1
G02,H,19,0,0,0,0.1,0,0,1
G02,H,34,1,0,0,0.1,0,0,1
G02,H,48,2,0,0,0.1,0,0,1
G02,H,83,3,0,0,0.1,0,0,1
G02,I,40,0,0,0,0.1,0,0,1
G02,I,90,1,0,0,0.1,0,0,1
G02,I,159,2,0,0,0.1,0,0,1
G02,I,337,3,0,0,0.1,0,0,1
G02,J,52,0,0,0,0.1,0,0,1
G02,J,93,1,0,0,0.1,0,0,1
G02,J,154,2,0,0,0.1,0,0,1
G02,J,253,3,0,0,0.1,0,0,1
G02,K,23,0,0,0,0.1,0,0,1
G02,K,35,1,0,0,0.1,0,0,1
G02,K,47,2,0,0,0.1,0,0,1
G02,K,78,3,0,0,0.1,0,0,1
G02,L,29,0,0,0,0.1,0,0,1
G02,L,47,1,0,0,0.1,0,0,1
G02,L,77,2,0,0,0.1,0,0,1
G02,L,137,3,0,0,0.1,0,0,1
G02,M,30,0,0,0,0.1,0,0,1
G02,M,48,1,0,0,0.1,0,0,1
G02,M,85,2,0,0,0.1,0,0,1
G02,M,135,3,0,0,0.1,0,0,1
G03,A,32,0,0,0,0.1,0,0,1
G03,A,85,1,0,0,0.1,0,0,1
G03,A,179,2,0,0,0.1,0,0,1
G03,A,370,3,0,0,0.1,0,0,1
G03,B,14,0,0,0,0.1,0,0,1
G03,B,28,1,0,0,0.1,0,0,1
G03,B,41,2,0,0,0.1,0,0,1
G03,B,63,3,0,0,0.1,0,0,1
G03,C,18,0,0,0,0.1,0,0,1
G03,C,26,1,0,0,0.1,0,0,1
G03,C,44,2,0,0,0.1,0,0,1
G03,C,64,3,0,0,0.1,0,0,1
G03,D,29,0,0,0,0.1,0,0,1
G03,D,60,1,0,0,0.1,0,0,1
G03,D,121,2,0,0,0.1,0,0,1
G03,D,249,3,0,0,0.1,0,0,1
G03,E,31,0,0,0,0.1,0,0,1
G03,E,52,1,0,0,0.1,0,0,1
G03,E,77,2,0,0,0.1,0,0,1
G03,E,126,3,0,0,0.1,0,0,1
G03,F,42,0,0,0,0.1,0,0,1
G03,F,77,1,0,0,0.1,0,0,1
G03,F,136,2,0,0,0.1,0,0,1
G03,F,250,3,0,0,0.1,0,0,1
G03,G,30,0,0,0,0.1,0,0,1
G03,G,37,1,0,0,0.1,0,0,1
G03,G,64,2,0,0,0.1,0,0,1
G03,G,111,3,0,0,0.1,0,0,1
G03,H,41,0,0,0,0.1,0,0,1
G03,H,70,1,0,0,0.1,0,0,1
G03,H,134,2,0,0,0.1,0,0,1
G03,H,272,3,0,0,0.1,0,0,1
G03,I,23,0,0,0,0.1,0,0,1
G03,I,36,1,0,0,0.1,0,0,1
G03,I,59,2,0,0,0.1,0,0,1
G03,I,101,3,0,0,0.1,0,0,1
G03,J,37,0,0,0,0.1,0,0,1
G03,J,59,1,0,0,0.1,0,0,1
G03,J,113,2,0,0,0.1,0,0,1
G03,J,237,3,0,0,0.1,0,0,1
G03,K,24,0,0,0,0.1,0,0,1
G03,K,63,1,0,0,0.1,0,0,1
G03,K,130,2,0,0,0.1,0,0,1
G03,K,255,3,0,0,0.1,0,0,1
G03,L,30,0,0,0,0.1,0,0,1
G03,L,49,1,0,0,0.1,0,0,1
G03,L,89,2,0,0,0.1,0,0,1
G03,L,137,3,0,0,0.1,0,0,1
G03,M,8,0,0,0,0.1,0,0,1
G03,M,11,1,0,0,0.1,0,0,1
G03,M,14,2,0,0,0.1,0,0,1
G03,M,20,3,0,0,0.1,0,0,1
G04,A,16,0,0,0,0.1,0,0,1
G04,A,24,1,0,0,0.1,0,0,1
G04,A,40,2,0,0,0.1,0,0,1
G04,A,55,3,0,0,0.1,0,0,1
G04,B,20,0,0,0,0.1,0,0,1
G04,B,34,1,0,0,0.1,0,0,1
G04,B,57,2,0,0,0.1,0,0,1
G04,B,127,3,0,0,0.1,0,0,1
G04,C,30,0,0,0,0.1,0,0,1
G04,C,80,1,0,0,0.1,0,0,1
G04,C,143,2,0,0,0.1,0,0,1
G04,C,234,3,0,0,0.1,0,0,1
G04,D,38,0,0,0,0.1,0,0,1
G04,D,71,1,0,0,0.1,0,0,1
G04,D,116,2,0,0,0.1,0,0,1
G04,D,174,3,0,0,0.1,0,0,1
G04,E,45,0,0,0,0.1,0,0,1
G04,E,61,1,0,0,0.1,0,0,1
G04,E,130,2,0,0,0.1,0,0,1
G04,E,262,3,0,0,0.1,0,0,1
G04,F,42,0,0,0,0.1,0,0,1
G04,F,77,1,0,0,0.1,0,0,1
G04,F,127,2,0,0,0.1,0,0,1
G04,F,209,3,0,0,0.1,0,0,1
G04,G,33,0,0,0,0.1,0,0,1
G04,G,41,1,0,0,0.1,0,0,1
G04,G,79,2,0,0,0.1,0,0,1
G04,G,153,3,0,0,0.1,0,0,1
G04,H,54,0,0,0,0.1,0,0,1
G04,H,96,1,0,0,0.1,0,0,1
G04,H,153,2,0,0,0.1,0,0,1
G04,H,277,3,0,0,0.1,0,0,1
G04,I,45,0,0,0,0.1,0,0,1
G04,I,89,1,0,0,0.1,0,0,1
G04,I,169,2,0,0,0.1,0,0,1
G04,I,345,3,0,0,0.1,0,0,1
G05,A,20,0,0,0,0.1,0,0,1
G05,A,33,1,0,0,0.1,0,0,1
G05,A,67,2,0,0,0.1,0,0,1
G05,A,114,3,0,0,0.1,0,0,1
G05,B,25,0,0,0,0.1,0,0,1
G05,B,40,1,0,0,0.1,0,0,1
G05,B,73,2,0,0,0.1,0,0,1
G05,B,120,3,0,0,0.1,0,0,1
G05,C,30,0,0,0,0.1,0,0,1
G05,C,54,1,0,0,0.1,0,0,1
G05,C,112,2,0,0,0.1,0,0,1
G05,C,243,3,0,0,0.1,0,0,1
G05,D,18,0,0,0,0.1,0,0,1
G05,D,21,1,0,0,0.1,0,0,1
G05,D,33,2,0,0,0.1,0,0,1
G05,D,80,3,0,0,0.1,0,0,1
G05,E,27,0,0,0,0.1,0,0,1
G05,E,48,1,0,0,0.1,0,0,1
G05,E,77,2,0,0,0.1,0,0,1
G05,E,132,3,0,0,0.1,0,0,1
G05,F,26,0,0,0,0.1,0,0,1
G05,F,45,1,0,0,0.1,0,0,1
G05,F,87,2,0,0,0.1,0,0,1
G05,F,163,3,0,0,0.1,0,0,1
G05,G,12,0,0,0,0.1,0,0,1
G05,G,22,1,0,0,0.1,0,0,1
G05,G,28,2,0,0,0.1,0,0,1
G05,G,55,3,0,0,0.1,0,0,1
G05,H,51,0,0,0,0.1,0,0,1
G05,H,89,1,0,0,0.1,0,0,1
G05,H,157,2,0,0,0.1,0,0,1
G05,H,248,3,0,0,0.1,0,0,1
G05,I,69,0,0,0,0.1,0,0,1
G05,I,115,1,0,0,0.1,0,0,1
G05,I,187,2,0,0,0.1,0,0,1
G05,I,324,3,0,0,0.1,0,0,1
G05,J,74,0,0,0,0.1,0,0,1
G05,J,134,1,0,0,0.1,0,0,1
G05,J,265,2,0,0,0.1,0,0,1
G05,J,513,3,0,0,0.1,0,0,1
G05,K,25,0,0,0,0.1,0,0,1
G05,K,34,1,0,0,0.1,0,0,1
G05,K,52,2,0,0,0.1,0,0,1
G05,K,89,3,0,0,0.1,0,0,1
G05,L,16,0,0,0,0.1,0,0,1
G05,L,24,1,0,0,0.1,0,0,1
G05,L,42,2,0,0,0.1,0,0,1
G05,L,66,3,0,0,0.1,0,0,1
G05,M,31,0,0,0,0.1,0,0,1
G05,M,58,1,0,0,0.1,0,0,1
G05,M,121,2,0,0,0.1,0,0,1
G05,M,201,3,0,0,0.1,0,0,1
G05,N,38,0,0,0,0.1,0,0,1
G05,N,66,1,0,0,0.1,0,0,1
G05,N,102,2,0,0,0.1,0,0,1
G05,N,157,3,0,0,0.1,0,0,1
G05,O,40,0,0,0,0.1,0,0,1
G05,O,51,1,0,0,0.1,0,0,1
G05,O,106,2,0,0,0.1,0,0,1
G05,O,213,3,0,0,0.1,0,0,1
G05,P,38,0,0,0,0.1,0,0,1
G05,P,52,1,0,0,0.1,0,0,1
G05,P,64,2,0,0,0.1,0,0,1
G05,P,94,3,0,0,0.1,0,0,1
G05,Q,20,0,0,0,0.1,0,0,1
G05,Q,33,1,0,0,0.1,0,0,1
G05,Q,47,2,0,0,0.1,0,0,1
G05,Q,82,3,0,0,0.1,0,0,1
G05,R,14,0,0,0,0.1,0,0,1
G05,R,24,1,0,0,0.1,0,0,1
G05,R,39,2,0,0,0.1,0,0,1
G05,R,76,3,0,0,0.1,0,0,1
G05,S,20,0,0,0,0.1,0,0,1
G05,S,23,1,0,0,0.1,0,0,1
G05,S,27,2,0,0,0.1,0,0,1
G05,S,54,3,0,0,0.1,0,0,1
G05,T,15,0,0,0,0.1,0,0,1
G05,T,28,1,0,0,0.1,0,0,1
G05,T,54,2,0,0,0.1,0,0,1
