"","Expt","Well","Colony","Cell.count","Time.day","Erl","CHX","FSK","TRM","X17A","SB","An","Cell.line","Plate","ABT","PLX"
"1690","BPSKMEL","C11",81,450,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1691","BPSKMEL","C11",81,459,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1692","BPSKMEL","C11",81,495,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1693","BPSKMEL","C11",81,237,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1694","BPSKMEL","C11",81,291,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1695","BPSKMEL","C11",81,308,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1696","BPSKMEL","C11",81,185,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1697","BPSKMEL","C11",81,184,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1698","BPSKMEL","C11",81,211,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1699","BPSKMEL","C11",81,215,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1700","BPSKMEL","C11",81,213,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1701","BPSKMEL","C11",81,185,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1702","BPSKMEL","C11",82,2,0,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1703","BPSKMEL","C11",82,4,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1704","BPSKMEL","C11",82,6,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1705","BPSKMEL","C11",82,12,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1706","BPSKMEL","C11",82,21,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1707","BPSKMEL","C11",82,38,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1708","BPSKMEL","C11",82,60,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1709","BPSKMEL","C11",82,59,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1710","BPSKMEL","C11",82,73,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1711","BPSKMEL","C11",82,70,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1712","BPSKMEL","C11",82,51,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1713","BPSKMEL","C11",82,51,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1714","BPSKMEL","C11",82,10,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1715","BPSKMEL","C11",82,7,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1716","BPSKMEL","C11",82,2,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1717","BPSKMEL","C11",82,1,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1718","BPSKMEL","C11",82,2,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1719","BPSKMEL","C11",82,2,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1720","BPSKMEL","C11",82,2,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1721","BPSKMEL","C11",82,2,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1722","BPSKMEL","C11",82,2,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,16
"1723","BPSKMEL","F02",1,30,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1724","BPSKMEL","F02",1,40,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1725","BPSKMEL","F02",1,46,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1726","BPSKMEL","F02",1,90,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1727","BPSKMEL","F02",1,166,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1728","BPSKMEL","F02",1,289,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1729","BPSKMEL","F02",1,440,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1730","BPSKMEL","F02",1,442,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1731","BPSKMEL","F02",1,559,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1732","BPSKMEL","F02",1,779,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1733","BPSKMEL","F02",1,881,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1734","BPSKMEL","F02",1,979,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1735","BPSKMEL","F02",1,963,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1736","BPSKMEL","F02",1,1022,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1737","BPSKMEL","F02",1,1150,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1738","BPSKMEL","F02",1,1204,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1739","BPSKMEL","F02",1,1163,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1740","BPSKMEL","F02",1,1229,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1741","BPSKMEL","F02",1,1307,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1742","BPSKMEL","F02",1,1326,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1743","BPSKMEL","F02",1,1197,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1744","BPSKMEL","F02",2,3,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1745","BPSKMEL","F02",2,6,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1746","BPSKMEL","F02",2,9,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1747","BPSKMEL","F02",2,17,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1748","BPSKMEL","F02",2,37,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1749","BPSKMEL","F02",2,58,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1750","BPSKMEL","F02",2,113,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1751","BPSKMEL","F02",2,119,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1752","BPSKMEL","F02",2,181,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1753","BPSKMEL","F02",2,182,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1754","BPSKMEL","F02",2,234,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1755","BPSKMEL","F02",2,287,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1756","BPSKMEL","F02",2,314,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1757","BPSKMEL","F02",2,345,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1758","BPSKMEL","F02",2,419,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1759","BPSKMEL","F02",2,431,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1760","BPSKMEL","F02",2,488,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1761","BPSKMEL","F02",2,550,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1762","BPSKMEL","F02",2,572,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1763","BPSKMEL","F02",2,597,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1764","BPSKMEL","F02",2,517,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1765","BPSKMEL","F03",3,3,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1766","BPSKMEL","F03",3,4,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1767","BPSKMEL","F03",3,7,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1768","BPSKMEL","F03",3,10,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1769","BPSKMEL","F03",3,19,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1770","BPSKMEL","F03",3,28,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1771","BPSKMEL","F03",3,47,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1772","BPSKMEL","F03",3,43,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1773","BPSKMEL","F03",3,51,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1774","BPSKMEL","F03",3,66,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1775","BPSKMEL","F03",3,70,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1776","BPSKMEL","F03",3,67,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1777","BPSKMEL","F03",3,74,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1778","BPSKMEL","F03",3,87,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1779","BPSKMEL","F03",3,85,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1780","BPSKMEL","F03",3,84,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1781","BPSKMEL","F03",3,106,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1782","BPSKMEL","F03",3,112,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1783","BPSKMEL","F03",3,138,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1784","BPSKMEL","F03",3,153,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1785","BPSKMEL","F03",3,161,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1786","BPSKMEL","F03",4,4,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1787","BPSKMEL","F03",4,9,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1788","BPSKMEL","F03",4,16,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1789","BPSKMEL","F03",4,25,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1790","BPSKMEL","F03",4,48,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1791","BPSKMEL","F03",4,84,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1792","BPSKMEL","F03",4,148,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1793","BPSKMEL","F03",4,157,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1794","BPSKMEL","F03",4,225,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1795","BPSKMEL","F03",4,274,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1796","BPSKMEL","F03",4,315,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1797","BPSKMEL","F03",4,336,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1798","BPSKMEL","F03",4,335,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1799","BPSKMEL","F03",4,344,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1800","BPSKMEL","F03",4,378,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1801","BPSKMEL","F03",4,379,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1802","BPSKMEL","F03",4,373,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1803","BPSKMEL","F03",4,442,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1804","BPSKMEL","F03",4,437,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1805","BPSKMEL","F03",4,443,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1806","BPSKMEL","F03",4,422,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1807","BPSKMEL","F03",5,2,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1808","BPSKMEL","F03",5,2,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1809","BPSKMEL","F03",5,4,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1810","BPSKMEL","F03",5,5,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1811","BPSKMEL","F03",5,11,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1812","BPSKMEL","F03",5,16,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1813","BPSKMEL","F03",5,31,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1814","BPSKMEL","F03",5,31,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1815","BPSKMEL","F03",5,48,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1816","BPSKMEL","F03",5,51,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1817","BPSKMEL","F03",5,54,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1818","BPSKMEL","F03",5,61,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1819","BPSKMEL","F03",5,51,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1820","BPSKMEL","F03",5,61,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1821","BPSKMEL","F03",5,74,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1822","BPSKMEL","F03",5,78,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1823","BPSKMEL","F03",5,71,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1824","BPSKMEL","F03",5,75,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1825","BPSKMEL","F03",5,58,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1826","BPSKMEL","F03",5,68,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1827","BPSKMEL","F03",5,64,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1828","BPSKMEL","F03",6,6,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1829","BPSKMEL","F03",6,11,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1830","BPSKMEL","F03",6,23,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1831","BPSKMEL","F03",6,36,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1832","BPSKMEL","F03",6,74,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1833","BPSKMEL","F03",6,139,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1834","BPSKMEL","F03",6,231,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1835","BPSKMEL","F03",6,234,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1836","BPSKMEL","F03",6,317,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1837","BPSKMEL","F03",6,300,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1838","BPSKMEL","F03",6,371,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1839","BPSKMEL","F03",6,450,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1840","BPSKMEL","F03",6,463,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1841","BPSKMEL","F03",6,566,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1842","BPSKMEL","F03",6,717,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1843","BPSKMEL","F03",6,747,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1844","BPSKMEL","F03",6,811,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1845","BPSKMEL","F03",6,977,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1846","BPSKMEL","F03",6,1028,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1847","BPSKMEL","F03",6,1145,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1848","BPSKMEL","F03",6,1231,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1849","BPSKMEL","F04",7,2,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1850","BPSKMEL","F04",7,2,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1851","BPSKMEL","F04",7,3,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1852","BPSKMEL","F04",7,9,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1853","BPSKMEL","F04",7,24,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1854","BPSKMEL","F04",7,41,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1855","BPSKMEL","F04",7,70,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1856","BPSKMEL","F04",7,67,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1857","BPSKMEL","F04",7,88,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1858","BPSKMEL","F04",7,98,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1859","BPSKMEL","F04",7,109,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1860","BPSKMEL","F04",7,124,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1861","BPSKMEL","F04",7,129,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1862","BPSKMEL","F04",7,119,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1863","BPSKMEL","F04",7,131,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1864","BPSKMEL","F04",7,125,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1865","BPSKMEL","F04",7,131,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1866","BPSKMEL","F04",7,142,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1867","BPSKMEL","F04",7,130,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1868","BPSKMEL","F04",7,139,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1869","BPSKMEL","F04",7,140,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1870","BPSKMEL","F04",8,6,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1871","BPSKMEL","F04",8,5,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1872","BPSKMEL","F04",8,10,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1873","BPSKMEL","F04",8,14,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1874","BPSKMEL","F04",8,27,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1875","BPSKMEL","F04",8,33,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1876","BPSKMEL","F04",8,54,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1877","BPSKMEL","F04",8,45,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1878","BPSKMEL","F04",8,73,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1879","BPSKMEL","F04",8,81,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1880","BPSKMEL","F04",8,111,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1881","BPSKMEL","F04",8,127,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1882","BPSKMEL","F04",8,117,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1883","BPSKMEL","F04",8,127,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1884","BPSKMEL","F04",8,116,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1885","BPSKMEL","F04",8,119,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1886","BPSKMEL","F04",8,124,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1887","BPSKMEL","F04",8,119,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1888","BPSKMEL","F04",8,116,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1889","BPSKMEL","F04",8,115,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1890","BPSKMEL","F04",8,118,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1891","BPSKMEL","F04",9,5,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1892","BPSKMEL","F04",9,17,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1893","BPSKMEL","F04",9,23,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1894","BPSKMEL","F04",9,48,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1895","BPSKMEL","F04",9,99,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1896","BPSKMEL","F04",9,201,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1897","BPSKMEL","F04",9,297,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1898","BPSKMEL","F04",9,302,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1899","BPSKMEL","F04",9,441,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1900","BPSKMEL","F04",9,458,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1901","BPSKMEL","F04",9,548,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1902","BPSKMEL","F04",9,618,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1903","BPSKMEL","F04",9,625,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1904","BPSKMEL","F04",9,691,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1905","BPSKMEL","F04",9,752,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1906","BPSKMEL","F04",9,763,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1907","BPSKMEL","F04",9,828,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1908","BPSKMEL","F04",9,880,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1909","BPSKMEL","F04",9,962,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1910","BPSKMEL","F04",9,1038,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1911","BPSKMEL","F04",9,1146,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1912","BPSKMEL","F04",10,3,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1913","BPSKMEL","F04",10,10,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1914","BPSKMEL","F04",10,16,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1915","BPSKMEL","F04",10,27,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1916","BPSKMEL","F04",10,47,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1917","BPSKMEL","F04",10,64,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1918","BPSKMEL","F04",10,115,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1919","BPSKMEL","F04",10,108,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1920","BPSKMEL","F04",10,116,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1921","BPSKMEL","F04",10,121,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1922","BPSKMEL","F04",10,142,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1923","BPSKMEL","F04",10,143,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1924","BPSKMEL","F04",10,160,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1925","BPSKMEL","F04",10,171,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1926","BPSKMEL","F04",10,171,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1927","BPSKMEL","F04",10,151,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1928","BPSKMEL","F04",10,145,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1929","BPSKMEL","F04",10,143,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1930","BPSKMEL","F04",10,123,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1931","BPSKMEL","F04",10,116,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1932","BPSKMEL","F04",10,93,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1933","BPSKMEL","F04",11,1,0,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1934","BPSKMEL","F04",11,3,1.712545833,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1935","BPSKMEL","F04",11,8,2.695325,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1936","BPSKMEL","F04",11,16,3.764479167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1937","BPSKMEL","F04",11,37,4.903575,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1938","BPSKMEL","F04",11,60,5.954283333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1939","BPSKMEL","F04",11,113,6.897975,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1940","BPSKMEL","F04",11,99,6.982258333,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1941","BPSKMEL","F04",11,131,7.6926375,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1942","BPSKMEL","F04",11,161,8.924766667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1943","BPSKMEL","F04",11,196,9.731066667,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1944","BPSKMEL","F04",11,199,10.7534125,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1945","BPSKMEL","F04",11,182,10.99522083,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1946","BPSKMEL","F04",11,216,11.78024167,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1947","BPSKMEL","F04",11,249,12.73057917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1948","BPSKMEL","F04",11,253,12.9729875,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1949","BPSKMEL","F04",11,278,13.70632917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1950","BPSKMEL","F04",11,309,14.875775,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1951","BPSKMEL","F04",11,361,16.12682917,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1952","BPSKMEL","F04",11,405,16.7051625,0,0,0,0,0,0,0,"SKMEL5",1,0,2
"1953","BPSKMEL","F04",11,449,17.764825,0,0,0,0,0,0,0,"SKMEL5",1,0,2
