Well,Colony,CellCount,Time_Day,Erl,SB,An,Cell.line,Plate
D04,B,60,0,0,0.1,0,PC9.sp,SB.plate
D04,B,111,1,0,0.1,0,PC9.sp,SB.plate
D04,B,208,2,0,0.1,0,PC9.sp,SB.plate
D04,B,378,3,0,0.1,0,PC9.sp,SB.plate
D04,C,29,0,0,0.1,0,PC9.sp,SB.plate
D04,C,66,1,0,0.1,0,PC9.sp,SB.plate
D04,C,127,2,0,0.1,0,PC9.sp,SB.plate
D04,C,266,3,0,0.1,0,PC9.sp,SB.plate
D04,D,24,0,0,0.1,0,PC9.sp,SB.plate
D04,D,46,1,0,0.1,0,PC9.sp,SB.plate
D04,D,76,2,0,0.1,0,PC9.sp,SB.plate
D04,D,145,3,0,0.1,0,PC9.sp,SB.plate
D04,E,31,0,0,0.1,0,PC9.sp,SB.plate
D04,E,57,1,0,0.1,0,PC9.sp,SB.plate
D04,E,97,2,0,0.1,0,PC9.sp,SB.plate
D04,E,196,3,0,0.1,0,PC9.sp,SB.plate
D04,F,44,0,0,0.1,0,PC9.sp,SB.plate
D04,F,77,1,0,0.1,0,PC9.sp,SB.plate
D04,F,125,2,0,0.1,0,PC9.sp,SB.plate
D04,F,231,3,0,0.1,0,PC9.sp,SB.plate
D04,G,22,0,0,0.1,0,PC9.sp,SB.plate
D04,G,36,1,0,0.1,0,PC9.sp,SB.plate
D04,G,61,2,0,0.1,0,PC9.sp,SB.plate
D04,G,101,3,0,0.1,0,PC9.sp,SB.plate
D04,H,26,0,0,0.1,0,PC9.sp,SB.plate
D04,H,50,1,0,0.1,0,PC9.sp,SB.plate
D04,H,101,2,0,0.1,0,PC9.sp,SB.plate
D04,H,185,3,0,0.1,0,PC9.sp,SB.plate
D04,I,27,0,0,0.1,0,PC9.sp,SB.plate
D04,I,56,1,0,0.1,0,PC9.sp,SB.plate
D04,I,103,2,0,0.1,0,PC9.sp,SB.plate
D04,I,206,3,0,0.1,0,PC9.sp,SB.plate
D04,J,9,0,0,0.1,0,PC9.sp,SB.plate
D04,J,15,1,0,0.1,0,PC9.sp,SB.plate
D04,J,23,2,0,0.1,0,PC9.sp,SB.plate
D04,J,46,3,0,0.1,0,PC9.sp,SB.plate
D07,A,32,0,3,0.1,0,PC9.sp,SB.plate
D07,A,59,1,3,0.1,0,PC9.sp,SB.plate
D07,A,67,2,3,0.1,0,PC9.sp,SB.plate
D07,A,55,3,3,0.1,0,PC9.sp,SB.plate
D07,A,49,4,3,0.1,0,PC9.sp,SB.plate
D07,A,47,5,3,0.1,0,PC9.sp,SB.plate
D07,A,42,6,3,0.1,0,PC9.sp,SB.plate
D07,A,27,7,3,0.1,0,PC9.sp,SB.plate
D07,A,26,8,3,0.1,0,PC9.sp,SB.plate
D07,A,21,9,3,0.1,0,PC9.sp,SB.plate
D07,A,20,10,3,0.1,0,PC9.sp,SB.plate
D07,B,50,0,3,0.1,0,PC9.sp,SB.plate
D07,B,100,1,3,0.1,0,PC9.sp,SB.plate
D07,B,115,2,3,0.1,0,PC9.sp,SB.plate
D07,B,120,3,3,0.1,0,PC9.sp,SB.plate
D07,B,132,4,3,0.1,0,PC9.sp,SB.plate
D07,B,129,5,3,0.1,0,PC9.sp,SB.plate
D07,B,128,6,3,0.1,0,PC9.sp,SB.plate
D07,B,105,7,3,0.1,0,PC9.sp,SB.plate
D07,B,81,8,3,0.1,0,PC9.sp,SB.plate
D07,B,67,9,3,0.1,0,PC9.sp,SB.plate
D07,B,49,10,3,0.1,0,PC9.sp,SB.plate
D07,C,11,0,3,0.1,0,PC9.sp,SB.plate
D07,C,15,1,3,0.1,0,PC9.sp,SB.plate
D07,C,18,2,3,0.1,0,PC9.sp,SB.plate
D07,C,20,3,3,0.1,0,PC9.sp,SB.plate
D07,C,25,4,3,0.1,0,PC9.sp,SB.plate
D07,C,33,5,3,0.1,0,PC9.sp,SB.plate
D07,C,37,6,3,0.1,0,PC9.sp,SB.plate
D07,C,43,7,3,0.1,0,PC9.sp,SB.plate
D07,C,48,8,3,0.1,0,PC9.sp,SB.plate
D07,C,48,9,3,0.1,0,PC9.sp,SB.plate
D07,C,49,10,3,0.1,0,PC9.sp,SB.plate
D07,D,51,0,3,0.1,0,PC9.sp,SB.plate
D07,D,86,1,3,0.1,0,PC9.sp,SB.plate
D07,D,118,2,3,0.1,0,PC9.sp,SB.plate
D07,D,133,3,3,0.1,0,PC9.sp,SB.plate
D07,D,137,4,3,0.1,0,PC9.sp,SB.plate
D07,D,145,5,3,0.1,0,PC9.sp,SB.plate
D07,D,142,6,3,0.1,0,PC9.sp,SB.plate
D07,D,149,7,3,0.1,0,PC9.sp,SB.plate
D07,D,149,8,3,0.1,0,PC9.sp,SB.plate
D07,D,141,9,3,0.1,0,PC9.sp,SB.plate
D07,D,135,10,3,0.1,0,PC9.sp,SB.plate
D07,E,122,0,3,0.1,0,PC9.sp,SB.plate
D07,E,208,1,3,0.1,0,PC9.sp,SB.plate
D07,E,251,2,3,0.1,0,PC9.sp,SB.plate
D07,E,266,3,3,0.1,0,PC9.sp,SB.plate
D07,E,267,4,3,0.1,0,PC9.sp,SB.plate
D07,E,250,5,3,0.1,0,PC9.sp,SB.plate
D07,E,243,6,3,0.1,0,PC9.sp,SB.plate
D07,E,200,7,3,0.1,0,PC9.sp,SB.plate
D07,E,182,8,3,0.1,0,PC9.sp,SB.plate
D07,E,166,9,3,0.1,0,PC9.sp,SB.plate
D07,E,142,10,3,0.1,0,PC9.sp,SB.plate
D07,F,30,0,3,0.1,0,PC9.sp,SB.plate
D07,F,59,1,3,0.1,0,PC9.sp,SB.plate
D07,F,86,2,3,0.1,0,PC9.sp,SB.plate
D07,F,101,3,3,0.1,0,PC9.sp,SB.plate
D07,F,111,4,3,0.1,0,PC9.sp,SB.plate
D07,F,118,5,3,0.1,0,PC9.sp,SB.plate
D07,F,120,6,3,0.1,0,PC9.sp,SB.plate
D07,F,117,7,3,0.1,0,PC9.sp,SB.plate
D07,F,116,8,3,0.1,0,PC9.sp,SB.plate
D07,F,109,9,3,0.1,0,PC9.sp,SB.plate
D07,F,95,10,3,0.1,0,PC9.sp,SB.plate
D07,G,25,0,3,0.1,0,PC9.sp,SB.plate
D07,G,40,1,3,0.1,0,PC9.sp,SB.plate
D07,G,52,2,3,0.1,0,PC9.sp,SB.plate
D07,G,45,3,3,0.1,0,PC9.sp,SB.plate
D07,G,39,4,3,0.1,0,PC9.sp,SB.plate
D07,G,26,5,3,0.1,0,PC9.sp,SB.plate
D07,G,18,6,3,0.1,0,PC9.sp,SB.plate
D07,G,10,7,3,0.1,0,PC9.sp,SB.plate
D07,G,9,8,3,0.1,0,PC9.sp,SB.plate
D07,G,5,9,3,0.1,0,PC9.sp,SB.plate
D07,G,2,10,3,0.1,0,PC9.sp,SB.plate
D07,H,28,0,3,0.1,0,PC9.sp,SB.plate
D07,H,52,1,3,0.1,0,PC9.sp,SB.plate
D07,H,82,2,3,0.1,0,PC9.sp,SB.plate
D07,H,87,3,3,0.1,0,PC9.sp,SB.plate
D07,H,94,4,3,0.1,0,PC9.sp,SB.plate
D07,H,90,5,3,0.1,0,PC9.sp,SB.plate
D07,H,75,6,3,0.1,0,PC9.sp,SB.plate
D07,H,49,7,3,0.1,0,PC9.sp,SB.plate
D07,H,37,8,3,0.1,0,PC9.sp,SB.plate
D07,H,33,9,3,0.1,0,PC9.sp,SB.plate
D07,H,26,10,3,0.1,0,PC9.sp,SB.plate
D07,I,34,0,3,0.1,0,PC9.sp,SB.plate
D07,I,64,1,3,0.1,0,PC9.sp,SB.plate
D07,I,90,2,3,0.1,0,PC9.sp,SB.plate
D07,I,92,3,3,0.1,0,PC9.sp,SB.plate
D07,I,95,4,3,0.1,0,PC9.sp,SB.plate
D07,I,89,5,3,0.1,0,PC9.sp,SB.plate
D07,I,83,6,3,0.1,0,PC9.sp,SB.plate
D07,I,72,7,3,0.1,0,PC9.sp,SB.plate
D07,I,67,8,3,0.1,0,PC9.sp,SB.plate
D07,I,69,9,3,0.1,0,PC9.sp,SB.plate
D07,I,53,10,3,0.1,0,PC9.sp,SB.plate
D07,J,23,0,3,0.1,0,PC9.sp,SB.plate
D07,J,42,1,3,0.1,0,PC9.sp,SB.plate
D07,J,55,2,3,0.1,0,PC9.sp,SB.plate
D07,J,50,3,3,0.1,0,PC9.sp,SB.plate
D07,J,47,4,3,0.1,0,PC9.sp,SB.plate
D07,J,55,5,3,0.1,0,PC9.sp,SB.plate
D07,J,51,6,3,0.1,0,PC9.sp,SB.plate
D07,J,61,7,3,0.1,0,PC9.sp,SB.plate
D07,J,48,8,3,0.1,0,PC9.sp,SB.plate
D07,J,45,9,3,0.1,0,PC9.sp,SB.plate
D07,J,39,10,3,0.1,0,PC9.sp,SB.plate
D07,K,42,0,3,0.1,0,PC9.sp,SB.plate
D07,K,58,1,3,0.1,0,PC9.sp,SB.plate
D07,K,97,2,3,0.1,0,PC9.sp,SB.plate
D07,K,118,3,3,0.1,0,PC9.sp,SB.plate
D07,K,134,4,3,0.1,0,PC9.sp,SB.plate
D07,K,134,5,3,0.1,0,PC9.sp,SB.plate
D07,K,129,6,3,0.1,0,PC9.sp,SB.plate
D07,K,103,7,3,0.1,0,PC9.sp,SB.plate
D07,K,89,8,3,0.1,0,PC9.sp,SB.plate
D07,K,65,9,3,0.1,0,PC9.sp,SB.plate
D07,K,61,10,3,0.1,0,PC9.sp,SB.plate
D07,L,33,0,3,0.1,0,PC9.sp,SB.plate
D07,L,71,1,3,0.1,0,PC9.sp,SB.plate
D07,L,103,2,3,0.1,0,PC9.sp,SB.plate
D07,L,139,3,3,0.1,0,PC9.sp,SB.plate
D07,L,157,4,3,0.1,0,PC9.sp,SB.plate
D07,L,148,5,3,0.1,0,PC9.sp,SB.plate
D07,L,126,6,3,0.1,0,PC9.sp,SB.plate
D07,L,90,7,3,0.1,0,PC9.sp,SB.plate
D07,L,90,8,3,0.1,0,PC9.sp,SB.plate
D07,L,81,9,3,0.1,0,PC9.sp,SB.plate
D07,L,70,10,3,0.1,0,PC9.sp,SB.plate
D07,M,20,0,3,0.1,0,PC9.sp,SB.plate
D07,M,26,1,3,0.1,0,PC9.sp,SB.plate
D07,M,31,2,3,0.1,0,PC9.sp,SB.plate
D07,M,30,3,3,0.1,0,PC9.sp,SB.plate
D07,M,29,4,3,0.1,0,PC9.sp,SB.plate
D07,M,25,5,3,0.1,0,PC9.sp,SB.plate
D07,M,18,6,3,0.1,0,PC9.sp,SB.plate
D07,M,18,7,3,0.1,0,PC9.sp,SB.plate
D07,M,13,8,3,0.1,0,PC9.sp,SB.plate
D07,M,11,9,3,0.1,0,PC9.sp,SB.plate
D07,M,8,10,3,0.1,0,PC9.sp,SB.plate
D07,N,16,0,3,0.1,0,PC9.sp,SB.plate
D07,N,20,1,3,0.1,0,PC9.sp,SB.plate
D07,N,27,2,3,0.1,0,PC9.sp,SB.plate
D07,N,26,3,3,0.1,0,PC9.sp,SB.plate
D07,N,25,4,3,0.1,0,PC9.sp,SB.plate
D07,N,25,5,3,0.1,0,PC9.sp,SB.plate
D07,N,23,6,3,0.1,0,PC9.sp,SB.plate
D07,N,16,7,3,0.1,0,PC9.sp,SB.plate
D07,N,13,8,3,0.1,0,PC9.sp,SB.plate
D07,N,12,9,3,0.1,0,PC9.sp,SB.plate
D07,N,5,10,3,0.1,0,PC9.sp,SB.plate
D07,O,28,0,3,0.1,0,PC9.sp,SB.plate
D07,O,53,1,3,0.1,0,PC9.sp,SB.plate
D07,O,70,2,3,0.1,0,PC9.sp,SB.plate
D07,O,72,3,3,0.1,0,PC9.sp,SB.plate
D07,O,73,4,3,0.1,0,PC9.sp,SB.plate
D07,O,74,5,3,0.1,0,PC9.sp,SB.plate
D07,O,63,6,3,0.1,0,PC9.sp,SB.plate
D07,O,44,7,3,0.1,0,PC9.sp,SB.plate
D07,O,39,8,3,0.1,0,PC9.sp,SB.plate
D07,O,34,9,3,0.1,0,PC9.sp,SB.plate
D07,O,29,10,3,0.1,0,PC9.sp,SB.plate
D07,P,19,0,3,0.1,0,PC9.sp,SB.plate
D07,P,29,1,3,0.1,0,PC9.sp,SB.plate
D07,P,43,2,3,0.1,0,PC9.sp,SB.plate
D07,P,56,3,3,0.1,0,PC9.sp,SB.plate
D07,P,62,4,3,0.1,0,PC9.sp,SB.plate
D07,P,58,5,3,0.1,0,PC9.sp,SB.plate
D07,P,64,6,3,0.1,0,PC9.sp,SB.plate
D07,P,58,7,3,0.1,0,PC9.sp,SB.plate
D07,P,59,8,3,0.1,0,PC9.sp,SB.plate
D07,P,55,9,3,0.1,0,PC9.sp,SB.plate
D07,P,44,10,3,0.1,0,PC9.sp,SB.plate
D07,Q,21,0,3,0.1,0,PC9.sp,SB.plate
D07,Q,29,1,3,0.1,0,PC9.sp,SB.plate
D07,Q,35,2,3,0.1,0,PC9.sp,SB.plate
D07,Q,34,3,3,0.1,0,PC9.sp,SB.plate
D07,Q,31,4,3,0.1,0,PC9.sp,SB.plate
D07,Q,23,5,3,0.1,0,PC9.sp,SB.plate
D07,Q,18,6,3,0.1,0,PC9.sp,SB.plate
D07,Q,11,7,3,0.1,0,PC9.sp,SB.plate
D07,Q,7,8,3,0.1,0,PC9.sp,SB.plate
D07,Q,5,9,3,0.1,0,PC9.sp,SB.plate
D07,Q,7,10,3,0.1,0,PC9.sp,SB.plate
D07,R,40,0,3,0.1,0,PC9.sp,SB.plate
D07,R,65,1,3,0.1,0,PC9.sp,SB.plate
D07,R,74,2,3,0.1,0,PC9.sp,SB.plate
D07,R,71,3,3,0.1,0,PC9.sp,SB.plate
D07,R,56,4,3,0.1,0,PC9.sp,SB.plate
D07,R,40,5,3,0.1,0,PC9.sp,SB.plate
D07,R,41,6,3,0.1,0,PC9.sp,SB.plate
D07,R,13,7,3,0.1,0,PC9.sp,SB.plate
D07,R,8,8,3,0.1,0,PC9.sp,SB.plate
D07,R,6,9,3,0.1,0,PC9.sp,SB.plate
D07,R,6,10,3,0.1,0,PC9.sp,SB.plate
D07,S,22,0,3,0.1,0,PC9.sp,SB.plate
D07,S,45,1,3,0.1,0,PC9.sp,SB.plate
D07,S,43,2,3,0.1,0,PC9.sp,SB.plate
D07,S,44,3,3,0.1,0,PC9.sp,SB.plate
D07,S,43,4,3,0.1,0,PC9.sp,SB.plate
D07,S,38,5,3,0.1,0,PC9.sp,SB.plate
D07,S,37,6,3,0.1,0,PC9.sp,SB.plate
D07,S,28,7,3,0.1,0,PC9.sp,SB.plate
D07,S,33,8,3,0.1,0,PC9.sp,SB.plate
D07,S,32,9,3,0.1,0,PC9.sp,SB.plate
D07,S,34,10,3,0.1,0,PC9.sp,SB.plate
D07,T,49,0,3,0.1,0,PC9.sp,SB.plate
D07,T,83,1,3,0.1,0,PC9.sp,SB.plate
D07,T,109,2,3,0.1,0,PC9.sp,SB.plate
D07,T,140,3,3,0.1,0,PC9.sp,SB.plate
D07,T,140,4,3,0.1,0,PC9.sp,SB.plate
D07,T,119,5,3,0.1,0,PC9.sp,SB.plate
D07,T,92,6,3,0.1,0,PC9.sp,SB.plate
D07,T,56,7,3,0.1,0,PC9.sp,SB.plate
D07,T,49,8,3,0.1,0,PC9.sp,SB.plate
D07,T,58,9,3,0.1,0,PC9.sp,SB.plate
D07,T,38,10,3,0.1,0,PC9.sp,SB.plate
D07,U,41,0,3,0.1,0,PC9.sp,SB.plate
D07,U,75,1,3,0.1,0,PC9.sp,SB.plate
D07,U,93,2,3,0.1,0,PC9.sp,SB.plate
D07,U,103,3,3,0.1,0,PC9.sp,SB.plate
D07,U,84,4,3,0.1,0,PC9.sp,SB.plate
D07,U,85,5,3,0.1,0,PC9.sp,SB.plate
D07,U,71,6,3,0.1,0,PC9.sp,SB.plate
D07,U,58,7,3,0.1,0,PC9.sp,SB.plate
D07,U,51,8,3,0.1,0,PC9.sp,SB.plate
D07,U,44,9,3,0.1,0,PC9.sp,SB.plate
D07,U,37,10,3,0.1,0,PC9.sp,SB.plate
D07,V,28,0,3,0.1,0,PC9.sp,SB.plate
D07,V,53,1,3,0.1,0,PC9.sp,SB.plate
D07,V,84,2,3,0.1,0,PC9.sp,SB.plate
D07,V,91,3,3,0.1,0,PC9.sp,SB.plate
D07,V,78,4,3,0.1,0,PC9.sp,SB.plate
D07,V,57,5,3,0.1,0,PC9.sp,SB.plate
D07,V,46,6,3,0.1,0,PC9.sp,SB.plate
D07,V,37,7,3,0.1,0,PC9.sp,SB.plate
D07,V,33,8,3,0.1,0,PC9.sp,SB.plate
D07,V,28,9,3,0.1,0,PC9.sp,SB.plate
D07,V,22,10,3,0.1,0,PC9.sp,SB.plate
D07,W,53,0,3,0.1,0,PC9.sp,SB.plate
D07,W,107,1,3,0.1,0,PC9.sp,SB.plate
D07,W,131,2,3,0.1,0,PC9.sp,SB.plate
D07,W,143,3,3,0.1,0,PC9.sp,SB.plate
D07,W,139,4,3,0.1,0,PC9.sp,SB.plate
D07,W,141,5,3,0.1,0,PC9.sp,SB.plate
D07,W,134,6,3,0.1,0,PC9.sp,SB.plate
D07,W,112,7,3,0.1,0,PC9.sp,SB.plate
D07,W,101,8,3,0.1,0,PC9.sp,SB.plate
D07,W,105,9,3,0.1,0,PC9.sp,SB.plate
D07,W,92,10,3,0.1,0,PC9.sp,SB.plate
D07,X,52,0,3,0.1,0,PC9.sp,SB.plate
D07,X,96,1,3,0.1,0,PC9.sp,SB.plate
D07,X,119,2,3,0.1,0,PC9.sp,SB.plate
D07,X,129,3,3,0.1,0,PC9.sp,SB.plate
D07,X,145,4,3,0.1,0,PC9.sp,SB.plate
D07,X,140,5,3,0.1,0,PC9.sp,SB.plate
D07,X,139,6,3,0.1,0,PC9.sp,SB.plate
D07,X,134,7,3,0.1,0,PC9.sp,SB.plate
D07,X,124,8,3,0.1,0,PC9.sp,SB.plate
D07,X,135,9,3,0.1,0,PC9.sp,SB.plate
D07,X,119,10,3,0.1,0,PC9.sp,SB.plate
D08,A,23,0,3,0.1,0,PC9.sp,SB.plate
D08,A,37,1,3,0.1,0,PC9.sp,SB.plate
D08,A,50,2,3,0.1,0,PC9.sp,SB.plate
D08,A,51,3,3,0.1,0,PC9.sp,SB.plate
D08,A,48,4,3,0.1,0,PC9.sp,SB.plate
D08,A,37,5,3,0.1,0,PC9.sp,SB.plate
D08,A,31,6,3,0.1,0,PC9.sp,SB.plate
D08,A,22,7,3,0.1,0,PC9.sp,SB.plate
D08,A,24,8,3,0.1,0,PC9.sp,SB.plate
D08,A,21,9,3,0.1,0,PC9.sp,SB.plate
D08,A,20,10,3,0.1,0,PC9.sp,SB.plate
D08,B,29,0,3,0.1,0,PC9.sp,SB.plate
D08,B,43,1,3,0.1,0,PC9.sp,SB.plate
D08,B,60,2,3,0.1,0,PC9.sp,SB.plate
D08,B,59,3,3,0.1,0,PC9.sp,SB.plate
D08,B,49,4,3,0.1,0,PC9.sp,SB.plate
D08,B,37,5,3,0.1,0,PC9.sp,SB.plate
D08,B,29,6,3,0.1,0,PC9.sp,SB.plate
D08,B,9,7,3,0.1,0,PC9.sp,SB.plate
D08,B,8,8,3,0.1,0,PC9.sp,SB.plate
D08,B,8,9,3,0.1,0,PC9.sp,SB.plate
D08,B,10,10,3,0.1,0,PC9.sp,SB.plate
D08,C,40,0,3,0.1,0,PC9.sp,SB.plate
D08,C,51,1,3,0.1,0,PC9.sp,SB.plate
D08,C,76,2,3,0.1,0,PC9.sp,SB.plate
D08,C,76,3,3,0.1,0,PC9.sp,SB.plate
D08,C,87,4,3,0.1,0,PC9.sp,SB.plate
D08,C,104,5,3,0.1,0,PC9.sp,SB.plate
D08,C,105,6,3,0.1,0,PC9.sp,SB.plate
D08,C,98,7,3,0.1,0,PC9.sp,SB.plate
D08,C,79,8,3,0.1,0,PC9.sp,SB.plate
D08,C,74,9,3,0.1,0,PC9.sp,SB.plate
D08,C,46,10,3,0.1,0,PC9.sp,SB.plate
D08,D,21,0,3,0.1,0,PC9.sp,SB.plate
D08,D,38,1,3,0.1,0,PC9.sp,SB.plate
D08,D,42,2,3,0.1,0,PC9.sp,SB.plate
D08,D,43,3,3,0.1,0,PC9.sp,SB.plate
D08,D,42,4,3,0.1,0,PC9.sp,SB.plate
D08,D,42,5,3,0.1,0,PC9.sp,SB.plate
D08,D,42,6,3,0.1,0,PC9.sp,SB.plate
D08,D,43,7,3,0.1,0,PC9.sp,SB.plate
D08,D,42,8,3,0.1,0,PC9.sp,SB.plate
D08,D,39,9,3,0.1,0,PC9.sp,SB.plate
D08,D,38,10,3,0.1,0,PC9.sp,SB.plate
D08,E,31,0,3,0.1,0,PC9.sp,SB.plate
D08,E,39,1,3,0.1,0,PC9.sp,SB.plate
D08,E,42,2,3,0.1,0,PC9.sp,SB.plate
D08,E,38,3,3,0.1,0,PC9.sp,SB.plate
D08,E,36,4,3,0.1,0,PC9.sp,SB.plate
D08,E,33,5,3,0.1,0,PC9.sp,SB.plate
D08,E,28,6,3,0.1,0,PC9.sp,SB.plate
D08,E,26,7,3,0.1,0,PC9.sp,SB.plate
D08,E,21,8,3,0.1,0,PC9.sp,SB.plate
D08,E,21,9,3,0.1,0,PC9.sp,SB.plate
D08,E,17,10,3,0.1,0,PC9.sp,SB.plate
D08,F,20,0,3,0.1,0,PC9.sp,SB.plate
D08,F,29,1,3,0.1,0,PC9.sp,SB.plate
D08,F,41,2,3,0.1,0,PC9.sp,SB.plate
D08,F,43,3,3,0.1,0,PC9.sp,SB.plate
D08,F,44,4,3,0.1,0,PC9.sp,SB.plate
D08,F,48,5,3,0.1,0,PC9.sp,SB.plate
D08,F,45,6,3,0.1,0,PC9.sp,SB.plate
D08,F,44,7,3,0.1,0,PC9.sp,SB.plate
D08,F,40,8,3,0.1,0,PC9.sp,SB.plate
D08,F,37,9,3,0.1,0,PC9.sp,SB.plate
D08,F,35,10,3,0.1,0,PC9.sp,SB.plate
D08,G,28,0,3,0.1,0,PC9.sp,SB.plate
D08,G,44,1,3,0.1,0,PC9.sp,SB.plate
D08,G,65,2,3,0.1,0,PC9.sp,SB.plate
D08,G,71,3,3,0.1,0,PC9.sp,SB.plate
D08,G,77,4,3,0.1,0,PC9.sp,SB.plate
D08,G,53,5,3,0.1,0,PC9.sp,SB.plate
D08,G,45,6,3,0.1,0,PC9.sp,SB.plate
D08,G,16,7,3,0.1,0,PC9.sp,SB.plate
D08,G,15,8,3,0.1,0,PC9.sp,SB.plate
D08,G,12,9,3,0.1,0,PC9.sp,SB.plate
D08,G,5,10,3,0.1,0,PC9.sp,SB.plate
D08,H,20,0,3,0.1,0,PC9.sp,SB.plate
D08,H,38,1,3,0.1,0,PC9.sp,SB.plate
D08,H,31,2,3,0.1,0,PC9.sp,SB.plate
D08,H,25,3,3,0.1,0,PC9.sp,SB.plate
D08,H,22,4,3,0.1,0,PC9.sp,SB.plate
D08,H,14,5,3,0.1,0,PC9.sp,SB.plate
D08,H,8,6,3,0.1,0,PC9.sp,SB.plate
D08,H,5,7,3,0.1,0,PC9.sp,SB.plate
D08,H,3,8,3,0.1,0,PC9.sp,SB.plate
D08,H,3,9,3,0.1,0,PC9.sp,SB.plate
D08,H,2,10,3,0.1,0,PC9.sp,SB.plate
D08,I,23,0,3,0.1,0,PC9.sp,SB.plate
D08,I,29,1,3,0.1,0,PC9.sp,SB.plate
D08,I,40,2,3,0.1,0,PC9.sp,SB.plate
D08,I,41,3,3,0.1,0,PC9.sp,SB.plate
D08,I,34,4,3,0.1,0,PC9.sp,SB.plate
D08,I,27,5,3,0.1,0,PC9.sp,SB.plate
D08,I,21,6,3,0.1,0,PC9.sp,SB.plate
D08,I,12,7,3,0.1,0,PC9.sp,SB.plate
D08,I,8,8,3,0.1,0,PC9.sp,SB.plate
D08,I,7,9,3,0.1,0,PC9.sp,SB.plate
D08,I,3,10,3,0.1,0,PC9.sp,SB.plate
D08,J,20,0,3,0.1,0,PC9.sp,SB.plate
D08,J,33,1,3,0.1,0,PC9.sp,SB.plate
D08,J,40,2,3,0.1,0,PC9.sp,SB.plate
D08,J,42,3,3,0.1,0,PC9.sp,SB.plate
D08,J,40,4,3,0.1,0,PC9.sp,SB.plate
D08,J,38,5,3,0.1,0,PC9.sp,SB.plate
D08,J,34,6,3,0.1,0,PC9.sp,SB.plate
D08,J,18,7,3,0.1,0,PC9.sp,SB.plate
D08,J,10,8,3,0.1,0,PC9.sp,SB.plate
D08,J,6,9,3,0.1,0,PC9.sp,SB.plate
D08,J,2,10,3,0.1,0,PC9.sp,SB.plate
D08,K,29,0,3,0.1,0,PC9.sp,SB.plate
D08,K,71,1,3,0.1,0,PC9.sp,SB.plate
D08,K,101,2,3,0.1,0,PC9.sp,SB.plate
D08,K,110,3,3,0.1,0,PC9.sp,SB.plate
D08,K,114,4,3,0.1,0,PC9.sp,SB.plate
D08,K,89,5,3,0.1,0,PC9.sp,SB.plate
D08,K,66,6,3,0.1,0,PC9.sp,SB.plate
D08,K,42,7,3,0.1,0,PC9.sp,SB.plate
D08,K,31,8,3,0.1,0,PC9.sp,SB.plate
D08,K,18,9,3,0.1,0,PC9.sp,SB.plate
D08,K,11,10,3,0.1,0,PC9.sp,SB.plate
D08,L,30,0,3,0.1,0,PC9.sp,SB.plate
D08,L,50,1,3,0.1,0,PC9.sp,SB.plate
D08,L,62,2,3,0.1,0,PC9.sp,SB.plate
D08,L,56,3,3,0.1,0,PC9.sp,SB.plate
D08,L,43,4,3,0.1,0,PC9.sp,SB.plate
D08,L,28,5,3,0.1,0,PC9.sp,SB.plate
D08,L,31,6,3,0.1,0,PC9.sp,SB.plate
D08,L,19,7,3,0.1,0,PC9.sp,SB.plate
D08,L,16,8,3,0.1,0,PC9.sp,SB.plate
D08,L,15,9,3,0.1,0,PC9.sp,SB.plate
D08,L,15,10,3,0.1,0,PC9.sp,SB.plate
D08,M,23,0,3,0.1,0,PC9.sp,SB.plate
D08,M,44,1,3,0.1,0,PC9.sp,SB.plate
D08,M,56,2,3,0.1,0,PC9.sp,SB.plate
D08,M,57,3,3,0.1,0,PC9.sp,SB.plate
D08,M,61,4,3,0.1,0,PC9.sp,SB.plate
D08,M,62,5,3,0.1,0,PC9.sp,SB.plate
D08,M,60,6,3,0.1,0,PC9.sp,SB.plate
D08,M,46,7,3,0.1,0,PC9.sp,SB.plate
D08,M,37,8,3,0.1,0,PC9.sp,SB.plate
D08,M,35,9,3,0.1,0,PC9.sp,SB.plate
D08,M,17,10,3,0.1,0,PC9.sp,SB.plate
D08,N,46,0,3,0.1,0,PC9.sp,SB.plate
D08,N,70,1,3,0.1,0,PC9.sp,SB.plate
D08,N,84,2,3,0.1,0,PC9.sp,SB.plate
D08,N,109,3,3,0.1,0,PC9.sp,SB.plate
D08,N,86,4,3,0.1,0,PC9.sp,SB.plate
D08,N,71,5,3,0.1,0,PC9.sp,SB.plate
D08,N,63,6,3,0.1,0,PC9.sp,SB.plate
D08,N,11,7,3,0.1,0,PC9.sp,SB.plate
D08,N,13,8,3,0.1,0,PC9.sp,SB.plate
D08,N,14,9,3,0.1,0,PC9.sp,SB.plate
D08,N,11,10,3,0.1,0,PC9.sp,SB.plate
D08,O,20,0,3,0.1,0,PC9.sp,SB.plate
D08,O,37,1,3,0.1,0,PC9.sp,SB.plate
D08,O,52,2,3,0.1,0,PC9.sp,SB.plate
D08,O,60,3,3,0.1,0,PC9.sp,SB.plate
D08,O,65,4,3,0.1,0,PC9.sp,SB.plate
D08,O,58,5,3,0.1,0,PC9.sp,SB.plate
D08,O,54,6,3,0.1,0,PC9.sp,SB.plate
D08,O,43,7,3,0.1,0,PC9.sp,SB.plate
D08,O,39,8,3,0.1,0,PC9.sp,SB.plate
D08,O,36,9,3,0.1,0,PC9.sp,SB.plate
D08,O,30,10,3,0.1,0,PC9.sp,SB.plate
