Well,Colony,CellCount,Time_Day,Erl,SB,An,Cell.line,Plate
D07,C,20,5,3,0,0.1,PC9.sp,An.plate
D07,C,21,6,3,0,0.1,PC9.sp,An.plate
D07,C,18,7,3,0,0.1,PC9.sp,An.plate
D07,C,18,8,3,0,0.1,PC9.sp,An.plate
D07,C,18,9,3,0,0.1,PC9.sp,An.plate
D07,C,18,10,3,0,0.1,PC9.sp,An.plate
D07,D,25,0,3,0,0.1,PC9.sp,An.plate
D07,D,30,1,3,0,0.1,PC9.sp,An.plate
D07,D,41,2,3,0,0.1,PC9.sp,An.plate
D07,D,40,3,3,0,0.1,PC9.sp,An.plate
D07,D,44,4,3,0,0.1,PC9.sp,An.plate
D07,D,35,5,3,0,0.1,PC9.sp,An.plate
D07,D,33,6,3,0,0.1,PC9.sp,An.plate
D07,D,23,7,3,0,0.1,PC9.sp,An.plate
D07,D,22,8,3,0,0.1,PC9.sp,An.plate
D07,D,18,9,3,0,0.1,PC9.sp,An.plate
D07,D,14,10,3,0,0.1,PC9.sp,An.plate
D07,E,29,0,3,0,0.1,PC9.sp,An.plate
D07,E,41,1,3,0,0.1,PC9.sp,An.plate
D07,E,39,2,3,0,0.1,PC9.sp,An.plate
D07,E,28,3,3,0,0.1,PC9.sp,An.plate
D07,E,13,4,3,0,0.1,PC9.sp,An.plate
D07,E,9,5,3,0,0.1,PC9.sp,An.plate
D07,E,9,6,3,0,0.1,PC9.sp,An.plate
D07,E,3,7,3,0,0.1,PC9.sp,An.plate
D07,E,2,8,3,0,0.1,PC9.sp,An.plate
D07,E,2,9,3,0,0.1,PC9.sp,An.plate
D07,E,2,10,3,0,0.1,PC9.sp,An.plate
D07,G,2,0,3,0,0.1,PC9.sp,An.plate
D07,G,12,1,3,0,0.1,PC9.sp,An.plate
D07,G,12,2,3,0,0.1,PC9.sp,An.plate
D07,G,18,3,3,0,0.1,PC9.sp,An.plate
D07,G,19,4,3,0,0.1,PC9.sp,An.plate
D07,G,19,5,3,0,0.1,PC9.sp,An.plate
D07,G,19,6,3,0,0.1,PC9.sp,An.plate
D07,G,20,7,3,0,0.1,PC9.sp,An.plate
D07,G,19,8,3,0,0.1,PC9.sp,An.plate
D07,G,19,9,3,0,0.1,PC9.sp,An.plate
D07,G,19,10,3,0,0.1,PC9.sp,An.plate
D07,H,12,0,3,0,0.1,PC9.sp,An.plate
D07,H,15,1,3,0,0.1,PC9.sp,An.plate
D07,H,12,2,3,0,0.1,PC9.sp,An.plate
D07,H,12,3,3,0,0.1,PC9.sp,An.plate
D07,H,10,4,3,0,0.1,PC9.sp,An.plate
D07,H,14,5,3,0,0.1,PC9.sp,An.plate
D07,H,14,6,3,0,0.1,PC9.sp,An.plate
D07,H,8,7,3,0,0.1,PC9.sp,An.plate
D07,H,7,8,3,0,0.1,PC9.sp,An.plate
D07,H,7,9,3,0,0.1,PC9.sp,An.plate
D07,H,5,10,3,0,0.1,PC9.sp,An.plate
D07,I,29,0,3,0,0.1,PC9.sp,An.plate
D07,I,47,1,3,0,0.1,PC9.sp,An.plate
D07,I,50,2,3,0,0.1,PC9.sp,An.plate
D07,I,36,3,3,0,0.1,PC9.sp,An.plate
D07,I,30,4,3,0,0.1,PC9.sp,An.plate
D07,I,26,5,3,0,0.1,PC9.sp,An.plate
D07,I,28,6,3,0,0.1,PC9.sp,An.plate
D07,I,14,7,3,0,0.1,PC9.sp,An.plate
D07,I,9,8,3,0,0.1,PC9.sp,An.plate
D07,I,7,9,3,0,0.1,PC9.sp,An.plate
D07,I,6,10,3,0,0.1,PC9.sp,An.plate
D07,J,31,0,3,0,0.1,PC9.sp,An.plate
D07,J,53,1,3,0,0.1,PC9.sp,An.plate
D07,J,53,2,3,0,0.1,PC9.sp,An.plate
D07,J,44,3,3,0,0.1,PC9.sp,An.plate
D07,J,28,4,3,0,0.1,PC9.sp,An.plate
D07,J,34,5,3,0,0.1,PC9.sp,An.plate
D07,J,27,6,3,0,0.1,PC9.sp,An.plate
D07,J,25,7,3,0,0.1,PC9.sp,An.plate
D07,J,21,8,3,0,0.1,PC9.sp,An.plate
D07,J,19,9,3,0,0.1,PC9.sp,An.plate
D07,J,8,10,3,0,0.1,PC9.sp,An.plate
D07,K,23,0,3,0,0.1,PC9.sp,An.plate
D07,K,35,1,3,0,0.1,PC9.sp,An.plate
D07,K,45,2,3,0,0.1,PC9.sp,An.plate
D07,K,31,3,3,0,0.1,PC9.sp,An.plate
D07,K,28,4,3,0,0.1,PC9.sp,An.plate
D07,K,20,5,3,0,0.1,PC9.sp,An.plate
D07,K,16,6,3,0,0.1,PC9.sp,An.plate
D07,K,14,7,3,0,0.1,PC9.sp,An.plate
D07,K,12,8,3,0,0.1,PC9.sp,An.plate
D07,K,7,9,3,0,0.1,PC9.sp,An.plate
D07,K,3,10,3,0,0.1,PC9.sp,An.plate
D07,L,32,0,3,0,0.1,PC9.sp,An.plate
D07,L,39,1,3,0,0.1,PC9.sp,An.plate
D07,L,28,2,3,0,0.1,PC9.sp,An.plate
D07,L,22,3,3,0,0.1,PC9.sp,An.plate
D07,L,14,4,3,0,0.1,PC9.sp,An.plate
D07,L,12,5,3,0,0.1,PC9.sp,An.plate
D07,L,11,6,3,0,0.1,PC9.sp,An.plate
D07,L,10,7,3,0,0.1,PC9.sp,An.plate
D07,L,6,8,3,0,0.1,PC9.sp,An.plate
D07,L,3,9,3,0,0.1,PC9.sp,An.plate
D07,L,3,10,3,0,0.1,PC9.sp,An.plate
D07,M,32,0,3,0,0.1,PC9.sp,An.plate
D07,M,48,1,3,0,0.1,PC9.sp,An.plate
D07,M,64,2,3,0,0.1,PC9.sp,An.plate
D07,M,70,3,3,0,0.1,PC9.sp,An.plate
D07,M,69,4,3,0,0.1,PC9.sp,An.plate
D07,M,61,5,3,0,0.1,PC9.sp,An.plate
D07,M,50,6,3,0,0.1,PC9.sp,An.plate
D07,M,47,7,3,0,0.1,PC9.sp,An.plate
D07,M,38,8,3,0,0.1,PC9.sp,An.plate
D07,M,39,9,3,0,0.1,PC9.sp,An.plate
D07,M,28,10,3,0,0.1,PC9.sp,An.plate
D07,N,48,0,3,0,0.1,PC9.sp,An.plate
D07,N,84,1,3,0,0.1,PC9.sp,An.plate
D07,N,104,2,3,0,0.1,PC9.sp,An.plate
D07,N,93,3,3,0,0.1,PC9.sp,An.plate
D07,N,69,4,3,0,0.1,PC9.sp,An.plate
D07,N,59,5,3,0,0.1,PC9.sp,An.plate
D07,N,57,6,3,0,0.1,PC9.sp,An.plate
D07,N,41,7,3,0,0.1,PC9.sp,An.plate
D07,N,34,8,3,0,0.1,PC9.sp,An.plate
D07,N,26,9,3,0,0.1,PC9.sp,An.plate
D07,N,27,10,3,0,0.1,PC9.sp,An.plate
D07,O,30,0,3,0,0.1,PC9.sp,An.plate
D07,O,54,1,3,0,0.1,PC9.sp,An.plate
D07,O,65,2,3,0,0.1,PC9.sp,An.plate
D07,O,66,3,3,0,0.1,PC9.sp,An.plate
D07,O,69,4,3,0,0.1,PC9.sp,An.plate
D07,O,68,5,3,0,0.1,PC9.sp,An.plate
D07,O,70,6,3,0,0.1,PC9.sp,An.plate
D07,O,60,7,3,0,0.1,PC9.sp,An.plate
D07,O,60,8,3,0,0.1,PC9.sp,An.plate
D07,O,60,9,3,0,0.1,PC9.sp,An.plate
D07,O,58,10,3,0,0.1,PC9.sp,An.plate
D07,P,50,0,3,0,0.1,PC9.sp,An.plate
D07,P,56,1,3,0,0.1,PC9.sp,An.plate
D07,P,81,2,3,0,0.1,PC9.sp,An.plate
D07,P,80,3,3,0,0.1,PC9.sp,An.plate
D07,P,82,4,3,0,0.1,PC9.sp,An.plate
D07,P,85,5,3,0,0.1,PC9.sp,An.plate
D07,P,86,6,3,0,0.1,PC9.sp,An.plate
D07,P,73,7,3,0,0.1,PC9.sp,An.plate
D07,P,70,8,3,0,0.1,PC9.sp,An.plate
D07,P,66,9,3,0,0.1,PC9.sp,An.plate
D07,P,57,10,3,0,0.1,PC9.sp,An.plate
D07,Q,38,0,3,0,0.1,PC9.sp,An.plate
D07,Q,58,1,3,0,0.1,PC9.sp,An.plate
D07,Q,69,2,3,0,0.1,PC9.sp,An.plate
D07,Q,62,3,3,0,0.1,PC9.sp,An.plate
D07,Q,42,4,3,0,0.1,PC9.sp,An.plate
D07,Q,39,5,3,0,0.1,PC9.sp,An.plate
D07,Q,36,6,3,0,0.1,PC9.sp,An.plate
D07,Q,21,7,3,0,0.1,PC9.sp,An.plate
D07,Q,22,8,3,0,0.1,PC9.sp,An.plate
D07,Q,19,9,3,0,0.1,PC9.sp,An.plate
D07,Q,15,10,3,0,0.1,PC9.sp,An.plate
D07,R,28,0,3,0,0.1,PC9.sp,An.plate
D07,R,38,1,3,0,0.1,PC9.sp,An.plate
D07,R,41,2,3,0,0.1,PC9.sp,An.plate
D07,R,45,3,3,0,0.1,PC9.sp,An.plate
D07,R,33,4,3,0,0.1,PC9.sp,An.plate
D07,R,34,5,3,0,0.1,PC9.sp,An.plate
D07,R,32,6,3,0,0.1,PC9.sp,An.plate
D07,R,25,7,3,0,0.1,PC9.sp,An.plate
D07,R,23,8,3,0,0.1,PC9.sp,An.plate
D07,R,23,9,3,0,0.1,PC9.sp,An.plate
D07,R,19,10,3,0,0.1,PC9.sp,An.plate
D07,S,33,0,3,0,0.1,PC9.sp,An.plate
D07,S,39,1,3,0,0.1,PC9.sp,An.plate
D07,S,35,2,3,0,0.1,PC9.sp,An.plate
D07,S,22,3,3,0,0.1,PC9.sp,An.plate
D07,S,16,4,3,0,0.1,PC9.sp,An.plate
D07,S,15,5,3,0,0.1,PC9.sp,An.plate
D07,S,14,6,3,0,0.1,PC9.sp,An.plate
D07,S,7,7,3,0,0.1,PC9.sp,An.plate
D07,S,6,8,3,0,0.1,PC9.sp,An.plate
D07,S,6,9,3,0,0.1,PC9.sp,An.plate
D07,S,4,10,3,0,0.1,PC9.sp,An.plate
D07,T,15,0,3,0,0.1,PC9.sp,An.plate
D07,T,16,1,3,0,0.1,PC9.sp,An.plate
D07,T,20,2,3,0,0.1,PC9.sp,An.plate
D07,T,21,3,3,0,0.1,PC9.sp,An.plate
D07,T,15,4,3,0,0.1,PC9.sp,An.plate
D07,T,15,5,3,0,0.1,PC9.sp,An.plate
D07,T,15,6,3,0,0.1,PC9.sp,An.plate
D07,T,8,7,3,0,0.1,PC9.sp,An.plate
D07,T,6,8,3,0,0.1,PC9.sp,An.plate
D07,T,5,9,3,0,0.1,PC9.sp,An.plate
D07,T,3,10,3,0,0.1,PC9.sp,An.plate
D07,U,33,0,3,0,0.1,PC9.sp,An.plate
D07,U,49,1,3,0,0.1,PC9.sp,An.plate
D07,U,68,2,3,0,0.1,PC9.sp,An.plate
D07,U,83,3,3,0,0.1,PC9.sp,An.plate
D07,U,73,4,3,0,0.1,PC9.sp,An.plate
D07,U,71,5,3,0,0.1,PC9.sp,An.plate
D07,U,66,6,3,0,0.1,PC9.sp,An.plate
D07,U,44,7,3,0,0.1,PC9.sp,An.plate
D07,U,40,8,3,0,0.1,PC9.sp,An.plate
D07,U,42,9,3,0,0.1,PC9.sp,An.plate
D07,U,29,10,3,0,0.1,PC9.sp,An.plate
D07,V,36,0,3,0,0.1,PC9.sp,An.plate
D07,V,55,1,3,0,0.1,PC9.sp,An.plate
D07,V,54,2,3,0,0.1,PC9.sp,An.plate
D07,V,53,3,3,0,0.1,PC9.sp,An.plate
D07,V,47,4,3,0,0.1,PC9.sp,An.plate
D07,V,45,5,3,0,0.1,PC9.sp,An.plate
D07,V,46,6,3,0,0.1,PC9.sp,An.plate
D07,V,36,7,3,0,0.1,PC9.sp,An.plate
D07,V,31,8,3,0,0.1,PC9.sp,An.plate
D07,V,29,9,3,0,0.1,PC9.sp,An.plate
D07,V,22,10,3,0,0.1,PC9.sp,An.plate
D07,W,74,0,3,0,0.1,PC9.sp,An.plate
D07,W,108,1,3,0,0.1,PC9.sp,An.plate
D07,W,115,2,3,0,0.1,PC9.sp,An.plate
D07,W,120,3,3,0,0.1,PC9.sp,An.plate
D07,W,113,4,3,0,0.1,PC9.sp,An.plate
D07,W,116,5,3,0,0.1,PC9.sp,An.plate
D07,W,107,6,3,0,0.1,PC9.sp,An.plate
D07,W,92,7,3,0,0.1,PC9.sp,An.plate
D07,W,77,8,3,0,0.1,PC9.sp,An.plate
D07,W,84,9,3,0,0.1,PC9.sp,An.plate
D07,W,59,10,3,0,0.1,PC9.sp,An.plate
D07,X,38,0,3,0,0.1,PC9.sp,An.plate
D07,X,58,1,3,0,0.1,PC9.sp,An.plate
D07,X,67,2,3,0,0.1,PC9.sp,An.plate
D07,X,61,3,3,0,0.1,PC9.sp,An.plate
D07,X,49,4,3,0,0.1,PC9.sp,An.plate
D07,X,48,5,3,0,0.1,PC9.sp,An.plate
D07,X,37,6,3,0,0.1,PC9.sp,An.plate
D07,X,31,7,3,0,0.1,PC9.sp,An.plate
D07,X,30,8,3,0,0.1,PC9.sp,An.plate
D07,X,29,9,3,0,0.1,PC9.sp,An.plate
D07,X,23,10,3,0,0.1,PC9.sp,An.plate
D07,Y,29,0,3,0,0.1,PC9.sp,An.plate
D07,Y,39,1,3,0,0.1,PC9.sp,An.plate
D07,Y,40,2,3,0,0.1,PC9.sp,An.plate
D07,Y,32,3,3,0,0.1,PC9.sp,An.plate
D07,Y,26,4,3,0,0.1,PC9.sp,An.plate
D07,Y,24,5,3,0,0.1,PC9.sp,An.plate
D07,Y,19,6,3,0,0.1,PC9.sp,An.plate
D07,Y,8,7,3,0,0.1,PC9.sp,An.plate
D07,Y,9,8,3,0,0.1,PC9.sp,An.plate
D07,Y,8,9,3,0,0.1,PC9.sp,An.plate
D07,Y,7,10,3,0,0.1,PC9.sp,An.plate
D07,Z,36,0,3,0,0.1,PC9.sp,An.plate
D07,Z,58,1,3,0,0.1,PC9.sp,An.plate
D07,Z,59,2,3,0,0.1,PC9.sp,An.plate
D07,Z,50,3,3,0,0.1,PC9.sp,An.plate
D07,Z,34,4,3,0,0.1,PC9.sp,An.plate
D07,Z,31,5,3,0,0.1,PC9.sp,An.plate
D07,Z,27,6,3,0,0.1,PC9.sp,An.plate
D07,Z,6,7,3,0,0.1,PC9.sp,An.plate
D07,Z,6,8,3,0,0.1,PC9.sp,An.plate
D07,Z,7,9,3,0,0.1,PC9.sp,An.plate
D07,Z,4,10,3,0,0.1,PC9.sp,An.plate
D08,A,55,0,3,0,0.1,PC9.sp,An.plate
D08,A,88,1,3,0,0.1,PC9.sp,An.plate
D08,A,82,2,3,0,0.1,PC9.sp,An.plate
D08,A,67,3,3,0,0.1,PC9.sp,An.plate
D08,A,29,4,3,0,0.1,PC9.sp,An.plate
D08,A,32,5,3,0,0.1,PC9.sp,An.plate
D08,A,23,6,3,0,0.1,PC9.sp,An.plate
D08,A,5,7,3,0,0.1,PC9.sp,An.plate
D08,A,4,8,3,0,0.1,PC9.sp,An.plate
D08,A,4,9,3,0,0.1,PC9.sp,An.plate
D08,A,3,10,3,0,0.1,PC9.sp,An.plate
D08,B,19,0,3,0,0.1,PC9.sp,An.plate
D08,B,28,1,3,0,0.1,PC9.sp,An.plate
D08,B,41,2,3,0,0.1,PC9.sp,An.plate
D08,B,38,3,3,0,0.1,PC9.sp,An.plate
D08,B,38,4,3,0,0.1,PC9.sp,An.plate
D08,B,38,5,3,0,0.1,PC9.sp,An.plate
D08,B,39,6,3,0,0.1,PC9.sp,An.plate
D08,B,31,7,3,0,0.1,PC9.sp,An.plate
D08,B,29,8,3,0,0.1,PC9.sp,An.plate
D08,B,30,9,3,0,0.1,PC9.sp,An.plate
D08,B,28,10,3,0,0.1,PC9.sp,An.plate
D08,C,19,0,3,0,0.1,PC9.sp,An.plate
D08,C,23,1,3,0,0.1,PC9.sp,An.plate
D08,C,25,2,3,0,0.1,PC9.sp,An.plate
D08,C,23,3,3,0,0.1,PC9.sp,An.plate
D08,C,22,4,3,0,0.1,PC9.sp,An.plate
D08,C,19,5,3,0,0.1,PC9.sp,An.plate
D08,C,19,6,3,0,0.1,PC9.sp,An.plate
D08,C,18,7,3,0,0.1,PC9.sp,An.plate
D08,C,18,8,3,0,0.1,PC9.sp,An.plate
D08,C,20,9,3,0,0.1,PC9.sp,An.plate
D08,C,18,10,3,0,0.1,PC9.sp,An.plate
D08,D,10,0,3,0,0.1,PC9.sp,An.plate
D08,D,21,1,3,0,0.1,PC9.sp,An.plate
D08,D,27,2,3,0,0.1,PC9.sp,An.plate
D08,D,33,3,3,0,0.1,PC9.sp,An.plate
D08,D,28,4,3,0,0.1,PC9.sp,An.plate
D08,D,26,5,3,0,0.1,PC9.sp,An.plate
D08,D,30,6,3,0,0.1,PC9.sp,An.plate
D08,D,22,7,3,0,0.1,PC9.sp,An.plate
D08,D,22,8,3,0,0.1,PC9.sp,An.plate
D08,D,23,9,3,0,0.1,PC9.sp,An.plate
D08,D,20,10,3,0,0.1,PC9.sp,An.plate
D08,E,36,0,3,0,0.1,PC9.sp,An.plate
D08,E,43,1,3,0,0.1,PC9.sp,An.plate
D08,E,39,2,3,0,0.1,PC9.sp,An.plate
D08,E,35,3,3,0,0.1,PC9.sp,An.plate
D08,E,23,4,3,0,0.1,PC9.sp,An.plate
D08,E,23,5,3,0,0.1,PC9.sp,An.plate
D08,E,20,6,3,0,0.1,PC9.sp,An.plate
D08,E,12,7,3,0,0.1,PC9.sp,An.plate
D08,E,12,8,3,0,0.1,PC9.sp,An.plate
D08,E,12,9,3,0,0.1,PC9.sp,An.plate
D08,E,10,10,3,0,0.1,PC9.sp,An.plate
D08,F,29,0,3,0,0.1,PC9.sp,An.plate
D08,F,35,1,3,0,0.1,PC9.sp,An.plate
D08,F,50,2,3,0,0.1,PC9.sp,An.plate
D08,F,54,3,3,0,0.1,PC9.sp,An.plate
D08,F,47,4,3,0,0.1,PC9.sp,An.plate
D08,F,46,5,3,0,0.1,PC9.sp,An.plate
D08,F,41,6,3,0,0.1,PC9.sp,An.plate
D08,F,37,7,3,0,0.1,PC9.sp,An.plate
D08,F,40,8,3,0,0.1,PC9.sp,An.plate
D08,F,39,9,3,0,0.1,PC9.sp,An.plate
D08,F,35,10,3,0,0.1,PC9.sp,An.plate
D08,G,39,0,3,0,0.1,PC9.sp,An.plate
D08,G,50,1,3,0,0.1,PC9.sp,An.plate
D08,G,56,2,3,0,0.1,PC9.sp,An.plate
D08,G,62,3,3,0,0.1,PC9.sp,An.plate
D08,G,54,4,3,0,0.1,PC9.sp,An.plate
D08,G,50,5,3,0,0.1,PC9.sp,An.plate
D08,G,43,6,3,0,0.1,PC9.sp,An.plate
D08,G,33,7,3,0,0.1,PC9.sp,An.plate
D08,G,30,8,3,0,0.1,PC9.sp,An.plate
D08,G,29,9,3,0,0.1,PC9.sp,An.plate
D08,G,22,10,3,0,0.1,PC9.sp,An.plate
D08,H,32,0,3,0,0.1,PC9.sp,An.plate
D08,H,48,1,3,0,0.1,PC9.sp,An.plate
D08,H,59,2,3,0,0.1,PC9.sp,An.plate
D08,H,50,3,3,0,0.1,PC9.sp,An.plate
D08,H,48,4,3,0,0.1,PC9.sp,An.plate
D08,H,45,5,3,0,0.1,PC9.sp,An.plate
D08,H,41,6,3,0,0.1,PC9.sp,An.plate
D08,H,38,7,3,0,0.1,PC9.sp,An.plate
D08,H,37,8,3,0,0.1,PC9.sp,An.plate
D08,H,30,9,3,0,0.1,PC9.sp,An.plate
D08,H,29,10,3,0,0.1,PC9.sp,An.plate
D08,I,25,0,3,0,0.1,PC9.sp,An.plate
D08,I,36,1,3,0,0.1,PC9.sp,An.plate
D08,I,46,2,3,0,0.1,PC9.sp,An.plate
D08,I,44,3,3,0,0.1,PC9.sp,An.plate
D08,I,47,4,3,0,0.1,PC9.sp,An.plate
D08,I,47,5,3,0,0.1,PC9.sp,An.plate
D08,I,40,6,3,0,0.1,PC9.sp,An.plate
D08,I,35,7,3,0,0.1,PC9.sp,An.plate
D08,I,35,8,3,0,0.1,PC9.sp,An.plate
D08,I,37,9,3,0,0.1,PC9.sp,An.plate
D08,I,28,10,3,0,0.1,PC9.sp,An.plate
D08,J,42,0,3,0,0.1,PC9.sp,An.plate
D08,J,73,1,3,0,0.1,PC9.sp,An.plate
D08,J,78,2,3,0,0.1,PC9.sp,An.plate
D08,J,76,3,3,0,0.1,PC9.sp,An.plate
D08,J,78,4,3,0,0.1,PC9.sp,An.plate
D08,J,73,5,3,0,0.1,PC9.sp,An.plate
D08,J,73,6,3,0,0.1,PC9.sp,An.plate
D08,J,61,7,3,0,0.1,PC9.sp,An.plate
D08,J,59,8,3,0,0.1,PC9.sp,An.plate
D08,J,60,9,3,0,0.1,PC9.sp,An.plate
D08,J,58,10,3,0,0.1,PC9.sp,An.plate
D08,K,82,0,3,0,0.1,PC9.sp,An.plate
D08,K,77,1,3,0,0.1,PC9.sp,An.plate
D08,K,76,2,3,0,0.1,PC9.sp,An.plate
D08,K,69,3,3,0,0.1,PC9.sp,An.plate
D08,K,65,4,3,0,0.1,PC9.sp,An.plate
D08,K,57,5,3,0,0.1,PC9.sp,An.plate
D08,K,59,6,3,0,0.1,PC9.sp,An.plate
D08,K,71,7,3,0,0.1,PC9.sp,An.plate
D08,K,72,8,3,0,0.1,PC9.sp,An.plate
D08,K,71,9,3,0,0.1,PC9.sp,An.plate
D08,K,59,10,3,0,0.1,PC9.sp,An.plate
D08,L,24,0,3,0,0.1,PC9.sp,An.plate
D08,L,37,1,3,0,0.1,PC9.sp,An.plate
D08,L,46,2,3,0,0.1,PC9.sp,An.plate
D08,L,38,3,3,0,0.1,PC9.sp,An.plate
D08,L,34,4,3,0,0.1,PC9.sp,An.plate
D08,L,23,5,3,0,0.1,PC9.sp,An.plate
D08,L,18,6,3,0,0.1,PC9.sp,An.plate
D08,L,11,7,3,0,0.1,PC9.sp,An.plate
D08,L,12,8,3,0,0.1,PC9.sp,An.plate
D08,L,9,9,3,0,0.1,PC9.sp,An.plate
D08,L,7,10,3,0,0.1,PC9.sp,An.plate
D08,M,29,0,3,0,0.1,PC9.sp,An.plate
D08,M,37,1,3,0,0.1,PC9.sp,An.plate
D08,M,56,2,3,0,0.1,PC9.sp,An.plate
D08,M,40,3,3,0,0.1,PC9.sp,An.plate
D08,M,38,4,3,0,0.1,PC9.sp,An.plate
D08,M,22,5,3,0,0.1,PC9.sp,An.plate
D08,M,22,6,3,0,0.1,PC9.sp,An.plate
D08,M,5,7,3,0,0.1,PC9.sp,An.plate
D08,M,4,8,3,0,0.1,PC9.sp,An.plate
D08,M,3,9,3,0,0.1,PC9.sp,An.plate
D08,M,3,10,3,0,0.1,PC9.sp,An.plate
D08,N,20,0,3,0,0.1,PC9.sp,An.plate
D08,N,29,1,3,0,0.1,PC9.sp,An.plate
D08,N,29,2,3,0,0.1,PC9.sp,An.plate
D08,N,27,3,3,0,0.1,PC9.sp,An.plate
D08,N,20,4,3,0,0.1,PC9.sp,An.plate
D08,N,21,5,3,0,0.1,PC9.sp,An.plate
D08,N,20,6,3,0,0.1,PC9.sp,An.plate
D08,N,16,7,3,0,0.1,PC9.sp,An.plate
D08,N,13,8,3,0,0.1,PC9.sp,An.plate
D08,N,12,9,3,0,0.1,PC9.sp,An.plate
D08,N,10,10,3,0,0.1,PC9.sp,An.plate
D08,O,21,0,3,0,0.1,PC9.sp,An.plate
D08,O,36,1,3,0,0.1,PC9.sp,An.plate
D08,O,46,2,3,0,0.1,PC9.sp,An.plate
D08,O,43,3,3,0,0.1,PC9.sp,An.plate
D08,O,38,4,3,0,0.1,PC9.sp,An.plate
D08,O,26,5,3,0,0.1,PC9.sp,An.plate
D08,O,25,6,3,0,0.1,PC9.sp,An.plate
D08,O,11,7,3,0,0.1,PC9.sp,An.plate
D08,O,9,8,3,0,0.1,PC9.sp,An.plate
D08,O,9,9,3,0,0.1,PC9.sp,An.plate
D08,O,6,10,3,0,0.1,PC9.sp,An.plate
D08,P,19,0,3,0,0.1,PC9.sp,An.plate
D08,P,46,1,3,0,0.1,PC9.sp,An.plate
D08,P,46,2,3,0,0.1,PC9.sp,An.plate
D08,P,53,3,3,0,0.1,PC9.sp,An.plate
D08,P,47,4,3,0,0.1,PC9.sp,An.plate
D08,P,48,5,3,0,0.1,PC9.sp,An.plate
D08,P,49,6,3,0,0.1,PC9.sp,An.plate
D08,P,50,7,3,0,0.1,PC9.sp,An.plate
D08,P,46,8,3,0,0.1,PC9.sp,An.plate
D08,P,43,9,3,0,0.1,PC9.sp,An.plate
D08,P,44,10,3,0,0.1,PC9.sp,An.plate
D08,Q,45,0,3,0,0.1,PC9.sp,An.plate
D08,Q,76,1,3,0,0.1,PC9.sp,An.plate
D08,Q,94,2,3,0,0.1,PC9.sp,An.plate
D08,Q,106,3,3,0,0.1,PC9.sp,An.plate
D08,Q,105,4,3,0,0.1,PC9.sp,An.plate
D08,Q,88,5,3,0,0.1,PC9.sp,An.plate
D08,Q,69,6,3,0,0.1,PC9.sp,An.plate
D08,Q,71,7,3,0,0.1,PC9.sp,An.plate
D08,Q,65,8,3,0,0.1,PC9.sp,An.plate
D08,Q,62,9,3,0,0.1,PC9.sp,An.plate
D08,Q,38,10,3,0,0.1,PC9.sp,An.plate
D08,R,79,0,3,0,0.1,PC9.sp,An.plate
D08,R,95,1,3,0,0.1,PC9.sp,An.plate
D08,R,101,2,3,0,0.1,PC9.sp,An.plate
D08,R,101,3,3,0,0.1,PC9.sp,An.plate
D08,R,82,4,3,0,0.1,PC9.sp,An.plate
D08,R,60,5,3,0,0.1,PC9.sp,An.plate
D08,R,68,6,3,0,0.1,PC9.sp,An.plate
D08,R,37,7,3,0,0.1,PC9.sp,An.plate
D08,R,32,8,3,0,0.1,PC9.sp,An.plate
D08,R,32,9,3,0,0.1,PC9.sp,An.plate
D08,R,13,10,3,0,0.1,PC9.sp,An.plate
D08,S,26,0,3,0,0.1,PC9.sp,An.plate
D08,S,35,1,3,0,0.1,PC9.sp,An.plate
D08,S,42,2,3,0,0.1,PC9.sp,An.plate
D08,S,25,3,3,0,0.1,PC9.sp,An.plate
D08,S,13,4,3,0,0.1,PC9.sp,An.plate
D08,S,9,5,3,0,0.1,PC9.sp,An.plate
D08,S,5,6,3,0,0.1,PC9.sp,An.plate
D08,S,0,7,3,0,0.1,PC9.sp,An.plate
D08,S,2,8,3,0,0.1,PC9.sp,An.plate
D08,S,0,9,3,0,0.1,PC9.sp,An.plate
D08,S,0,10,3,0,0.1,PC9.sp,An.plate
D08,T,25,0,3,0,0.1,PC9.sp,An.plate
D08,T,32,1,3,0,0.1,PC9.sp,An.plate
D08,T,38,2,3,0,0.1,PC9.sp,An.plate
D08,T,28,3,3,0,0.1,PC9.sp,An.plate
D08,T,17,4,3,0,0.1,PC9.sp,An.plate
D08,T,14,5,3,0,0.1,PC9.sp,An.plate
D08,T,14,6,3,0,0.1,PC9.sp,An.plate
D08,T,4,7,3,0,0.1,PC9.sp,An.plate
D08,T,3,8,3,0,0.1,PC9.sp,An.plate
D08,T,4,9,3,0,0.1,PC9.sp,An.plate
D08,T,1,10,3,0,0.1,PC9.sp,An.plate
D08,U,28,0,3,0,0.1,PC9.sp,An.plate
D08,U,39,1,3,0,0.1,PC9.sp,An.plate
D08,U,46,2,3,0,0.1,PC9.sp,An.plate
D08,U,40,3,3,0,0.1,PC9.sp,An.plate
D08,U,25,4,3,0,0.1,PC9.sp,An.plate
D08,U,18,5,3,0,0.1,PC9.sp,An.plate
D08,U,16,6,3,0,0.1,PC9.sp,An.plate
D08,U,4,7,3,0,0.1,PC9.sp,An.plate
D08,U,3,8,3,0,0.1,PC9.sp,An.plate
D08,U,2,9,3,0,0.1,PC9.sp,An.plate
D08,U,3,10,3,0,0.1,PC9.sp,An.plate
