Expt,Well,Colony,Cell.count,Time.day,Erl,CHX,FSK,TRM,17A,SB,An,Cell.line,Plate,ABT,PLX,Pre.well
BPSKMEL,XX,37,25,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day4
BPSKMEL,XX,37,45,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day5
BPSKMEL,XX,37,82,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day6
BPSKMEL,XX,37,83,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day7
BPSKMEL,XX,37,112,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day8
BPSKMEL,XX,37,105,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day9
BPSKMEL,XX,37,98,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day10
BPSKMEL,XX,37,121,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day11
BPSKMEL,XX,37,104,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day12
BPSKMEL,XX,37,108,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day13
BPSKMEL,XX,37,114,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day14
BPSKMEL,XX,37,114,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day15
BPSKMEL,XX,37,111,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day16
BPSKMEL,XX,37,110,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day17
BPSKMEL,XX,37,80,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day18
BPSKMEL,XX,37,78,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day19
BPSKMEL,XX,37,70,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day20
BPSKMEL,XX,38,5,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day0
BPSKMEL,XX,38,9,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day1
BPSKMEL,XX,38,16,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day2
BPSKMEL,XX,38,28,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day3
BPSKMEL,XX,38,89,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day4
BPSKMEL,XX,38,182,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day5
BPSKMEL,XX,38,302,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day6
BPSKMEL,XX,38,317,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day7
BPSKMEL,XX,38,387,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day8
BPSKMEL,XX,38,458,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day9
BPSKMEL,XX,38,473,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day10
BPSKMEL,XX,38,456,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day11
BPSKMEL,XX,38,192,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day12
BPSKMEL,XX,38,164,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day13
BPSKMEL,XX,38,213,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day14
BPSKMEL,XX,38,76,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day15
BPSKMEL,XX,38,62,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day16
BPSKMEL,XX,38,67,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day17
BPSKMEL,XX,38,69,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day18
BPSKMEL,XX,38,65,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day19
BPSKMEL,XX,38,57,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day20
BPSKMEL,XX,39,1,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day0
BPSKMEL,XX,39,7,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day1
BPSKMEL,XX,39,12,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day2
BPSKMEL,XX,39,22,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day3
BPSKMEL,XX,39,49,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day4
BPSKMEL,XX,39,104,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day5
BPSKMEL,XX,39,169,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day6
BPSKMEL,XX,39,168,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day7
BPSKMEL,XX,39,190,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day8
BPSKMEL,XX,39,139,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day9
BPSKMEL,XX,39,132,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day10
BPSKMEL,XX,39,144,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day11
BPSKMEL,XX,39,78,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day12
BPSKMEL,XX,39,53,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day13
BPSKMEL,XX,39,40,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day14
BPSKMEL,XX,39,6,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day15
BPSKMEL,XX,39,7,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day16
BPSKMEL,XX,39,13,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day17
BPSKMEL,XX,39,12,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day18
BPSKMEL,XX,39,6,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day19
BPSKMEL,XX,39,10,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day20
BPSKMEL,XX,40,2,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day0
BPSKMEL,XX,40,1,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day1
BPSKMEL,XX,40,2,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day2
BPSKMEL,XX,40,3,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day3
BPSKMEL,XX,40,13,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day4
BPSKMEL,XX,40,19,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day5
BPSKMEL,XX,40,34,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day6
BPSKMEL,XX,40,33,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day7
BPSKMEL,XX,40,42,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day8
BPSKMEL,XX,40,42,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day9
BPSKMEL,XX,40,29,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day10
BPSKMEL,XX,40,28,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day11
BPSKMEL,XX,40,21,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day12
BPSKMEL,XX,40,19,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day13
BPSKMEL,XX,40,15,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day14
BPSKMEL,XX,40,7,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day15
BPSKMEL,XX,40,8,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day16
BPSKMEL,XX,40,5,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day17
BPSKMEL,XX,40,5,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day18
BPSKMEL,XX,40,6,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day19
BPSKMEL,XX,40,9,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C02H2B_day20
BPSKMEL,XX,41,5,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day0
BPSKMEL,XX,41,12,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day1
BPSKMEL,XX,41,18,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day2
BPSKMEL,XX,41,47,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day3
BPSKMEL,XX,41,95,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day4
BPSKMEL,XX,41,168,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day5
BPSKMEL,XX,41,285,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day6
BPSKMEL,XX,41,285,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day7
BPSKMEL,XX,41,341,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day8
BPSKMEL,XX,41,219,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day9
BPSKMEL,XX,41,189,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day10
BPSKMEL,XX,41,181,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day11
BPSKMEL,XX,41,60,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day12
BPSKMEL,XX,41,51,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day13
BPSKMEL,XX,41,41,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day14
BPSKMEL,XX,41,7,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day15
BPSKMEL,XX,41,6,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day16
BPSKMEL,XX,41,6,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day17
BPSKMEL,XX,41,9,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day18
BPSKMEL,XX,41,9,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day19
BPSKMEL,XX,41,9,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day20
BPSKMEL,XX,42,4,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day0
BPSKMEL,XX,42,8,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day1
BPSKMEL,XX,42,12,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day2
BPSKMEL,XX,42,18,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day3
BPSKMEL,XX,42,41,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day4
BPSKMEL,XX,42,69,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day5
BPSKMEL,XX,42,112,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day6
BPSKMEL,XX,42,122,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day7
BPSKMEL,XX,42,127,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day8
BPSKMEL,XX,42,73,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day9
BPSKMEL,XX,42,85,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day10
BPSKMEL,XX,42,82,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day11
BPSKMEL,XX,42,19,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day12
BPSKMEL,XX,42,17,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day13
BPSKMEL,XX,42,14,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day14
BPSKMEL,XX,42,5,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day15
BPSKMEL,XX,42,7,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day16
BPSKMEL,XX,42,8,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day17
BPSKMEL,XX,42,8,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day18
BPSKMEL,XX,42,7,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day19
BPSKMEL,XX,42,6,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day20
BPSKMEL,XX,43,9,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day0
BPSKMEL,XX,43,22,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day1
BPSKMEL,XX,43,27,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day2
BPSKMEL,XX,43,43,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day3
BPSKMEL,XX,43,70,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day4
BPSKMEL,XX,43,99,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day5
BPSKMEL,XX,43,141,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day6
BPSKMEL,XX,43,141,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day7
BPSKMEL,XX,43,164,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day8
BPSKMEL,XX,43,102,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day9
BPSKMEL,XX,43,97,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day10
BPSKMEL,XX,43,81,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day11
BPSKMEL,XX,43,85,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day12
BPSKMEL,XX,43,89,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day13
BPSKMEL,XX,43,99,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day14
BPSKMEL,XX,43,86,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day15
BPSKMEL,XX,43,85,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day16
BPSKMEL,XX,43,81,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day17
BPSKMEL,XX,43,66,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day18
BPSKMEL,XX,43,62,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day19
BPSKMEL,XX,43,55,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C03H2B_day20
BPSKMEL,XX,44,2,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day0
BPSKMEL,XX,44,6,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day1
BPSKMEL,XX,44,7,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day2
BPSKMEL,XX,44,12,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day3
BPSKMEL,XX,44,26,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day4
BPSKMEL,XX,44,67,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day5
BPSKMEL,XX,44,105,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day6
BPSKMEL,XX,44,145,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day7
BPSKMEL,XX,44,166,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day8
BPSKMEL,XX,44,221,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day9
BPSKMEL,XX,44,193,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day10
BPSKMEL,XX,44,180,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day11
BPSKMEL,XX,44,139,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day12
BPSKMEL,XX,44,140,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day13
BPSKMEL,XX,44,133,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day14
BPSKMEL,XX,44,85,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day15
BPSKMEL,XX,44,79,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day16
BPSKMEL,XX,44,74,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day17
BPSKMEL,XX,44,56,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day18
BPSKMEL,XX,44,50,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day19
BPSKMEL,XX,44,39,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day20
BPSKMEL,XX,45,3,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day0
BPSKMEL,XX,45,7,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day1
BPSKMEL,XX,45,12,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day2
BPSKMEL,XX,45,31,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day3
BPSKMEL,XX,45,47,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day4
BPSKMEL,XX,45,91,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day5
BPSKMEL,XX,45,165,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day6
BPSKMEL,XX,45,164,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day7
BPSKMEL,XX,45,182,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day8
BPSKMEL,XX,45,130,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day9
BPSKMEL,XX,45,145,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day10
BPSKMEL,XX,45,130,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day11
BPSKMEL,XX,45,109,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day12
BPSKMEL,XX,45,111,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day13
BPSKMEL,XX,45,98,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day14
BPSKMEL,XX,45,67,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day15
BPSKMEL,XX,45,59,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day16
BPSKMEL,XX,45,37,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day17
BPSKMEL,XX,45,30,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day18
BPSKMEL,XX,45,21,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day19
BPSKMEL,XX,45,25,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day20
BPSKMEL,XX,46,1,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day0
BPSKMEL,XX,46,3,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day1
BPSKMEL,XX,46,11,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day2
BPSKMEL,XX,46,21,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day3
BPSKMEL,XX,46,40,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day4
BPSKMEL,XX,46,55,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day5
BPSKMEL,XX,46,77,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day6
BPSKMEL,XX,46,87,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day7
BPSKMEL,XX,46,93,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day8
BPSKMEL,XX,46,77,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day9
BPSKMEL,XX,46,70,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day10
BPSKMEL,XX,46,79,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day11
BPSKMEL,XX,46,49,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day12
BPSKMEL,XX,46,47,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day13
BPSKMEL,XX,46,54,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day14
BPSKMEL,XX,46,26,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day15
BPSKMEL,XX,46,18,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day16
BPSKMEL,XX,46,11,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day17
BPSKMEL,XX,46,14,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day18
BPSKMEL,XX,46,13,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day19
BPSKMEL,XX,46,15,17.764825,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day20
BPSKMEL,XX,47,2,0,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day0
BPSKMEL,XX,47,3,1.712545833,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day1
BPSKMEL,XX,47,6,2.695325,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day2
BPSKMEL,XX,47,17,3.764479167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day3
BPSKMEL,XX,47,24,4.903575,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day4
BPSKMEL,XX,47,48,5.954283333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day5
BPSKMEL,XX,47,89,6.897975,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day6
BPSKMEL,XX,47,98,6.982258333,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day7
BPSKMEL,XX,47,116,7.6926375,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day8
BPSKMEL,XX,47,79,8.924766667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day9
BPSKMEL,XX,47,75,9.731066667,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day10
BPSKMEL,XX,47,77,10.7534125,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day11
BPSKMEL,XX,47,67,10.99522083,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day12
BPSKMEL,XX,47,74,11.78024167,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day13
BPSKMEL,XX,47,63,12.73057917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day14
BPSKMEL,XX,47,60,12.9729875,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day15
BPSKMEL,XX,47,47,13.70632917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day16
BPSKMEL,XX,47,32,14.875775,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day17
BPSKMEL,XX,47,24,16.12682917,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day18
BPSKMEL,XX,47,25,16.7051625,0,0,0,0,0,0,0,SKMEL5,1,0,16,WellR03-C04H2B_day19
